IBGE;ESTADO;IPS;NHB;FBE;OP;NHB1;NHB2;NHB3;NHB4;FBE1;FBE2;FBE3;FBE4;OP1;OP2;OP3;OP4;NHB11;NHB12;NHB13;NHB14;NHB15;NHB21;NHB22;NHB23;NHB31;NHB32;NHB33;NHB34;NHB41A;NHB41B;NHB42A;NHB42B;NHB43;FBE11;FBE12;FBE13;FBE14;FBE15;FBE21;FBE22;FBE23;FBE24;FBE31;FBE32;FBE33;FBE34;FBE35;FBE41;FBE42;FBE43;FBE44;FBE45;OP11;OP12;OP13;OP14;OP21;OP22;OP23;OP24;OP31;OP31B;OP32;OP33A;OP33B;OP41;OP42
1101708;RO;56,98;69,65;55,40;45,90;90,26;21,22;90,15;76,99;82,44;15,08;71,50;52,57;46,03;46,32;78,03;13,22;13,99;144,93;8,87;0,00;5,31;28,73;0,05;19,90;54,02;99,78;98,63;99,47;0,00;1,00;17,74;4,00;17,74;0,10;10,50;21,70;5,00;0,20;9,11;1,41;78,36;0,28;44,36;177,43;195,17;62,10;8,87;0,00;82,95;0,29;34,89;0,27;66,67;11,89;8,00;5,00;2,00;9,79;57,22;18,18;0,00;1,00;58,72;81,30;3,00;20,13;13,72
1101757;RO;52,80;57,09;60,20;41,11;84,05;10,92;86,42;46,97;72,52;9,82;85,14;73,30;21,99;52,21;80,17;10,09;27,78;0,00;9,11;8,79;7,21;13,33;0,26;11,96;47,77;92,77;98,92;97,13;36,83;5,00;26,37;5,00;35,16;1,80;12,00;35,20;4,60;4,30;4,42;0,60;63,11;0,32;26,37;70,32;79,11;17,58;3,14;47,79;41,50;1,60;71,41;6,84;55,56;3,69;4,00;0,00;1,00;15,28;0,00;18,06;0,00;1,00;33,52;75,70;3,00;14,64;10,91
1101807;RO;53,31;59,01;56,86;44,07;88,97;5,65;86,89;54,51;79,45;12,99;85,17;49,84;25,85;52,30;75,41;22,72;16,13;0,00;15,02;0,00;5,37;1,72;4,98;10,74;49,27;96,24;95,15;97,97;23,37;5,00;15,02;4,00;30,05;0,20;11,80;27,20;4,85;0,90;8,00;1,39;64,52;0,27;22,92;45,07;135,22;45,07;14,65;0,00;91,47;0,61;70,97;1,85;55,56;4,21;3,00;4,00;2,00;19,36;0,00;20,97;0,00;1,00;89,61;72,94;3,00;33,59;24,19
1200013;AC;54,33;68,32;55,66;39,00;88,95;39,39;80,92;64,02;73,52;14,30;83,40;51,43;30,38;50,07;67,09;8,46;12,66;0,00;19,37;0,00;5,07;29,27;82,83;35,55;51,94;95,11;84,74;84,46;22,85;5,00;6,46;3,00;12,91;3,00;18,70;35,40;5,20;1,10;6,79;1,47;81,11;1,69;12,91;51,65;103,29;71,01;6,46;0,00;69,16;5,56;75,01;11,00;66,67;3,42;3,00;6,00;1,00;17,30;1,48;18,14;3,61;3,00;91,23;119,19;3,00;13,80;8,21
1200054;AC;52,61;61,34;59,72;36,76;74,81;52,75;70,62;47,19;56,07;16,88;81,79;84,15;41,17;45,58;46,95;13,34;23,26;0,00;53,09;26,97;2,81;36,65;61,98;69,13;38,27;61,64;88,58;87,40;81,36;6,00;29,71;5,00;2,70;7,40;40,70;39,90;4,60;2,30;3,87;3,76;91,62;1,31;13,27;53,09;172,55;79,64;13,27;84,16;6,97;12,02;142,46;25,76;55,56;0,93;9,00;6,00;3,00;30,23;4,88;14,88;18,83;4,00;180,37;322,32;4,00;19,87;14,12
1200104;AC;50,20;66,85;61,76;21,98;90,93;55,81;76,10;44,56;83,44;16,09;78,35;69,15;24,24;40,13;9,77;13,79;7,59;72,75;3,75;7,49;5,02;48,50;71,91;58,77;56,46;83,27;83,22;76,40;40,23;6,00;22,47;5,00;18,73;0,50;13,50;19,40;5,45;0,40;6,02;2,38;90,99;1,05;22,47;44,94;146,06;71,16;26,22;49,15;40,22;7,86;127,32;21,83;63,64;1,05;5,00;0,00;1,00;27,70;4,96;18,03;480,00;5,00;1377,91;382,38;4,00;21,75;13,83
1200138;AC;51,47;64,50;54,36;35,57;88,89;49,16;73,90;46,06;63,60;13,28;83,38;57,18;17,79;29,91;72,84;21,72;12,45;80,65;12,63;9,60;3,65;41,10;63,25;53,80;46,88;80,04;81,71;80,49;69,57;6,00;38,39;5,00;9,60;3,40;25,30;39,30;4,05;2,30;2,08;1,19;99,78;1,56;9,60;38,39;86,37;76,78;9,60;11,27;44,67;5,95;140,06;35,66;77,78;1,92;1,00;0,00;0,00;28,63;25,07;33,61;0,00;1,00;19,75;211,57;4,00;32,35;22,99
1200179;AC;49,34;64,55;52,07;31,39;87,19;30,91;82,90;57,18;60,51;8,77;87,45;51,56;18,00;35,03;63,50;9,03;5,26;526,32;25,57;3,49;4,25;33,06;10,28;35,99;37,81;91,40;97,74;93,94;28,11;5,00;16,66;4,00;13,80;5,30;24,90;34,10;4,20;7,30;1,64;1,49;55,72;0,62;16,66;41,64;41,64;41,64;8,33;3,23;58,95;7,97;115,30;17,35;66,67;1,67;2,00;0,00;1,00;25,79;30,02;30,00;0,00;1,00;129,81;236,13;4,00;13,76;9,37
1200203;AC;55,14;66,62;62,61;36,20;88,83;44,09;83,76;49,80;75,54;19,88;86,59;68,45;30,09;67,49;31,95;15,26;11,83;59,14;15,72;2,25;5,33;50,57;5,62;50,54;68,60;80,60;91,68;90,98;38,82;5,00;26,94;5,00;17,96;1,80;18,00;31,90;5,10;0,90;8,64;3,42;99,91;1,25;16,84;62,87;141,46;48,28;5,61;27,11;13,29;10,12;19,09;7,88;50,00;1,59;4,00;7,00;7,00;22,65;3,07;19,34;95,75;5,00;308,83;145,81;4,00;23,39;15,73
1200252;AC;59,87;71,34;66,71;41,57;87,15;63,30;88,16;46,74;79,66;37,87;82,94;66,37;32,56;49,22;73,39;11,12;20,48;0,00;5,43;5,35;7,10;62,20;72,77;61,10;68,29;90,62;96,36;92,70;56,66;6,00;32,09;5,00;5,48;1,80;18,30;17,20;5,20;0,30;49,46;1,56;83,36;0,81;21,40;69,53;85,58;53,49;5,35;37,69;54,98;3,78;51,30;10,22;88,89;1,28;4,00;4,00;2,00;22,18;2,91;17,75;0,00;1,00;13,36;282,03;4,00;16,60;11,75
1200302;AC;48,10;54,38;56,96;32,96;84,15;18,06;64,43;50,87;62,01;12,95;88,32;64,54;12,50;42,89;70,26;6,19;35,49;48,02;11,47;5,73;5,85;15,41;27,04;17,96;47,24;60,67;79,49;66,42;39,32;5,00;31,53;5,00;11,47;1,80;37,30;48,50;5,05;4,80;2,73;2,39;78,15;0,82;8,60;48,73;68,80;34,40;8,53;34,77;7,52;20,54;154,21;70,09;53,85;0,43;1,00;0,00;2,00;28,39;5,55;24,46;3,81;3,00;53,87;40,59;3,00;9,78;6,20
1200328;AC;46,35;52,08;60,84;26,12;78,84;32,65;49,59;47,24;66,84;5,76;94,88;75,89;16,98;36,22;40,25;11,03;24,39;458,72;11,80;35,41;3,64;30,72;26,51;37,34;38,62;35,90;61,33;61,02;60,62;6,00;24,37;5,00;2,41;2,40;34,10;31,80;4,55;0,20;0,65;0,24;48,51;0,31;4,86;11,80;11,80;11,80;5,27;56,90;3,96;17,00;51,97;33,73;66,67;0,00;2,00;0,00;1,00;31,71;5,33;26,83;9,73;4,00;359,37;132,66;3,00;18,43;10,43
1200336;AC;56,08;69,84;61,60;36,81;87,99;51,84;78,39;61,16;65,29;11,02;89,31;80,78;30,27;47,69;57,57;11,72;19,05;50,63;15,54;0,00;5,59;54,23;22,42;59,92;58,36;77,50;86,82;86,47;18,64;4,00;15,54;4,00;20,71;4,80;21,70;37,80;4,30;1,70;2,50;1,23;75,74;1,14;10,36;56,96;51,78;36,25;6,64;64,71;8,18;5,99;29,45;12,12;63,64;1,19;5,00;4,00;3,00;26,91;7,32;19,52;7,70;3,00;103,41;312,31;4,00;17,67;12,27
1200344;AC;53,06;63,27;56,96;38,94;83,71;54,00;77,87;37,51;63,53;14,42;86,17;63,71;24,47;41,42;79,29;10,59;10,71;434,78;10,44;21,14;5,52;48,43;30,29;69,77;49,84;70,92;94,99;89,84;73,18;6,00;52,19;6,00;20,88;2,40;35,70;33,00;4,55;4,20;2,38;2,36;92,34;3,21;10,44;31,31;73,06;52,19;20,88;54,43;6,03;28,69;210,91;69,58;66,67;0,52;5,00;0,00;2,00;31,07;3,40;16,07;0,00;1,00;43,89;93,72;3,00;18,04;9,79
1200351;AC;54,75;67,15;62,06;35,05;89,75;23,35;72,42;83,07;59,53;5,34;94,52;88,83;25,24;40,09;63,03;11,85;11,98;299,40;10,36;4,50;4,10;27,45;1,35;26,54;37,62;59,39;92,99;92,82;7,82;3,00;3,26;2,00;0,00;2,20;32,30;50,90;4,10;2,90;0,61;0,31;44,00;0,09;2,30;25,91;31,09;5,18;5,30;89,91;3,66;11,68;30,00;13,69;77,78;0,47;2,00;4,00;2,00;29,04;15,91;14,67;26,06;5,00;42,72;86,44;3,00;18,81;11,81
1200385;AC;56,41;75,02;55,05;39,16;87,33;47,37;89,04;76,31;68,85;12,35;89,32;49,70;21,52;50,67;78,61;5,85;24,56;0,00;10,12;5,06;5,16;43,68;69,81;43,50;64,76;90,60;97,65;97,65;19,07;4,00;5,01;2,00;10,02;4,10;23,60;26,00;4,75;3,90;3,99;1,77;73,78;0,97;25,06;50,11;85,19;30,07;3,21;0,00;76,06;1,98;40,30;2,43;72,73;1,70;3,00;0,00;3,00;24,21;3,40;28,77;0,00;1,00;51,94;125,43;3,00;9,63;5,61
1200393;AC;55,23;69,77;59,24;36,69;86,23;46,32;69,93;76,61;61,57;4,42;93,48;77,50;24,11;25,20;84,37;13,07;20,91;86,96;16,69;8,35;4,33;50,98;62,67;34,44;41,55;56,94;92,59;82,97;12,75;4,00;5,05;2,00;8,17;2,60;29,80;48,90;4,15;1,50;0,98;0,40;32,02;0,18;8,17;33,38;8,17;8,17;1,81;52,10;3,76;11,90;33,33;17,84;55,56;0,41;2,00;6,00;3,00;32,06;79,55;13,94;0,00;1,00;84,05;36,88;2,00;20,33;13,28
1200401;AC;63,70;69,06;68,11;53,94;89,02;65,61;83,29;38,32;78,82;45,77;83,58;64,27;41,58;72,67;45,74;55,77;17,76;17,41;14,27;1,69;4,63;62,83;87,74;60,73;92,51;81,88;82,06;78,78;103,14;6,00;50,31;6,00;15,96;1,40;13,60;23,20;5,25;3,30;19,53;16,76;116,06;2,58;23,71;75,23;73,78;63,13;8,95;19,62;34,76;8,84;10,93;2,70;52,94;2,92;7,00;9,00;7,00;16,66;1,17;33,12;110,38;5,00;246,52;93,80;3,00;90,99;54,07
1200427;AC;54,67;65,50;59,24;39,26;88,24;32,77;82,08;58,92;69,92;7,38;89,82;69,82;19,54;43,10;82,13;12,29;17,29;0,00;5,17;5,17;6,64;45,12;3,70;28,45;39,91;83,96;98,42;96,46;34,30;5,00;10,34;4,00;3,19;2,60;18,70;39,10;4,45;0,50;1,91;1,07;46,63;0,37;15,50;31,01;87,85;36,17;5,28;32,17;18,12;9,16;39,01;13,36;54,55;0,52;2,00;3,00;2,00;28,82;2,96;26,51;0,00;1,00;10,41;99,11;3,00;19,28;12,39
1200435;AC;46,15;51,83;57,58;29,03;49,30;36,30;41,81;79,91;54,48;4,74;88,54;82,57;15,22;30,75;69,83;0,33;60,40;234,34;119,10;29,78;6,67;36,01;29,07;39,37;38,42;32,85;50,13;45,58;0,00;1,00;14,89;4,00;0,00;1,10;31,80;65,20;3,10;0,30;0,61;0,29;38,07;0,54;9,80;14,89;15,29;45,87;14,89;66,49;1,86;11,15;52,46;19,01;55,56;0,45;2,00;0,00;1,00;31,54;28,19;22,82;3,88;3,00;58,93;71,58;3,00;0,58;0,29
1200450;AC;54,18;60,85;58,63;43,05;80,85;40,80;69,54;52,21;75,04;18,42;88,85;52,19;25,49;44,05;90,78;11,89;17,46;87,16;25,82;8,69;8,58;40,12;70,41;30,51;71,59;87,17;64,61;53,77;47,89;6,00;12,91;4,00;12,91;3,90;19,10;21,00;5,20;2,20;9,83;2,55;90,88;1,43;8,61;30,13;111,90;51,64;12,91;0,00;74,80;2,70;44,07;3,75;54,55;1,89;6,00;0,00;2,00;27,43;3,10;32,42;0,00;1,00;8,53;16,00;2,00;19,28;11,60
1200500;AC;54,88;68,60;57,61;38,43;86,88;40,05;77,99;69,49;59,20;12,47;84,21;74,55;23,97;48,97;71,46;9,33;23,95;149,70;8,60;2,15;6,46;35,98;71,01;33,44;50,31;70,33;94,87;90,71;14,60;4,00;8,60;3,00;10,75;7,80;28,20;43,60;4,75;3,70;2,08;2,13;79,72;1,39;21,50;66,65;131,15;51,60;4,30;53,57;9,74;12,53;99,59;27,69;38,46;0,32;7,00;0,00;3,00;24,70;10,46;15,42;2,47;2,00;87,92;44,32;3,00;14,01;9,80
1200609;AC;48,38;59,70;58,40;27,03;88,29;33,00;71,40;46,11;61,63;11,48;85,84;74,65;20,14;43,10;34,94;9,96;21,53;87,49;11,59;2,32;4,90;40,05;11,00;32,55;51,99;61,36;85,09;83,51;39,95;6,00;27,81;5,00;9,27;5,30;33,80;40,80;4,70;1,50;3,45;1,63;70,07;0,85;16,22;27,81;83,43;67,21;4,64;52,59;9,32;14,24;79,54;36,93;54,55;0,97;4,00;0,00;3,00;32,30;3,94;39,02;43,94;5,00;273,69;191,03;4,00;15,92;9,86
1200708;AC;52,15;71,81;58,98;25,66;88,10;49,20;78,77;71,16;69,10;11,82;84,05;70,94;15,29;45,93;33,89;7,52;28,48;65,57;5,10;5,10;4,50;44,21;58,04;52,04;51,30;75,66;92,11;90,05;30,35;5,00;5,10;2,00;10,21;2,10;27,30;36,20;5,05;3,30;1,40;2,21;76,30;1,12;25,52;45,93;102,06;61,24;10,21;55,94;30,36;10,39;131,63;33,42;55,56;0,56;2,00;0,00;3,00;28,17;8,59;28,48;0,00;1,00;478,67;280,06;4,00;11,28;7,90
1200807;AC;48,69;55,71;51,68;38,69;84,83;21,08;70,14;46,76;64,99;8,67;79,79;53,29;20,63;42,48;82,43;9,23;19,39;56,18;31,87;3,46;4,21;14,84;41,35;21,18;46,05;82,18;71,12;75,13;76,66;6,00;31,87;5,00;5,31;2,80;26,10;38,90;4,60;5,00;0,99;0,59;69,56;0,91;26,56;69,06;85,00;37,19;31,87;0,01;53,64;5,27;78,36;11,44;77,78;2,66;2,00;0,00;2,00;25,21;16,97;32,69;0,00;1,00;6,91;77,96;3,00;14,16;9,51
1300029;AM;52,48;65,63;57,30;34,52;90,78;21,55;85,08;65,13;53,99;5,45;88,82;80,92;23,04;35,82;64,47;14,75;17,63;0,00;6,17;6,17;3,36;15,79;53,67;16,61;61,70;86,67;94,96;91,57;21,86;5,00;6,17;3,00;6,17;9,30;27,10;54,20;4,10;1,20;0,47;0,17;43,46;4,74;6,17;18,50;55,49;24,66;24,66;52,41;6,07;3,56;18,77;9,15;66,67;0,19;2,00;4,00;2,00;34,26;4,47;83,38;29,53;5,00;25,79;46,23;3,00;25,68;13,30
1300060;AM;55,65;70,81;59,84;36,30;83,73;47,35;77,00;75,15;66,09;5,79;85,52;81,95;19,83;40,59;69,24;15,55;30,19;377,36;8,52;17,04;3,63;53,21;15,65;52,02;44,06;90,08;99,18;65,57;11,82;4,00;5,23;2,00;17,04;2,70;21,80;41,30;4,40;3,50;0,34;0,11;50,09;2,67;8,52;51,13;68,17;17,04;34,08;43,42;2,38;0,61;6,98;1,01;55,56;0,17;4,00;0,00;2,00;26,04;15,81;70,94;26,98;5,00;69,61;23,65;2,00;28,57;13,07
1300086;AM;56,14;72,81;61,18;34,42;93,47;37,34;79,45;81,00;77,96;6,10;93,27;67,41;29,27;31,27;71,35;5,79;8,77;109,89;7,17;0,00;3,36;44,59;4,10;40,86;46,50;92,25;98,14;72,01;5,13;2,00;7,17;3,00;2,98;0,40;15,20;27,60;4,85;0,80;0,72;0,17;46,22;7,14;7,17;21,50;85,99;14,33;7,17;0,07;8,28;1,18;27,25;1,68;44,44;0,43;5,00;6,00;1,00;35,53;7,01;58,33;384,62;5,00;44,80;22,46;2,00;10,15;5,18
1300102;AM;60,62;79,68;65,95;36,24;91,14;69,65;80,47;77,48;77,97;5,96;92,01;87,85;11,61;35,15;88,34;9,85;15,50;237,13;4,66;4,66;3,39;79,46;46,55;66,22;76,72;93,75;90,95;57,87;16,04;4,00;4,66;2,00;2,88;1,90;14,40;22,50;4,90;0,90;0,25;0,14;49,38;5,34;13,97;13,97;51,22;18,63;9,31;61,52;1,39;0,92;3,91;0,14;36,36;0,28;2,00;0,00;1,00;31,78;7,97;35,66;0,00;1,00;37,31;13,75;2,00;15,45;9,94
1300144;AM;49,49;55,66;53,70;39,12;88,36;16,75;73,55;43,96;64,48;6,61;91,73;52,00;37,76;45,55;67,18;5,98;11,32;377,36;8,95;9,10;4,44;23,18;5,37;13,10;56,49;85,90;67,92;79,55;45,56;6,00;35,78;5,00;22,36;9,50;24,30;27,30;4,90;1,70;1,04;0,20;51,99;3,75;17,89;40,25;84,98;13,42;4,47;67,32;7,77;31,35;568,69;170,76;63,64;1,70;8,00;4,00;2,00;23,02;6,58;70,94;46,95;5,00;93,96;37,24;2,00;8,97;6,29
1300201;AM;53,59;65,46;62,05;33,27;79,53;40,64;59,61;82,06;57,61;4,06;92,15;94,38;34,68;37,97;46,03;14,39;53,57;357,14;19,61;9,81;3,38;48,39;13,74;41,17;46,81;63,40;75,11;49,34;9,90;3,00;4,02;2,00;6,17;3,40;32,20;53,20;3,75;0,40;0,32;0,17;30,95;4,67;4,16;9,81;19,61;19,61;14,71;84,41;0,32;1,38;11,46;0,86;45,46;0,10;11,00;0,00;3,00;26,79;40,80;55,71;11,33;4,00;291,25;107,93;3,00;24,34;13,42
1300300;AM;51,61;57,50;54,78;42,54;89,05;23,86;67,19;49,90;62,39;9,60;90,36;56,78;47,61;36,56;85,68;0,33;14,35;110,38;14,89;2,53;4,57;18,01;36,10;26,48;48,74;65,05;87,42;62,96;37,36;5,00;22,34;5,00;17,37;6,10;23,10;37,50;4,60;5,70;3,37;0,16;62,47;11,10;22,34;39,71;89,35;19,86;9,93;11,93;19,48;7,70;51,26;11,93;61,54;0,89;10,00;8,00;1,00;30,02;7,98;38,85;1,36;2,00;20,53;29,17;2,00;0,59;0,29
1300409;AM;58,19;76,29;61,34;36,95;91,57;74,24;80,38;58,97;67,11;6,20;89,25;82,79;29,64;34,60;80,61;2,94;12,07;40,32;3,62;7,27;3,68;74,85;3,58;100,00;74,94;77,61;85,14;82,75;34,06;5,00;14,47;4,00;2,91;4,90;23,10;33,80;4,70;2,30;0,89;0,90;38,43;5,30;18,09;21,71;50,66;39,80;7,24;48,47;0,18;1,32;59,39;0,43;81,82;0,11;3,00;5,00;1,00;31,79;2,39;86,92;3,82;3,00;32,07;26,56;2,00;4,57;2,99
1300508;AM;54,53;71,04;58,84;33,72;87,94;68,62;64,05;63,55;66,79;7,39;86,61;74,57;16,55;37,56;67,83;12,93;18,91;233,37;9,24;6,24;4,69;56,30;25,49;100,00;31,19;77,31;85,98;52,65;11,10;4,00;12,31;4,00;6,16;3,80;14,50;48,80;4,25;0,80;0,79;0,14;58,93;6,80;30,79;33,86;86,20;61,57;3,08;28,03;14,27;1,17;11,37;2,16;63,64;0,22;2,00;0,00;1,00;30,73;3,70;24,47;3,60;3,00;82,49;56,07;3,00;21,66;12,18
1300607;AM;53,18;65,88;64,38;29,26;84,75;43,17;76,92;58,70;71,84;6,55;85,68;93,47;41,50;52,02;9,99;13,54;18,29;304,88;27,31;4,55;4,41;47,00;21,25;46,67;50,99;84,15;95,33;70,30;33,06;5,00;15,93;4,00;4,55;3,70;14,20;29,30;4,40;1,40;0,32;0,18;53,49;6,01;15,93;38,69;79,66;43,25;18,21;81,22;2,06;1,02;2,74;0,60;69,23;0,23;12,00;0,00;4,00;25,51;1,21;76,83;73,88;5,00;567,55;202,95;4,00;22,20;13,06
1300631;AM;55,00;68,62;59,38;37,00;90,39;50,95;74,20;58,95;59,47;8,09;91,87;78,08;33,79;38,09;72,54;3,59;13,73;190,48;4,98;4,98;4,51;54,59;38,26;51,21;48,75;75,59;91,27;75,03;36,88;5,00;14,93;4,00;3,05;4,60;26,80;44,40;4,65;8,70;1,92;0,14;57,87;8,84;4,98;29,86;34,84;25,41;5,08;36,23;1,49;5,00;10,38;5,02;44,44;0,00;7,00;6,00;2,00;34,51;1,44;37,84;43,20;5,00;30,81;25,39;2,00;6,05;3,37
1300680;AM;56,26;67,03;57,28;44,47;80,39;54,05;81,78;51,91;65,87;7,57;87,87;67,82;39,37;40,21;76,58;21,72;26,76;303,03;5,10;35,67;3,46;69,81;14,76;49,36;53,94;86,24;97,62;82,42;34,14;5,00;30,57;5,00;5,10;4,90;17,10;39,20;4,25;2,40;0,74;0,14;62,71;4,83;50,95;25,48;76,43;25,48;10,19;0,00;8,34;1,91;9,29;2,10;66,67;0,05;7,00;7,00;2,00;31,77;2,40;38,46;0,00;1,00;75,82;102,78;3,00;33,18;22,46
1300706;AM;51,33;65,99;58,71;29,27;87,04;67,87;70,02;39,04;75,29;8,13;87,95;63,46;12,65;38,05;56,75;9,64;25,07;139,28;2,89;11,55;4,68;57,02;17,90;100,00;57,57;77,34;93,34;47,37;75,04;6,00;43,31;6,00;11,55;2,50;17,80;29,20;5,05;0,80;2,09;0,22;63,26;1,11;5,78;37,53;60,63;63,52;2,89;31,29;14,80;16,10;199,36;63,13;54,55;0,46;1,00;0,00;2,00;33,71;6,10;26,32;10,91;4,00;64,87;169,36;4,00;15,99;9,18
1300805;AM;57,03;71,63;61,98;37,47;90,48;67,56;71,77;56,69;69,94;6,56;89,77;81,66;45,30;38,54;61,45;4,61;7,75;52,94;4,79;9,58;4,69;61,39;8,14;97,47;59,37;71,51;94,09;58,43;34,00;5,00;19,16;4,00;16,77;1,10;20,90;39,40;4,45;1,70;1,90;0,14;46,31;5,59;35,93;21,56;95,81;28,74;4,79;59,36;1,41;10,48;22,83;7,40;88,89;0,14;9,00;5,00;2,00;32,95;2,74;53,36;9,87;4,00;109,58;55,83;3,00;7,11;4,73
1300839;AM;52,99;64,76;56,33;37,89;87,03;43,66;69,41;58,95;63,66;5,98;89,79;65,87;13,01;45,56;77,72;15,28;29,41;490,20;7,53;0,00;5,04;21,97;61,17;63,81;49,69;88,61;75,84;57,29;26,87;5,00;15,06;4,00;3,06;6,30;22,40;39,20;4,45;1,90;0,76;0,14;46,97;5,27;37,64;30,11;60,23;15,06;3,11;0,00;2,74;1,75;17,52;5,04;55,56;0,75;1,00;0,00;3,00;30,39;0,90;38,24;0,00;1,00;62,35;44,73;3,00;24,18;15,28
1300904;AM;52,90;76,24;55,97;26,50;87,69;69,15;89,70;58,41;57,20;4,96;88,53;73,20;11,47;37,90;48,51;8,12;25,38;181,41;12,65;1,31;4,57;78,21;11,29;79,68;74,09;90,40;94,65;96,19;23,80;5,00;18,98;4,00;6,33;8,50;32,20;28,90;3,95;2,70;0,26;0,17;40,81;3,74;18,98;56,94;56,94;12,65;12,80;73,40;4,64;22,08;258,35;68,58;36,36;0,06;2,00;0,00;2,00;30,96;7,77;82,23;27,78;5,00;113,70;166,87;4,00;13,02;8,01
1301001;AM;57,22;74,20;64,08;33,38;89,67;65,10;88,85;53,18;69,97;8,54;89,35;88,44;9,86;41,56;70,30;11,79;11,97;95,14;14,03;3,51;4,31;69,28;27,95;73,88;72,22;89,07;96,26;94,07;49,05;6,00;17,54;4,00;7,02;2,00;21,90;22,80;4,45;5,70;0,54;0,76;66,66;3,03;24,56;49,11;122,77;24,56;3,51;64,14;1,14;0,85;6,75;1,60;27,27;0,14;2,00;0,00;3,00;31,28;5,97;89,40;31,55;5,00;57,16;30,74;2,00;17,97;12,22
1301100;AM;52,73;65,60;56,44;36,15;90,26;42,61;71,78;57,73;67,80;5,69;88,96;63,29;28,19;44,85;64,39;7,16;17,70;176,99;7,82;1,63;4,27;36,44;8,29;63,10;42,06;75,14;97,96;64,25;28,51;5,00;18,25;4,00;10,43;3,80;20,10;40,70;4,75;2,70;2,07;0,13;39,26;3,22;20,86;62,59;26,08;7,82;2,61;2,64;18,83;1,39;15,09;3,79;61,54;4,22;6,00;0,00;2,00;25,84;3,75;43,54;34,72;5,00;26,71;43,37;3,00;11,33;7,16
1301159;AM;52,40;57,15;56,78;43,26;93,32;10,99;66,45;57,85;68,25;2,48;93,32;63,05;26,27;47,60;90,94;8,24;10,53;0,00;3,24;0,00;4,42;13,26;11,60;7,95;8,11;75,31;91,17;77,28;25,43;5,00;16,21;4,00;9,73;1,80;20,70;36,90;4,35;3,50;1,74;0,10;12,93;0,60;6,48;32,42;58,35;22,69;3,31;8,07;23,70;8,51;26,42;4,93;63,64;2,46;3,00;4,00;2,00;22,11;1,93;68,95;0,00;1,00;6,65;34,59;2,00;13,16;8,17
1301209;AM;53,03;56,83;60,85;41,42;88,69;20,52;79,29;38,84;69,07;11,04;91,26;72,02;34,36;42,00;73,63;15,71;17,49;176,68;16,30;1,16;4,22;21,56;38,54;12,47;68,45;71,16;97,36;77,83;193,48;6,00;77,99;6,00;12,80;2,60;18,90;34,30;4,35;2,80;0,49;2,66;66,47;2,52;20,95;26,77;73,33;26,77;3,49;8,35;1,37;1,13;6,81;1,49;46,67;0,27;7,00;6,00;2,00;29,42;4,16;33,73;21,32;4,00;66,12;36,46;2,00;25,41;15,37
1301308;AM;58,24;72,43;58,29;44,02;89,78;48,34;86,57;65,02;65,49;6,45;88,19;73,04;32,08;41,00;91,51;11,47;12,66;213,68;13,71;3,43;3,77;59,36;1,86;52,20;74,13;81,76;99,73;87,91;22,97;5,00;6,86;3,00;6,86;3,60;22,00;42,50;4,45;2,70;0,72;0,14;53,19;3,42;20,57;48,00;75,43;37,71;3,43;12,18;1,47;0,98;11,25;0,34;63,64;0,24;6,00;4,00;2,00;31,65;0,49;33,33;0,00;1,00;0,00;11,23;2,00;19,33;10,74
1301407;AM;52,48;60,50;61,57;35,37;83,00;46,96;66,25;45,79;68,01;7,31;84,90;86,07;21,86;39,95;70,81;8,88;23,71;139,47;16,81;11,20;6,23;44,61;13,84;62,29;48,52;72,53;74,47;64,86;71,23;6,00;36,42;5,00;11,20;2,40;21,70;27,70;4,00;3,00;0,43;0,55;59,06;1,95;30,81;25,21;70,03;47,62;19,61;62,39;2,60;3,98;9,96;3,29;38,46;0,36;3,00;5,00;2,00;32,50;1,31;35,84;34,13;5,00;51,20;15,55;2,00;14,78;8,42
1301506;AM;50,59;63,52;57,08;31,17;90,25;42,07;76,56;45,22;71,37;6,28;84,95;65,73;25,64;35,27;48,18;15,58;10,90;47,17;9,81;1,05;5,70;17,61;29,14;77,07;74,45;72,05;92,16;66,77;101,80;6,00;34,33;5,00;14,71;0,90;33,20;17,00;4,50;1,20;0,32;0,24;53,23;2,53;39,23;44,13;44,13;24,52;19,62;10,30;4,72;11,95;32,47;14,99;54,55;0,25;4,00;4,00;2,00;36,79;5,20;34,88;337,66;5,00;217,67;40,39;3,00;24,20;15,86
1301605;AM;56,92;65,17;58,65;46,93;88,31;65,47;66,52;40,39;50,94;9,44;86,36;87,86;37,34;32,19;76,05;42,17;15,92;159,24;23,52;2,11;3,08;70,52;46,81;66,24;50,18;72,61;92,59;45,43;107,09;6,00;41,16;6,00;3,37;11,20;26,20;48,60;3,60;1,60;0,67;0,19;78,57;6,84;11,76;64,69;170,54;52,93;5,88;63,27;0,86;0,57;33,48;1,58;63,64;0,06;7,00;6,00;2,00;31,37;27,46;92,68;15,08;4,00;37,62;16,13;2,00;69,17;40,65
