"sernum","miscat","percfunc","percnegfunc","percposfunc","percnofunc","cogseleva","mmUPFscons","snkUPFscons","propUPFscons","rihnutr","bdyshp","tstgdivtaro","rdytoeat","chp","esyacce","othreas","reassum","age","gender","edu","mrysta","occu","wrksty","wltock","ckskl","housdispinc","child","adol","adul","elder","freqck","freqtakout","supwhlmrk","locmrk","olgroc","homgro","rsttakout","cant","othpur","ovwob","region","ctyctry"
1716,0,1,1,0,0,4,2,2,20,0,0,1,1,0,0,0,2,45,1,5,2,6,8,1,1,2,1,0,3,1,3,2,1,0,0,0,1,0,0,1,1,1
1718,0,1,0,0,0,2,2,2,9,0,0,0,1,0,0,0,1,60,2,8,2,3,5,1,1,3,0,0,1,2,2,3,1,0,1,0,1,1,0,1,1,1
1720,2,1,1,0,0,3,2,4,22,0,0,1,1,1,1,0,4,26,2,8,1,1,7,2,1,4,0,0,5,2,1,3,0,0,0,0,1,1,0,1,1,1
1721,1,4,3,1,0,2,2,3,21,1,1,0,1,0,1,0,4,23,1,7,1,1,7,1,2,1,0,0,2,0,2,2,1,0,0,1,0,0,0,1,1,1
1722,1,3,3,0,0,3,2,2,39,0,0,0,1,0,1,0,2,30,2,7,1,6,8,1,1,3,0,0,2,0,2,2,0,0,0,0,1,0,0,1,1,1
1723,4,3,3,0,0,3,2,2,10,0,0,1,1,0,1,0,3,50,2,6,2,6,1,2,1,4,0,0,2,0,5,2,1,1,1,0,1,0,0,2,1,2
1724,0,4,3,1,0,4,5,2,60,1,1,1,1,0,0,0,4,38,2,8,2,6,6,2,1,3,1,0,2,0,3,2,1,1,0,0,0,0,0,2,2,1
1725,0,2,2,0,0,2,4,3,42,0,0,0,1,0,1,0,2,40,2,5,2,4,8,1,1,3,0,1,3,2,3,2,1,0,1,0,0,0,0,2,2,1
1726,3,3,3,0,0,2,2,3,15,0,0,0,1,0,1,0,2,55,1,7,2,6,10,1,1,1,0,0,3,0,5,1,1,1,0,1,0,0,0,2,1,2
1727,0,3,3,0,0,1,2,2,39,0,0,1,1,0,1,0,3,33,2,5,2,6,12,2,1,3,1,0,4,0,5,1,1,1,1,1,0,0,0,1,4,1
1728,2,3,3,0,0,3,2,2,48,0,0,1,1,0,1,0,3,43,2,8,2,6,12,1,1,3,2,1,2,1,4,2,1,1,1,0,1,1,0,2,2,1
1729,3,1,1,0,0,2,2,2,44,0,0,0,1,0,1,0,2,42,2,6,2,6,8,1,1,4,0,0,2,2,2,3,1,1,0,0,0,0,0,1,4,1
1730,0,3,3,0,0,3,3,2,60,1,0,1,1,0,1,0,4,47,1,5,2,6,9,1,1,3,0,0,3,3,2,2,1,0,0,0,1,1,0,2,4,2
1731,0,1,1,0,0,2,2,3,19,0,0,0,1,0,0,0,1,35,2,6,2,6,8,1,1,2,1,0,3,0,5,2,1,1,0,0,0,0,0,1,4,1
1732,0,3,3,0,0,2,2,2,42,0,0,1,1,0,1,0,3,43,2,5,2,6,8,2,1,2,0,1,2,0,2,2,0,1,0,0,0,0,0,1,4,1
1733,0,3,3,0,0,2,3,4,83,0,0,1,1,0,1,0,3,37,2,6,2,6,8,2,1,2,1,0,1,3,2,2,1,1,1,0,1,0,0,1,4,1
1734,0,2,2,0,0,3,2,3,21,0,0,1,1,1,1,0,4,60,2,4,2,3,8,1,1,3,0,0,0,3,5,1,1,1,0,0,0,0,0,1,4,1
1735,2,3,3,0,0,2,2,2,33,0,0,0,1,0,1,0,2,40,2,5,1,6,8,1,1,3,0,0,1,2,5,2,0,1,0,0,0,0,0,2,4,1
1736,0,3,3,0,0,2,2,2,45,0,0,0,1,0,0,0,1,46,2,5,2,6,8,1,1,1,0,0,3,2,3,2,1,1,0,0,0,0,0,1,4,1
1737,0,3,3,0,0,2,2,3,41,0,0,1,0,1,1,0,3,49,2,5,2,6,8,1,1,1,0,0,3,3,5,2,1,1,0,0,0,0,0,1,4,1
1738,0,1,1,0,0,3,1,1,21,0,0,0,1,0,0,0,1,51,2,7,2,6,9,2,1,3,0,0,2,0,2,2,1,0,1,0,0,0,0,2,1,1
1740,1,5,3,2,0,2,2,2,14,1,0,1,1,0,0,0,3,61,2,6,2,3,1,1,1,3,0,0,3,2,4,1,1,1,0,0,0,0,0,1,3,1
1741,1,2,2,0,0,3,2,2,3,0,0,1,1,0,0,0,2,61,2,4,2,4,8,1,1,1,0,0,0,2,5,1,1,0,0,0,0,0,0,1,3,2
1742,0,1,0,1,0,3,5,5,100,1,0,0,0,1,1,0,3,47,1,6,2,7,8,1,1,4,1,1,2,1,5,2,1,0,1,0,0,0,0,1,1,1
1743,0,4,3,1,0,3,2,2,23,0,0,0,1,0,1,0,2,56,2,6,2,3,9,2,1,3,0,0,2,1,2,2,1,1,0,0,0,1,0,1,1,1
1744,0,3,3,0,0,3,1,1,1,0,0,0,1,0,0,0,1,50,2,6,2,6,8,1,1,7,0,0,3,0,3,2,1,0,0,0,0,0,0,1,1,1
1745,5,2,2,0,0,2,2,3,16,0,0,1,1,0,1,0,3,39,2,6,2,6,10,1,1,3,0,1,2,0,4,2,0,0,1,0,1,0,0,1,1,1
1746,1,3,3,0,0,3,2,2,20,0,0,0,1,0,1,0,2,39,2,7,2,6,7,2,1,4,1,1,2,2,4,3,1,0,1,0,0,0,0,1,1,1
1747,0,3,3,0,0,3,3,2,39,0,0,1,1,0,1,0,3,55,2,6,2,3,7,1,1,1,1,0,4,0,4,2,1,0,1,0,1,0,0,1,1,1
1748,0,1,1,0,0,3,2,2,4,0,0,0,1,0,0,0,1,59,2,4,1,4,3,1,1,1,1,0,2,0,5,1,1,0,0,0,0,0,0,1,3,1
1749,0,3,2,1,0,3,3,3,22,1,0,1,1,0,1,0,4,50,2,6,2,6,8,1,1,2,0,0,3,1,2,2,1,1,1,0,0,0,0,2,4,1
1750,1,2,2,0,0,3,2,2,21,0,0,1,1,0,1,0,3,36,2,6,2,6,12,2,1,2,1,0,4,2,2,2,1,1,1,1,1,1,0,1,3,1
1751,2,3,3,0,0,3,2,2,44,0,0,1,1,0,1,0,3,35,2,6,2,6,9,1,1,2,1,0,1,2,4,2,1,1,0,0,0,0,0,2,3,1
1753,0,3,3,0,0,3,2,2,25,0,0,1,1,0,0,0,2,40,2,6,2,4,8,2,1,2,0,1,3,0,2,2,1,1,1,1,1,0,0,1,3,1
1754,0,2,2,0,0,3,2,2,22,0,0,0,0,0,1,0,1,40,2,6,2,6,10,2,1,2,1,1,2,0,5,2,0,1,0,1,0,0,0,2,3,1
1755,0,3,3,0,0,3,2,2,10,0,0,1,1,0,0,0,2,46,2,6,2,6,7,1,1,4,0,0,3,1,3,2,1,1,0,0,1,1,0,1,1,1
1756,0,3,3,0,0,3,2,2,50,0,0,1,1,0,1,0,3,27,2,6,1,6,9,2,2,2,0,0,1,0,1,3,1,0,1,0,0,0,0,1,3,1
1757,0,2,2,0,0,3,2,2,24,1,0,1,0,0,0,0,2,45,2,2,2,4,0,1,1,1,0,1,3,1,2,2,0,1,0,0,0,0,0,1,1,2
1758,5,3,2,1,0,3,2,2,19,0,0,1,0,0,0,0,1,40,2,5,2,4,6,1,1,5,0,2,2,2,5,2,1,1,0,1,0,0,0,1,1,1
1760,0,3,3,0,0,3,5,3,25,0,0,1,0,0,0,0,1,35,2,6,2,6,8,1,1,2,1,0,2,0,3,2,1,1,0,0,0,0,0,2,1,1
1761,2,4,2,2,0,2,1,2,22,0,0,1,0,0,0,0,1,65,2,4,2,4,6,1,1,1,1,1,2,2,5,1,0,0,0,1,0,0,0,2,1,2
1762,6,3,3,0,0,3,2,2,20,1,0,1,1,0,0,0,3,45,2,5,2,7,2,1,1,2,1,1,2,2,5,2,1,1,0,0,0,0,0,2,1,1
1769,1,2,2,0,0,2,2,2,0,0,0,1,0,0,0,0,1,44,2,2,2,4,1,1,1,2,0,2,3,0,5,2,0,1,0,0,0,0,0,1,1,1
1770,0,3,2,0,0,3,1,1,20,0,0,0,0,0,0,1,1,40,2,5,2,7,8,1,1,7,0,1,2,0,3,2,0,1,0,0,0,0,0,2,1,1
1771,0,2,1,1,0,2,2,3,60,0,0,1,1,0,1,0,3,22,2,6,1,1,6,1,1,3,0,1,2,2,5,2,1,1,1,0,1,0,0,2,1,2
1772,0,2,2,0,0,3,2,2,5,1,0,0,1,0,0,0,2,47,2,5,2,4,3,1,1,3,0,0,3,0,5,2,1,1,0,0,1,0,0,2,1,1
1773,0,1,1,0,0,3,2,2,62,0,0,0,1,0,0,0,1,32,1,4,2,7,10,1,1,3,2,0,0,4,5,2,0,1,0,0,0,0,0,2,1,1
1775,0,2,2,0,0,3,1,2,3,0,0,0,0,0,1,0,1,43,2,4,2,2,10,1,1,2,0,1,2,0,5,1,1,0,0,0,0,0,0,2,1,2
1776,4,3,2,1,0,3,2,2,23,0,0,1,0,0,0,0,1,37,2,3,2,6,8,2,1,5,1,1,2,2,2,1,1,1,0,1,0,0,0,1,1,2
1777,1,1,1,0,0,1,2,1,1,0,0,1,1,0,0,0,2,44,2,3,2,7,7,1,1,2,0,2,2,1,5,1,0,1,0,1,0,0,0,1,1,2
1779,0,1,1,0,0,3,4,3,68,0,0,0,1,0,1,0,2,32,2,3,2,7,10,2,1,3,2,0,0,4,5,3,0,1,0,0,0,0,0,2,1,1
1780,3,0,0,0,1,3,2,3,18,0,0,0,1,0,1,0,2,37,1,3,2,6,12,2,1,2,0,2,2,2,5,2,1,0,0,1,0,0,0,1,1,2
1781,11,4,3,1,0,3,3,2,2,0,0,1,1,0,0,0,2,49,1,5,2,6,8,1,1,1,0,1,2,0,5,1,1,1,0,0,0,0,0,1,1,1
1782,0,3,2,1,0,3,3,2,45,0,0,1,1,0,1,0,3,35,2,3,2,4,2,1,1,2,2,0,2,2,5,2,1,0,0,0,0,0,0,2,1,1
1783,2,3,3,0,0,3,2,2,44,0,0,1,1,0,0,0,2,39,2,4,2,5,8,1,1,2,0,2,2,0,4,2,0,1,0,0,0,0,0,1,1,1
1784,3,3,3,0,0,1,2,2,47,0,0,1,1,0,1,0,3,32,2,5,2,6,8,1,1,2,1,1,3,2,5,2,1,1,0,0,0,0,0,1,1,2
1785,0,3,3,0,0,3,2,2,41,0,0,1,1,0,0,0,2,50,2,3,2,4,7,1,1,2,0,0,5,1,5,1,0,1,0,0,0,0,0,1,1,2
1786,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,53,2,1,2,4,9,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,2
1787,0,2,1,0,0,3,2,2,43,0,0,0,1,0,0,0,1,44,1,3,2,6,8,1,1,2,1,1,2,2,4,2,1,0,0,0,0,0,0,1,1,1
1788,1,2,2,0,0,3,2,2,15,0,0,0,1,0,0,0,1,52,2,3,2,7,15,1,1,3,2,0,4,0,4,5,0,1,0,0,0,0,0,1,1,2
1790,3,2,2,0,0,3,2,1,0,0,0,0,0,0,0,1,1,48,1,6,2,6,7,1,1,2,0,0,4,1,5,1,1,0,0,0,0,0,0,1,1,1
1791,1,2,2,0,0,3,2,2,28,0,0,0,1,0,0,0,1,53,1,3,2,7,15,2,1,4,2,0,2,0,3,1,0,1,0,0,0,0,0,1,1,2
1792,0,4,3,0,0,4,2,1,7,0,0,0,1,0,0,0,1,52,2,6,2,6,8,1,1,3,0,0,4,0,5,1,0,1,0,1,0,0,0,2,1,2
1793,1,2,2,0,0,3,2,1,10,0,0,0,0,0,1,0,1,41,2,3,2,4,1,1,1,2,0,2,2,4,5,2,1,0,0,0,0,0,0,2,1,2
1794,0,2,2,0,0,4,2,2,72,0,0,1,1,0,1,1,4,38,2,4,2,7,10,1,1,3,0,1,2,4,3,2,1,1,0,1,1,0,0,1,1,1
1795,0,1,1,0,0,3,1,2,31,0,0,1,0,0,0,0,1,57,2,2,2,4,0,1,1,1,2,0,6,0,5,1,0,1,0,0,0,0,0,2,1,2
1796,3,1,0,1,0,2,2,2,44,0,0,1,1,0,0,0,2,28,2,6,1,6,7,2,1,2,0,0,3,0,3,2,1,0,0,0,1,0,0,2,1,1
1797,6,3,3,0,0,2,2,2,19,0,0,1,1,0,0,0,2,52,2,3,2,4,1,1,1,1,0,0,2,2,5,1,1,1,1,1,0,0,0,1,1,2
1798,1,1,1,0,0,3,1,1,16,0,0,0,0,0,1,0,1,40,1,3,2,5,8,1,1,3,1,0,2,1,4,2,1,0,0,0,0,0,0,2,1,1
1799,0,4,3,1,0,3,2,3,40,1,0,0,1,0,1,0,3,22,2,6,1,1,8,1,1,2,0,1,3,2,5,2,1,0,1,0,1,0,0,2,1,1
1800,3,4,3,0,0,3,2,3,19,0,0,1,0,0,1,0,2,27,2,5,2,4,12,1,2,1,1,0,2,0,3,2,0,1,0,1,0,0,0,1,1,2
1801,0,4,2,2,0,3,2,2,32,1,1,1,1,1,1,0,6,40,2,3,2,4,8,1,1,2,0,2,2,0,3,2,1,1,1,1,1,1,0,1,1,2
1802,0,2,0,2,0,3,2,2,46,0,0,0,1,0,1,0,2,54,2,3,2,5,12345678,1,1,1,0,0,3,0,5,1,0,1,0,0,0,0,0,2,1,2
1803,0,1,1,0,0,2,2,2,23,1,0,0,0,0,1,0,2,25,1,4,2,6,9,1,1,1,1,0,2,2,3,2,0,1,0,0,0,0,0,2,1,2
1804,0,2,2,0,0,3,2,2,6,0,0,0,1,0,1,0,2,47,2,6,2,4,10,1,1,2,0,1,2,0,5,2,1,0,0,0,0,0,0,2,1,1
1805,0,2,2,0,0,4,1,1,23,0,0,0,0,0,0,1,1,44,2,3,2,4,12,1,1,3,0,1,3,1,5,1,0,0,0,0,0,0,1,2,1,2
1806,2,1,1,0,0,3,2,2,23,0,0,0,1,0,1,0,2,54,2,4,2,5,8,2,1,2,0,0,1,0,3,4,0,1,0,0,1,0,0,1,1,2
1807,0,4,3,1,0,3,2,2,21,0,0,0,0,0,0,1,1,33,2,3,2,4,0,1,1,4,1,1,2,0,5,2,0,0,0,0,0,0,1,1,1,2
1808,0,3,3,0,0,3,2,2,18,0,0,1,1,0,0,0,2,39,2,4,2,5,8,1,1,4,0,2,2,0,3,2,1,0,1,0,0,0,0,1,1,1
1809,2,3,3,0,0,4,2,2,44,0,0,1,1,1,1,0,4,25,2,6,1,6,8,2,1,1,0,0,4,1,2,2,1,1,1,1,1,0,0,1,1,2
1810,3,2,2,0,0,3,2,2,20,1,1,0,0,0,0,0,2,36,2,3,2,4,0,1,1,3,1,2,2,2,4,1,1,1,0,1,0,0,0,1,1,1
1811,0,2,2,0,0,2,1,1,30,0,0,0,0,0,0,1,1,57,2,2,2,4,0,1,1,2,2,0,4,0,3,3,0,1,0,0,0,0,0,2,1,2
1812,0,3,2,1,0,2,2,2,22,1,0,0,0,0,1,0,2,47,1,3,2,5,10,1,1,2,0,0,3,2,5,1,0,0,0,1,0,0,0,1,1,2
1813,0,2,2,0,0,2,1,1,20,0,0,0,0,0,0,1,1,57,2,2,2,4,0,1,1,1,0,0,4,0,3,1,0,1,0,0,0,0,0,1,1,2
1814,0,2,2,0,0,4,2,2,62,0,0,1,1,0,1,0,3,46,2,6,2,6,8,1,1,2,0,0,3,2,3,2,1,1,1,0,1,0,0,1,2,2
1815,1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,20,1,4,1,2,0,1,1,2,0,0,3,0,5,1,0,1,0,0,0,0,0,2,1,2
1816,0,2,2,0,0,3,2,2,13,0,0,0,1,0,0,0,1,52,2,5,2,3,5,1,1,2,0,0,3,0,5,1,0,1,0,0,0,0,0,1,1,1
1817,3,2,2,0,0,3,3,4,84,0,0,1,0,0,1,0,2,45,2,4,2,6,8,2,1,4,0,2,2,0,4,3,1,1,0,0,1,0,0,2,1,1
1818,3,2,1,1,0,3,3,3,21,0,1,0,1,0,0,0,2,128,2,6,1,6,8,2,2,1,0,0,4,1,2,3,1,1,0,0,0,0,0,2,1,2
1819,0,0,0,0,1,3,1,2,39,0,0,1,1,0,0,0,2,42,2,3,2,4,7,1,1,1,1,1,2,3,5,2,1,1,1,1,0,0,0,2,1,2
1820,2,3,3,0,0,2,2,2,51,1,1,1,1,0,0,0,4,46,2,4,2,6,12,2,2,2,0,1,3,1,5,2,1,1,0,0,0,0,0,1,1,2
1821,0,1,1,0,0,3,2,2,18,0,0,0,1,0,0,0,1,43,2,3,2,6,8,1,1,2,0,2,2,2,3,2,1,0,0,0,0,0,0,1,1,1
1822,0,3,3,0,0,3,2,3,50,0,0,1,1,0,0,0,2,33,2,6,2,6,10,1,1,3,1,0,2,0,4,2,1,1,1,0,0,0,0,1,1,1
1823,0,3,3,0,0,4,2,2,20,0,0,0,1,0,0,0,1,43,2,3,2,4,8,1,1,1,0,1,3,2,5,1,0,1,0,1,0,0,0,1,1,2
1825,0,3,3,0,0,3,2,2,8,0,0,0,0,0,0,1,1,52,2,3,2,4,5,1,1,3,0,1,3,0,5,1,1,0,0,1,0,0,0,2,1,2
1826,3,2,2,0,0,3,2,2,15,0,0,0,0,0,0,1,1,48,1,3,2,2,8,1,1,1,0,2,2,0,5,1,0,1,0,0,0,0,0,2,1,1
1827,2,2,2,0,0,3,1,1,0,0,0,0,1,0,0,0,1,45,2,3,2,4,7,1,1,2,0,1,3,2,5,1,1,1,0,1,0,0,0,1,1,2
1828,0,2,2,0,0,4,2,2,20,0,0,1,1,0,0,0,2,37,1,4,2,6,11,1,1,1,1,1,2,2,4,1,1,0,0,0,0,0,0,1,1,1
1830,4,2,0,2,0,2,2,2,41,1,0,1,0,0,0,0,2,48,2,5,2,6,8,1,1,4,0,0,3,2,4,2,1,0,0,0,1,0,0,2,3,1
1831,11,2,2,0,0,3,1,2,67,1,1,1,1,1,1,0,6,52,2,5,1,6,8,1,1,1,0,0,1,0,5,1,1,1,0,1,0,0,0,2,1,2
1833,0,2,2,0,0,3,1,1,10,0,0,0,1,0,0,0,1,25,1,6,1,6,8,1,1,2,0,0,3,0,5,1,0,1,0,1,0,0,0,1,1,2
1834,1,4,3,0,0,2,2,2,20,0,0,1,1,0,1,0,3,26,2,4,1,6,8,1,1,2,1,0,3,1,5,2,1,1,0,1,0,0,1,1,1,2
1836,0,3,3,0,0,3,3,3,50,0,0,1,1,0,1,0,3,39,2,6,2,6,8,1,1,2,1,1,2,0,4,3,1,0,0,0,1,0,0,1,1,1
1837,4,3,3,0,0,3,1,1,0,0,0,0,1,0,1,0,2,47,2,5,2,6,7,1,1,2,0,1,2,0,5,1,1,1,1,0,0,0,0,1,1,1
1838,0,3,3,0,0,3,2,2,10,0,0,0,1,0,1,0,2,41,1,4,2,6,8,1,1,3,0,2,2,2,2,2,1,0,1,0,0,0,0,1,1,1
1839,3,2,2,0,0,1,1,2,19,0,0,1,1,0,1,0,3,36,2,2,2,4,1,1,1,1,1,1,2,1,5,1,0,1,0,1,0,0,0,1,1,2
1840,0,2,2,0,0,2,2,2,58,0,0,0,1,0,1,0,2,36,2,3,2,5,8,1,2,3,1,1,2,2,5,2,1,1,0,1,0,0,0,2,1,1
1841,1,2,2,0,0,3,2,2,12,0,0,1,1,0,1,0,3,43,2,4,2,6,7,1,1,1,0,2,2,0,5,2,1,0,0,0,0,0,0,1,1,1
1842,3,2,2,0,0,2,2,2,50,0,0,1,1,0,1,0,3,35,2,3,2,4,2,1,2,1,2,0,4,2,2,2,1,1,0,1,0,0,0,1,1,2
1844,1,1,0,0,0,3,3,1,48,0,0,0,0,0,0,1,1,38,2,3,2,4,7,1,1,1,0,1,2,2,3,2,0,1,0,0,0,0,0,2,1,1
1846,3,1,1,0,0,3,2,2,19,0,0,1,1,0,1,0,3,20,2,5,1,4,8,1,1,4,0,1,3,2,3,2,0,0,0,0,1,0,0,2,1,1
1848,0,0,0,0,1,2,1,1,29,0,0,1,0,0,0,0,1,56,2,2,2,4,0,1,1,2,0,0,3,0,4,1,0,1,0,0,0,0,0,1,1,2
1849,1,3,2,1,0,3,1,1,22,0,0,0,1,0,1,0,2,36,1,3,2,7,8,1,2,2,1,1,0,2,3,1,1,0,0,0,0,0,0,2,1,1
1850,2,2,1,0,0,3,2,2,43,0,0,0,1,0,1,1,3,40,1,3,2,6,8,1,1,1,0,2,2,0,5,1,1,1,0,0,0,0,0,1,1,1
1851,2,2,2,0,0,3,2,2,8,0,0,0,0,0,1,0,1,34,2,4,2,4,8,1,1,1,1,0,2,0,5,2,1,1,0,0,0,0,0,1,1,1
1852,1,1,1,0,0,3,2,2,47,0,0,1,1,0,0,0,2,20,1,5,1,1,8,1,1,2,0,1,1,2,4,3,0,0,1,0,1,0,0,2,1,2
1853,0,3,2,0,0,1,2,2,0,0,0,0,1,0,0,1,2,44,2,3,2,4,1,1,1,2,0,0,3,1,4,2,1,1,0,1,0,0,0,1,1,2
1854,0,2,2,0,0,3,2,2,20,0,0,0,1,0,0,0,1,45,2,3,2,6,8,1,1,1,1,1,3,1,5,2,0,1,0,0,0,0,0,1,1,1
1855,0,2,2,0,0,3,2,2,21,0,0,0,1,0,1,0,2,40,2,4,2,4,8,1,1,1,0,0,4,0,5,2,1,0,0,0,0,0,0,2,1,2
1856,0,1,1,0,0,2,2,2,20,0,0,0,1,0,0,0,1,26,2,6,1,5,7,2,2,1,0,1,3,0,5,1,0,1,0,0,0,0,0,2,1,2
1857,1,1,1,0,0,3,2,2,20,0,0,1,0,0,0,0,1,29,2,3,2,4,7,1,1,2,1,0,4,0,5,2,0,0,1,0,0,0,0,2,1,2
1858,3,2,2,0,0,3,2,2,6,0,0,0,1,0,0,0,1,42,2,3,2,4,7,1,1,1,0,2,2,2,5,1,1,1,0,1,0,0,0,2,1,2
1859,8,2,0,2,0,3,2,2,28,0,0,1,1,0,0,0,2,40,2,4,2,6,8,1,1,2,0,2,2,2,4,2,1,0,0,0,0,0,0,2,1,2
1860,1,1,1,0,0,3,3,2,19,0,0,0,1,0,0,0,1,41,2,3,2,6,6,1,1,3,0,1,2,0,5,2,1,0,0,0,0,0,0,1,1,1
1861,4,3,3,0,0,3,1,2,21,0,0,1,1,0,1,0,3,46,2,5,2,5,8,1,1,1,0,1,2,2,5,1,1,1,0,0,0,0,0,2,1,1
1862,4,2,2,0,0,3,2,2,32,0,0,1,1,1,0,0,3,49,2,3,2,4,0,1,1,1,1,0,3,1,4,1,0,1,0,1,0,0,0,1,1,2
1863,0,1,1,0,0,3,2,2,60,0,0,1,1,0,0,0,2,36,2,3,2,2,3,1,1,1,0,2,2,2,4,2,0,1,0,0,0,0,0,1,1,2
1865,0,2,2,0,0,3,2,1,57,0,0,0,0,0,0,1,1,45,2,3,2,5,7,1,1,1,0,1,2,1,5,1,1,0,0,0,0,0,0,1,1,1
1866,1,1,1,0,0,3,2,2,23,0,0,0,0,0,1,0,1,44,2,4,2,4,2,1,1,2,0,1,3,2,5,1,1,0,0,0,0,0,0,2,1,2
1867,1,2,2,0,0,3,2,2,40,0,0,0,1,0,0,0,1,43,2,6,2,6,8,1,2,3,1,1,2,0,2,3,0,0,1,0,1,0,0,1,1,1
1868,2,2,2,0,0,3,2,2,18,0,0,1,1,0,0,0,2,39,2,4,2,4,3,1,1,3,0,2,2,2,5,2,0,1,0,0,0,0,1,1,1,2
1869,0,3,3,0,0,2,3,3,61,0,0,0,1,0,1,0,2,36,2,5,2,6,10,2,2,1,1,2,2,4,5,2,1,0,1,0,1,0,0,1,1,1
1870,0,2,2,0,0,4,2,2,2,0,0,0,1,0,0,0,1,54,2,3,2,3,2,1,1,2,0,0,2,2,4,1,1,0,0,0,0,0,0,1,1,1
1871,0,4,3,1,0,3,1,1,21,0,0,0,0,0,0,1,1,52,2,5,2,3,8,1,2,1,0,0,3,2,5,1,0,1,0,1,0,0,0,1,1,1
1872,0,1,0,1,0,1,1,1,27,0,0,1,1,0,0,0,2,27,1,5,2,6,8,1,1,3,1,0,4,0,3,2,1,0,1,0,0,0,0,1,1,2
1873,3,2,2,0,0,3,2,2,10,0,0,1,1,0,1,0,3,45,1,5,2,7,12,2,1,2,0,2,2,2,5,2,1,0,0,0,0,0,0,1,1,1
1874,3,2,2,0,0,3,2,2,10,0,0,1,1,0,1,0,3,45,1,5,2,7,12,1,1,2,0,2,2,2,5,2,1,0,0,0,0,0,0,1,1,1
1875,3,3,3,0,0,2,4,2,92,0,0,1,1,0,1,0,3,40,2,3,2,6,9,1,1,4,0,2,2,4,5,2,1,0,1,0,0,0,0,1,1,1
1876,0,2,2,0,0,3,3,3,44,0,0,0,1,0,1,0,2,35,2,6,2,4,8,1,1,1,2,0,2,2,5,2,0,1,1,0,0,0,0,2,1,2
1878,8,3,3,0,0,3,2,1,21,1,0,0,1,0,0,0,2,38,2,3,2,4,8,1,1,3,1,1,2,2,5,1,0,0,0,1,0,0,0,2,1,1
1879,0,2,2,0,0,3,2,2,20,0,0,1,0,0,1,0,2,47,2,3,2,4,6,1,1,2,0,1,3,2,5,1,1,0,0,0,0,0,0,2,1,1
1880,0,1,0,0,0,1,1,1,21,0,0,0,0,0,1,0,1,53,2,3,2,4,10,1,1,1,1,0,4,0,5,1,0,0,0,1,0,0,0,2,1,2
1881,3,0,0,0,1,2,2,2,20,1,1,0,0,0,0,0,2,42,2,5,2,6,2,2,1,2,0,1,2,2,3,2,1,1,0,0,0,0,0,1,1,1
1882,0,4,3,1,0,4,3,2,40,0,0,1,1,0,1,0,3,29,1,6,1,6,9,1,1,2,0,0,0,0,2,3,1,1,1,0,1,1,0,1,1,1
1883,0,2,2,0,0,2,1,1,21,0,0,0,0,0,0,1,1,38,2,3,2,5,8,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,2,1,2
1884,10,3,3,0,0,3,2,2,50,0,0,1,1,0,1,0,3,25,2,5,2,4,5,2,2,1,1,0,2,0,3,3,1,0,0,0,0,0,0,2,1,2
1885,0,1,1,0,0,2,1,1,26,0,0,1,0,0,0,0,1,44,2,3,2,5,0,1,1,2,0,2,2,2,5,1,0,1,0,0,0,0,0,2,1,2
1886,2,3,3,0,0,3,2,2,21,0,0,0,1,0,0,0,1,29,2,3,2,4,7,2,1,1,1,1,2,2,3,1,0,1,0,0,0,0,0,2,1,2
1887,2,1,0,1,0,3,4,3,36,0,0,0,0,1,0,0,1,41,1,6,2,6,1,1,1,6,1,1,2,2,4,3,1,0,0,0,0,0,0,1,1,1
1888,5,1,1,0,0,2,1,1,39,0,0,1,0,0,0,0,1,46,2,3,2,5,9,1,1,1,0,1,2,1,4,1,0,1,0,0,0,0,0,2,1,2
1889,0,2,2,0,0,3,2,2,40,0,0,1,1,0,1,0,3,45,1,3,2,6,8,1,1,3,0,1,3,2,5,3,0,0,0,0,1,0,0,1,1,2
1890,2,3,2,1,0,3,2,3,23,1,0,0,0,1,1,0,3,17,1,4,1,1,14,2,1,1,0,1,2,0,5,1,1,1,0,1,1,1,0,2,1,1
1891,0,4,3,1,0,3,5,5,52,0,0,1,1,0,1,0,3,38,2,6,2,6,10,2,2,3,2,0,2,2,5,5,1,1,1,0,0,0,0,1,1,1
1892,0,3,3,0,0,2,3,3,36,0,0,1,1,0,0,0,2,48,2,6,1,6,8,2,2,2,0,0,2,2,5,2,1,1,1,0,1,0,0,2,1,1
1893,0,1,1,0,0,2,1,1,34,0,0,1,0,0,0,0,1,52,2,3,2,4,0,1,1,2,0,0,3,1,3,1,0,1,0,0,0,0,0,2,1,2
1895,0,1,1,0,0,4,2,2,36,0,0,0,1,0,0,0,1,45,2,4,2,4,0,1,1,1,1,1,2,1,5,1,0,0,1,0,0,0,0,1,1,2
1896,1,1,1,0,0,3,2,2,22,0,0,0,0,0,1,0,1,37,2,6,2,4,7,1,1,1,2,1,2,2,2,2,0,1,0,0,0,0,0,2,1,1
1897,0,1,0,0,0,3,2,2,11,0,0,0,0,0,1,0,1,42,2,3,2,7,8,1,1,1,0,1,3,2,5,1,0,1,0,0,0,0,0,1,1,1
