"sernum","miscat","percfunc","percnegfunc","percposfunc","percnofunc","cogseleva","mmUPFscons","snkUPFscons","propUPFscons","rihnutr","bdyshp","tstgdivtaro","rdytoeat","chp","esyacce","othreas","reassum","age","gender","edu","mrysta","occu","wrksty","wltock","ckskl","housdispinc","child","adol","adul","elder","freqck","freqtakout","supwhlmrk","locmrk","olgroc","homgro","rsttakout","cant","othpur","ovwob","region","ctyctry"
1159,0,3,3,0,0,3,2,2,10,0,0,1,1,1,0,0,3,27,1,7,1,6,7,1,1,3,0,0,4,0,3,2,1,0,0,1,1,0,0,1,2,1
1160,0,3,3,0,0,3,1,1,1,0,0,1,0,0,0,0,1,70,1,7,2,3,4,1,1,4,0,0,1,2,5,1,1,1,0,0,0,0,0,2,1,1
1161,0,1,0,1,0,3,2,4,40,1,0,1,1,0,1,0,4,38,1,8,2,6,10,2,1,3,1,0,2,2,5,2,1,1,1,0,0,0,0,1,1,1
1162,4,3,1,2,0,2,3,2,42,1,1,1,0,0,0,0,3,50,2,7,2,5,8,1,1,2,1,0,2,1,3,2,1,0,0,0,1,0,0,1,4,1
1164,0,3,3,0,0,4,2,2,20,0,0,1,1,1,1,0,4,25,2,7,1,1,7,2,1,4,0,0,4,0,3,2,1,1,1,0,0,0,0,2,1,1
1165,0,3,3,0,0,3,2,3,77,0,0,1,1,0,1,0,3,32,1,7,2,6,8,2,1,3,0,0,2,2,2,3,1,0,1,0,1,0,0,1,2,1
1166,0,1,1,0,0,4,3,5,78,1,1,1,1,1,1,0,6,29,1,7,2,6,9,1,1,3,0,0,2,0,2,2,0,1,1,0,0,0,0,1,1,1
1167,3,2,1,1,0,2,2,2,25,1,0,0,1,1,0,0,3,50,1,6,2,6,8,1,1,3,0,0,3,0,5,2,1,0,1,1,0,0,0,1,1,1
1168,2,2,2,0,0,3,2,2,50,0,0,1,1,0,0,0,2,37,1,7,2,7,8,1,1,3,1,0,2,2,2,2,0,0,1,0,1,0,0,2,1,1
1169,1,2,1,1,0,2,2,2,16,1,0,0,0,0,0,0,1,56,1,6,2,6,6,1,1,4,0,0,2,0,4,1,0,1,0,0,0,0,0,2,3,1
1170,3,0,0,0,1,2,3,2,43,1,1,0,0,0,0,0,2,38,1,8,2,6,8,2,1,2,1,0,2,0,3,3,1,0,0,0,0,0,0,1,1,1
1171,4,2,2,0,0,2,2,2,21,1,0,0,0,0,0,0,1,38,1,8,2,6,40,1,1,6,0,1,2,0,3,2,1,1,1,0,0,0,0,2,3,1
1172,2,2,0,2,0,2,2,1,62,0,1,0,0,1,0,0,2,53,1,6,2,6,8,1,1,3,0,0,2,0,2,2,1,0,0,0,0,0,0,1,1,1
1173,2,2,2,0,0,3,2,2,34,0,0,0,1,0,1,0,2,55,1,8,2,6,5,2,1,7,0,0,3,0,3,2,1,1,0,0,0,0,0,2,1,1
1174,0,4,3,1,0,3,2,3,40,1,0,0,1,0,1,0,3,25,2,7,1,6,10,2,1,6,0,0,1,0,2,1,1,0,1,0,0,1,0,2,1,1
1175,1,2,2,0,0,3,2,1,21,0,0,1,1,0,0,0,2,48,2,7,2,6,8,1,1,1,0,0,2,0,2,2,1,0,0,0,0,0,0,1,3,1
1176,3,2,2,0,0,3,4,2,80,0,0,1,1,1,1,0,4,16,1,4,1,1,10,1,1,1,0,1,2,0,2,2,1,1,1,0,0,0,0,1,2,1
1177,0,1,1,0,0,3,3,2,41,0,0,1,1,0,1,0,3,30,1,6,1,6,12,1,1,4,0,0,1,2,4,1,1,1,0,0,0,0,0,2,3,1
1178,0,2,2,0,0,4,4,5,60,0,0,0,1,0,1,0,2,27,2,8,1,1,5,2,1,1,0,0,3,0,4,3,1,1,1,0,1,1,0,1,3,1
1179,0,2,1,1,0,3,2,3,40,0,0,1,0,0,0,1,2,32,1,7,2,6,12,2,1,4,2,0,3,0,5,1,1,0,1,0,0,0,0,2,2,1
1180,0,0,0,0,1,3,5,5,83,0,0,1,1,0,1,0,3,24,2,7,1,1,8,2,2,1,0,1,3,1,4,1,1,1,0,1,0,0,0,2,1,1
1181,0,3,2,1,0,3,1,2,5,0,0,0,1,0,1,0,2,39,1,7,2,6,7,1,1,7,1,1,2,2,5,2,1,1,1,0,0,0,0,2,1,1
1182,0,2,2,0,0,4,2,2,38,0,0,0,1,0,0,0,1,50,2,7,2,6,8,2,1,4,0,0,3,0,2,2,0,1,1,0,0,0,0,2,1,1
1183,0,3,3,0,0,3,2,2,21,0,0,0,1,0,0,0,1,30,2,7,2,6,7,1,1,5,0,0,2,0,2,4,0,0,1,0,0,0,0,1,1,1
1184,2,2,1,1,0,1,1,2,10,0,0,0,1,0,0,0,1,62,1,8,2,3,4,1,1,2,0,0,2,1,2,2,0,1,1,0,1,0,0,2,1,1
1185,0,3,3,0,0,2,2,2,32,1,0,0,1,0,1,0,3,45,2,7,2,6,8,1,1,4,0,1,2,1,2,1,1,1,0,1,0,1,0,2,3,1
1186,6,2,2,0,0,2,2,3,25,1,1,0,1,0,0,0,3,21,2,6,1,1,8,2,1,3,0,0,2,1,5,2,0,0,0,0,1,0,0,2,3,1
1187,0,3,3,0,0,4,2,2,30,0,0,0,1,0,1,0,2,54,2,7,1,4,8,2,1,2,0,0,1,0,2,2,1,1,0,0,0,0,0,2,2,1
1188,0,2,1,1,0,3,3,3,75,0,0,1,1,0,1,0,3,29,2,7,2,6,8,2,1,6,1,0,2,0,2,5,1,1,1,0,0,0,0,2,1,1
1189,2,2,2,0,0,2,3,2,40,0,0,1,1,0,1,0,3,41,2,6,2,7,8,2,1,4,0,1,2,3,1,3,0,1,1,0,1,0,0,1,2,1
1190,0,3,2,0,0,3,2,1,0,0,0,0,1,0,0,0,1,76,2,5,2,3,2,1,1,5,0,0,0,2,5,1,1,1,0,0,0,0,0,1,3,1
1191,1,2,1,1,0,3,2,1,21,0,0,0,1,0,0,0,1,60,1,8,2,6,8,1,1,4,1,0,2,2,4,1,1,0,0,0,0,0,0,1,1,1
1192,0,3,2,1,0,4,3,5,67,0,0,1,1,1,1,0,4,22,2,6,1,1,8,2,1,1,0,0,1,0,3,4,0,0,1,0,0,1,0,1,1,1
1193,3,0,0,0,1,2,4,3,42,0,0,0,1,1,0,0,2,40,1,8,2,6,8,1,1,3,1,1,2,0,3,3,0,0,1,0,0,0,0,1,3,1
1194,4,0,0,0,1,2,3,2,30,0,0,0,1,0,1,0,2,38,2,7,2,6,8,2,1,5,1,0,2,1,3,2,1,1,0,0,0,0,0,2,1,1
1195,3,2,0,2,0,2,2,2,20,0,1,1,0,0,0,0,2,23,1,7,1,1,7,2,2,1,0,0,4,0,1,2,1,1,1,0,0,0,0,2,1,2
1197,0,2,2,0,0,3,2,2,43,0,0,1,1,0,1,0,3,49,2,7,1,6,8,1,1,3,0,1,2,0,3,2,1,0,1,0,1,0,0,2,1,1
1198,1,0,0,0,1,3,2,1,3,0,0,0,1,0,0,0,1,59,1,8,2,6,40,1,1,4,0,0,4,0,5,2,0,1,0,0,0,0,0,2,1,1
1199,0,4,3,1,0,4,2,2,35,0,0,0,1,0,0,0,1,44,2,7,2,6,8,2,1,4,1,1,2,0,4,2,1,1,1,0,0,0,0,1,2,1
1201,2,4,3,1,0,3,3,3,30,0,1,1,1,1,1,0,5,23,1,7,1,1,8,2,2,3,0,0,3,0,4,2,1,1,1,0,0,0,0,1,1,1
1202,4,2,2,0,0,2,2,2,81,0,0,1,1,0,0,0,2,39,1,8,2,6,7,1,1,3,2,0,2,2,4,2,1,1,0,0,1,1,0,1,3,1
1203,3,1,1,0,0,3,2,3,8,0,0,1,1,0,0,0,2,36,2,7,2,6,8,2,1,6,1,0,3,1,4,2,1,1,0,0,0,0,0,2,1,1
1204,0,1,1,0,0,2,2,2,11,0,0,0,0,0,0,1,1,41,2,8,2,6,10,1,1,4,1,0,2,0,4,1,1,1,0,0,0,0,0,1,4,1
1205,3,2,2,0,0,2,3,2,28,0,0,1,1,0,1,0,3,54,2,5,2,6,7,1,1,3,0,0,3,0,5,1,1,0,0,0,0,0,0,2,3,1
1206,1,1,0,1,0,1,2,3,37,0,1,0,0,0,0,0,1,22,1,6,2,7,5,1,1,7,1,1,1,1,1,2,0,0,0,1,0,0,0,1,1,1
1207,2,3,2,1,0,3,2,3,29,0,0,0,1,1,1,0,3,54,1,7,2,6,8,2,2,5,0,0,3,0,3,2,1,1,0,0,1,1,0,2,1,1
1208,3,1,1,0,0,2,1,3,25,0,0,1,1,0,0,0,2,59,1,6,2,6,8,1,1,7,0,0,3,0,5,2,1,0,1,0,0,0,0,1,1,1
1209,0,0,0,0,1,3,3,3,18,0,0,0,1,0,1,0,2,45,1,8,2,6,8,2,1,5,0,1,2,1,2,2,1,1,0,0,1,1,0,2,2,1
1210,1,2,0,2,0,2,2,2,23,0,0,0,1,0,0,0,1,26,2,7,1,6,9,2,1,2,0,0,0,0,2,2,0,0,1,0,0,0,0,2,1,1
1211,0,3,2,1,0,3,3,3,20,0,0,0,1,0,1,0,2,24,2,8,1,1,8,1,1,6,0,0,3,0,2,3,1,0,0,0,0,0,0,2,1,1
1212,0,3,3,0,0,3,3,3,22,0,0,1,1,0,0,0,2,27,2,7,2,6,8,2,1,4,0,0,2,0,2,2,1,0,1,0,1,1,0,2,1,1
1213,0,0,0,0,1,2,3,2,52,1,1,1,1,1,1,0,6,34,2,8,1,6,10,1,2,2,0,0,3,0,2,3,1,0,1,0,1,0,0,1,2,1
1214,0,0,0,0,1,3,2,2,62,0,0,0,1,0,0,0,1,60,1,6,2,6,7,1,1,3,2,0,4,0,4,2,1,1,0,0,0,1,0,1,1,1
1215,0,2,2,0,0,3,5,5,92,0,0,1,1,1,1,0,4,26,2,6,1,6,8,2,2,1,0,0,1,0,3,3,1,0,0,0,1,0,0,1,1,1
1217,2,3,3,0,0,3,2,2,22,0,0,1,1,0,1,0,3,50,1,3,2,6,12,1,1,5,0,0,4,2,5,1,1,1,0,1,0,0,0,2,3,2
1218,0,3,2,1,0,3,4,5,46,0,0,1,1,0,1,0,3,22,2,6,1,6,8,1,1,3,0,0,4,0,2,2,1,1,1,0,0,0,0,2,1,1
1219,4,2,0,2,0,3,2,2,20,0,0,1,1,0,1,0,3,22,1,7,1,1,8,1,1,4,0,1,3,0,2,2,1,1,0,0,0,0,0,2,1,1
1220,0,3,3,0,0,4,2,3,21,0,0,1,1,0,1,0,3,30,2,8,2,4,2,1,1,3,1,0,2,1,5,2,1,1,1,0,0,0,0,1,1,1
1221,0,4,3,1,0,3,3,3,30,1,0,1,1,0,1,0,4,22,1,6,1,1,8,2,1,4,0,0,4,0,4,2,1,1,1,0,0,0,0,2,2,1
1222,0,3,2,1,0,3,5,5,50,1,0,1,1,1,1,0,5,21,1,6,1,1,8,2,1,4,0,1,3,2,5,2,1,0,1,1,0,1,0,2,1,2
1223,0,3,2,0,0,3,3,3,42,0,0,1,1,0,1,0,3,34,1,6,2,7,10,2,1,4,1,0,2,2,3,2,1,1,0,0,0,0,0,1,1,1
1224,0,3,3,0,0,3,2,2,5,0,0,1,1,0,0,0,2,60,2,6,2,3,2,1,1,6,0,0,1,1,5,1,1,1,1,0,0,0,0,1,3,2
1225,1,2,2,0,0,3,1,5,5,0,0,1,0,0,0,0,1,56,2,6,2,6,8,1,1,2,0,0,3,1,5,1,1,0,0,0,0,1,0,1,1,1
1226,0,4,3,0,0,4,2,2,23,0,0,0,1,0,1,0,2,26,2,6,2,6,8,1,1,3,0,0,2,0,2,2,1,0,1,0,0,0,0,1,1,1
1227,1,1,0,0,0,2,2,2,17,1,0,1,1,0,0,0,3,47,2,8,2,6,8,1,1,3,0,1,0,0,5,2,1,1,0,0,0,0,0,2,2,1
1228,0,2,2,0,0,4,2,2,19,0,0,0,1,0,1,0,2,38,2,8,2,6,8,1,1,2,2,0,0,2,5,3,0,0,1,0,1,0,0,1,1,1
1229,2,1,1,0,0,3,2,2,7,0,0,1,0,0,0,0,1,24,2,7,1,1,7,1,1,7,1,0,3,0,3,1,1,1,1,1,1,0,0,1,3,1
1230,0,3,3,0,0,3,2,2,10,0,0,1,1,0,0,0,2,59,2,7,2,6,15,1,1,7,0,0,3,0,5,1,1,0,0,1,0,0,0,2,1,1
1231,2,3,3,0,0,4,2,4,25,0,0,1,1,0,0,0,2,22,1,8,1,1,12,1,1,2,0,0,1,0,3,2,1,0,0,0,1,0,0,1,0,1
1232,0,1,1,0,0,3,2,2,21,0,0,1,1,1,1,0,4,36,2,6,1,2,5,2,1,2,0,0,1,0,3,2,1,0,1,0,0,0,0,2,1,1
1233,0,0,0,0,1,2,3,2,47,0,0,1,1,0,0,0,2,22,2,6,1,1,8,1,1,1,0,0,1,1,2,2,1,0,1,0,1,0,0,2,2,2
1235,0,4,3,1,0,3,5,2,78,0,0,0,1,1,1,0,3,28,2,7,1,4,8,2,1,1,1,0,2,2,2,2,1,0,1,0,1,0,0,1,1,1
1237,0,2,1,1,0,3,5,2,23,0,0,0,1,0,1,0,2,24,2,7,1,1,6,2,1,1,0,0,1,0,1,2,1,1,0,0,1,0,0,2,1,1
1238,1,1,1,0,0,2,2,2,20,0,0,1,0,0,0,0,1,23,2,7,1,1,9,2,2,1,0,0,5,1,2,2,0,0,1,0,0,0,0,1,1,2
1239,0,1,1,0,0,2,3,2,22,0,0,1,1,0,0,0,2,18,1,6,1,1,14,1,1,2,0,1,3,0,5,5,1,0,0,1,0,0,0,1,3,1
1240,3,1,1,0,0,2,2,2,55,0,0,1,0,0,0,0,1,18,2,3,1,2,12,2,2,1,0,1,3,1,1,3,1,1,0,0,0,0,0,2,3,1
1241,3,0,0,0,1,3,2,2,21,0,0,1,1,0,0,0,2,15,1,3,1,1,5,2,2,2,0,1,3,1,3,2,1,0,0,0,0,0,0,1,1,1
1242,0,0,0,0,1,3,2,2,20,0,0,0,0,0,1,0,1,55,1,6,2,6,8,1,1,4,0,0,2,0,5,1,0,1,0,0,0,0,0,1,3,2
1243,0,1,0,0,0,1,2,2,31,1,0,0,0,0,0,0,1,25,1,7,1,1,10,2,2,2,0,0,3,0,2,2,1,0,0,0,0,0,0,2,2,2
1244,0,2,2,0,0,3,4,4,100,0,0,0,1,0,1,0,2,26,2,6,1,6,8,2,2,4,0,0,0,0,1,5,0,0,0,0,1,0,0,2,1,1
1245,0,3,3,0,0,3,2,2,23,0,0,1,1,0,1,0,3,26,2,7,1,1,10,2,1,3,0,0,3,0,5,1,1,1,0,0,0,0,0,2,3,1
1247,0,3,3,0,0,4,2,2,40,0,0,0,1,0,1,0,2,44,1,8,1,6,8,1,1,3,0,0,1,0,1,2,1,0,1,0,0,0,0,1,1,1
1248,0,3,3,0,0,3,2,3,31,0,0,0,1,0,0,0,1,41,2,8,2,6,40,1,1,5,0,1,2,1,5,2,1,0,1,0,0,0,0,1,1,1
1249,3,3,3,0,0,3,3,2,40,0,0,1,1,1,1,0,4,24,2,6,2,6,8,2,2,3,0,0,2,0,3,3,1,1,0,0,0,0,0,2,2,1
1250,2,2,2,0,0,3,2,2,38,0,1,0,1,0,0,0,2,34,2,8,2,6,10,2,1,5,0,0,2,0,2,2,1,0,1,0,0,0,0,2,1,1
1251,0,3,2,1,0,3,3,2,39,0,0,1,1,0,0,0,2,28,2,7,2,6,8,2,1,1,1,0,2,0,2,2,0,1,0,0,0,0,0,2,1,1
1252,2,3,3,0,0,2,3,4,72,0,0,1,1,1,0,0,3,21,1,6,1,1,8,2,2,2,0,1,3,0,1,3,0,0,1,0,0,0,1,1,2,1
1253,0,4,3,1,0,3,2,2,0,0,0,1,1,0,0,0,2,40,2,8,2,6,6,1,1,5,1,0,2,2,5,2,1,1,1,0,0,0,0,1,1,1
1254,0,1,0,1,0,3,2,2,10,0,0,0,1,0,1,0,2,45,1,7,2,6,9,2,1,7,0,1,2,2,4,2,1,1,1,0,1,1,0,1,1,1
1255,0,3,2,1,0,3,2,2,9,0,1,1,0,0,0,0,2,53,1,6,2,6,8,1,1,4,0,0,3,0,5,1,1,0,0,1,0,0,0,1,1,2
1256,1,2,2,0,0,2,2,2,40,1,0,1,1,0,0,0,3,26,2,7,1,6,8,2,1,3,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1
1257,0,3,3,0,0,3,3,3,40,0,0,0,1,0,1,0,2,30,1,7,2,6,12,1,1,3,0,0,2,0,2,2,1,0,0,0,0,0,0,2,3,1
1258,0,3,3,0,0,4,2,2,16,0,0,1,1,0,0,0,2,38,1,1,1,2,6,2,1,7,3,0,0,0,2,3,1,1,0,0,0,0,0,2,2,1
1259,0,3,3,0,0,3,2,2,20,0,0,1,1,0,0,0,2,31,2,8,1,6,10,1,1,4,0,0,0,0,4,1,1,0,1,0,0,0,0,2,1,1
1260,2,2,1,1,0,3,2,2,38,0,0,1,1,1,0,0,3,20,2,6,1,1,7,2,2,5,0,0,3,2,4,2,1,0,0,0,0,1,0,2,3,1
1261,2,0,0,0,1,3,3,3,76,0,0,1,0,0,0,0,1,48,2,5,2,6,8,2,2,4,0,0,3,2,2,4,1,0,0,0,1,0,0,1,4,1
1262,0,3,2,1,0,3,2,3,60,0,0,1,1,0,0,0,2,32,1,8,2,6,10,1,1,3,0,0,1,2,2,1,1,1,0,0,0,0,0,1,2,1
1263,3,3,2,1,0,2,5,3,81,1,0,1,1,1,1,0,5,32,2,5,2,6,10,1,1,2,1,0,3,0,3,2,1,1,0,0,0,0,0,2,2,1
1264,0,2,2,0,0,3,2,2,21,0,0,0,1,0,0,0,1,50,2,7,2,6,7,1,1,7,1,0,3,0,5,2,1,1,1,0,0,0,0,1,2,1
1265,1,2,2,0,0,2,3,4,20,0,0,0,1,0,1,0,2,28,1,8,1,1,10,1,1,4,0,0,2,0,2,3,0,1,1,0,0,0,0,2,1,1
1266,7,3,2,0,0,3,2,2,22,1,1,1,1,1,1,0,6,53,2,8,2,6,10,1,1,5,0,0,4,0,4,2,0,1,1,1,0,0,0,1,1,1
1268,4,1,1,0,0,3,3,2,20,1,0,1,0,0,0,0,2,24,1,6,1,6,8,2,1,1,0,0,3,4,5,2,1,1,0,0,0,0,0,2,3,1
1269,9,3,3,0,0,2,3,2,20,0,0,1,1,0,1,0,3,24,1,6,1,1,10,2,2,3,0,0,3,0,3,2,1,1,0,1,0,1,0,2,3,1
1270,3,2,2,0,0,1,2,2,38,0,0,1,0,0,0,0,1,22,2,6,1,1,7,2,2,1,0,1,3,2,5,2,0,1,0,1,0,0,0,1,4,2
1271,0,5,3,2,0,3,3,2,18,0,0,1,1,0,1,0,3,20,2,6,1,1,4,1,1,5,0,0,1,1,2,2,1,1,1,0,1,0,0,2,3,1
1272,0,3,3,0,0,3,2,2,20,0,0,1,1,0,1,0,3,57,2,6,2,6,6,1,1,6,0,0,2,0,5,1,1,1,1,0,0,0,0,1,3,1
1273,0,3,2,1,0,3,1,2,20,0,1,1,1,0,1,0,4,29,2,8,2,6,6,2,1,3,0,0,2,0,2,1,1,1,1,0,0,1,0,2,1,1
1274,1,1,1,0,0,2,2,2,19,0,0,1,0,0,0,0,1,60,1,7,2,3,2,1,1,4,0,0,0,2,2,2,1,1,0,0,0,0,0,1,3,1
1275,0,3,3,0,0,4,5,5,99,0,0,0,1,1,1,0,3,23,1,7,1,1,8,2,1,3,0,0,3,0,5,2,1,1,0,0,0,0,0,1,2,1
1276,0,1,1,0,0,4,2,4,30,0,0,1,1,0,1,0,3,43,2,6,2,6,8,1,1,4,0,1,2,2,3,2,0,1,1,0,0,1,0,2,1,1
1278,0,2,2,0,0,3,3,3,59,0,0,0,1,0,0,0,1,39,2,7,2,6,6,2,1,6,0,1,2,0,3,2,1,0,0,0,1,0,0,1,1,1
1279,3,1,1,0,0,3,3,3,50,0,0,0,1,1,1,0,3,25,1,7,1,1,8,1,1,1,0,0,1,0,3,2,1,0,0,0,0,0,0,2,3,1
1280,0,3,3,0,0,3,2,3,64,0,0,1,1,0,1,0,3,51,2,6,2,6,8,1,1,5,1,1,3,2,2,2,1,0,1,0,1,0,0,1,1,1
1281,0,1,1,0,0,3,3,3,85,0,0,1,1,0,1,0,3,46,2,6,2,6,8,2,2,2,1,1,2,2,5,2,1,1,1,0,1,0,0,1,4,1
1282,0,4,2,1,0,2,4,4,62,0,0,1,1,0,0,0,2,46,2,5,2,6,8,2,1,3,0,1,2,0,4,2,0,1,0,0,0,0,0,2,4,1
1283,0,1,1,0,0,3,4,4,19,0,0,0,1,0,0,0,1,34,1,6,1,6,7,1,1,2,0,0,0,1,5,2,1,0,1,0,0,0,0,1,4,1
1284,0,2,2,0,0,2,2,2,40,0,0,0,1,0,1,0,2,37,2,6,2,6,8,1,1,2,1,1,2,0,2,2,0,1,0,1,1,0,0,1,4,1
1285,0,2,1,1,0,3,2,2,44,0,0,0,1,0,1,0,2,29,2,6,2,6,6,2,2,3,0,0,2,0,2,2,1,1,1,0,1,0,0,1,4,1
1287,2,3,3,0,0,3,2,1,5,0,0,0,0,0,0,1,1,53,2,5,2,3,5,1,1,2,0,0,2,0,5,1,1,1,0,0,0,0,0,2,3,1
1288,0,2,2,0,0,2,2,2,3,0,0,0,1,0,1,0,2,35,1,5,2,6,8,1,1,2,1,0,2,2,5,2,0,1,0,0,0,0,0,2,4,1
1289,3,1,1,0,0,1,2,1,22,0,0,0,1,0,1,0,2,50,2,3,2,6,8,1,1,1,0,0,3,0,4,2,1,1,0,1,0,0,0,2,4,1
1290,2,2,2,0,0,2,2,1,59,0,0,0,1,0,0,0,1,35,2,6,2,6,8,1,1,2,0,0,2,2,2,2,1,0,1,0,0,0,0,1,4,1
1291,0,2,2,0,0,2,2,2,22,0,0,1,1,0,1,0,3,45,2,5,1,5,6,1,1,1,0,1,1,0,2,2,0,0,0,0,1,0,0,1,4,1
1292,0,3,3,0,0,3,2,2,20,0,0,0,1,0,0,0,1,30,2,6,1,6,8,2,2,4,0,0,3,0,5,2,1,1,0,0,0,0,0,2,4,1
1294,0,3,3,0,0,3,2,2,41,0,0,0,1,0,1,0,2,35,2,6,2,6,8,1,1,4,1,0,3,1,3,2,1,0,0,0,0,0,0,2,4,1
1296,5,4,3,1,0,3,2,2,0.1,0,0,0,1,0,0,0,1,52,1,8,2,6,16,1,1,6,0,1,2,0,5,2,1,0,1,0,0,0,1,2,2,1
1297,1,3,3,0,0,4,1,1,79,1,1,0,0,0,0,0,2,27,1,6,1,6,7,1,1,2,0,0,1,0,2,4,1,1,0,0,0,0,0,2,4,1
1298,0,1,1,0,0,2,1,1,49,1,0,0,0,0,0,0,1,30,1,4,1,4,8,2,2,4,1,1,0,0,1,1,1,0,0,0,0,0,0,1,4,1
1299,1,2,2,0,0,1,3,3,81,1,0,0,0,0,0,0,1,36,2,6,2,6,8,1,1,2,1,0,0,2,2,3,1,0,0,0,1,0,0,2,4,1
1300,2,1,1,0,0,3,2,3,40,1,0,0,1,1,0,0,3,59,1,4,2,6,8,1,1,1,0,0,1,1,3,1,0,1,0,0,0,0,0,2,4,1
1301,0,3,3,0,0,3,2,2,60,0,0,1,1,0,0,0,2,40,2,6,1,6,10,2,1,3,0,0,1,0,2,2,1,1,0,0,0,0,0,1,4,1
1303,0,2,2,0,0,3,2,2,51,0,0,0,1,0,0,0,1,36,2,6,2,6,8,2,1,3,2,0,2,0,2,2,1,0,1,0,0,0,0,2,4,1
1304,0,3,3,0,0,3,2,2,9,0,0,0,1,1,1,0,3,31,2,6,2,6,8,2,1,2,1,0,3,0,2,2,1,1,0,0,0,0,0,2,4,1
1305,0,4,3,1,0,3,2,2,8,0,0,0,1,0,0,0,1,46,2,4,1,5,10,1,1,1,0,1,1,0,4,2,1,1,1,1,1,0,0,2,4,1
1306,0,2,2,0,0,1,1,1,20,0,0,0,1,0,0,0,1,19,1,6,1,1,7,2,1,4,0,0,3,0,1,1,1,1,0,1,0,0,0,2,4,1
1307,0,4,2,2,0,3,2,2,10,0,0,0,1,0,0,0,1,62,1,5,2,3,1,2,2,4,0,0,0,2,4,1,1,1,1,1,0,0,0,2,2,1
1308,0,3,3,0,0,3,2,3,20,0,0,0,1,0,0,0,1,22,1,6,1,1,12,1,1,1,0,0,1,2,5,1,1,1,0,0,0,0,0,2,2,2
1309,0,1,1,0,0,3,1,1,53,0,0,1,0,0,0,0,1,40,2,5,2,4,7,1,1,2,1,0,2,0,2,2,1,0,1,0,0,0,0,2,4,1
1311,0,4,3,0,0,2,2,2,19,0,0,0,0,0,0,1,1,57,1,2,2,4,0,1,1,1,0,0,2,0,5,1,1,1,0,0,0,0,0,1,4,2
1312,0,2,2,0,0,3,2,2,26,0,0,0,1,0,0,0,1,52,1,4,2,6,8,1,1,2,0,0,2,0,2,1,0,1,0,0,0,0,0,2,4,1
1313,0,1,0,0,0,3,2,2,20,0,1,0,1,0,0,0,2,50,1,5,2,6,9,1,1,4,0,1,2,1,3,1,1,0,0,0,0,0,0,2,1,1
1314,0,3,3,0,0,2,2,2,20,0,0,0,1,0,0,0,1,35,1,6,2,6,10,1,1,2,1,0,2,0,5,1,1,1,1,0,0,0,0,1,4,1
1315,0,3,2,1,0,2,2,2,13,1,0,1,0,0,0,0,2,36,2,8,2,6,8,1,1,5,1,0,3,1,5,2,0,1,1,1,0,0,0,1,1,1
1317,0,2,2,0,0,3,2,2,38,0,0,1,1,0,1,0,3,43,2,6,1,6,8,1,1,1,0,1,2,2,2,2,1,1,0,0,0,0,0,1,4,1
1319,0,4,3,0,0,2,1,2,3,0,0,0,1,0,0,0,1,59,1,3,2,7,7,1,1,2,0,0,3,1,4,2,1,1,0,0,0,0,0,2,4,1
1320,0,1,0,1,0,4,2,1,24,0,0,0,1,0,0,0,1,60,1,4,2,3,2,1,1,1,0,0,1,2,5,2,1,1,0,0,0,0,0,1,4,1
1321,0,2,1,1,0,3,2,2,5,0,0,1,1,0,1,0,3,56,1,4,2,6,7,2,2,2,0,0,3,0,4,1,1,1,0,0,0,0,0,1,3,1
1322,0,2,2,0,0,3,3,2,65,0,0,0,0,0,1,0,1,23,1,7,1,1,7,2,1,1,0,0,1,0,1,3,0,0,1,0,1,0,0,2,1,1
1323,0,1,1,0,0,3,2,2,38,0,0,0,1,0,1,0,2,43,2,6,2,6,10,2,1,3,0,0,2,0,2,2,1,0,1,0,0,0,0,2,4,1
1324,0,4,3,0,0,4,2,2,22,0,0,1,0,0,0,0,1,54,2,5,2,6,9,1,1,3,0,0,3,0,4,2,1,1,0,0,0,0,0,1,3,2
1325,0,4,3,0,0,4,2,2,3,0,0,1,1,0,0,0,2,42,2,7,2,6,7,1,1,3,2,0,2,0,4,2,1,1,1,0,0,1,0,2,4,1
1327,0,2,2,0,0,3,2,2,22,0,0,0,1,0,0,0,1,52,2,6,2,6,9,1,1,1,0,0,3,1,5,2,1,0,0,0,1,0,0,2,4,1
1328,1,2,2,0,0,3,2,2,19,0,0,1,1,0,0,0,2,30,2,6,2,2,8,2,1,3,0,0,2,0,3,2,1,0,1,0,0,0,0,1,1,1
1329,0,4,3,1,0,2,2,2,10,0,0,0,1,0,0,0,1,46,1,5,2,6,12,1,1,2,0,1,2,0,5,1,1,1,0,0,0,0,0,1,4,1
1330,1,0,0,0,1,1,4,5,30,0,1,0,0,0,0,0,1,21,1,6,1,1,8,2,2,3,0,0,3,0,1,4,0,0,1,0,0,0,0,2,1,1
1331,3,2,2,0,0,3,2,2,7,0,0,1,1,0,1,0,3,21,2,6,1,1,7,2,1,4,1,0,3,0,3,2,0,0,1,0,0,0,0,2,3,1
1332,0,2,2,0,0,2,2,2,20,0,0,0,1,0,0,0,1,30,2,7,2,6,8,2,1,1,0,1,2,0,2,2,1,0,0,0,0,0,0,1,1,1
1333,0,3,3,0,0,4,3,4,66,0,0,0,1,1,1,0,3,44,2,7,2,6,9,2,1,3,1,1,2,2,2,3,1,0,1,0,1,0,0,1,1,1
