IBGE;IPSAMZ21;NHB_21;FBE_21;OP_21;NHB1_21;NHB2_21;NHB3_21;NHB4_21;FBE1_21;FBE2_21;FBE3_21;FBE4_21;OP1_21;OP2_21;OP3_21;OP4_21;NHB11_21;NHB12_21;NHB13_21;NHB14_21;NHB15_21;NHB21_21;NHB22_21;NHB23_21;NHB31_21;NHB32_21;NHB33_21;NHB34_21;NHB41A_21;NHB41B_21;NHB42A_21;NHB42B_21;NHB43_21;FBE11_21;FBE12_21;FBE13_21;FBE14_21;FBE15_21;FBE21_21;FBE22_21;FBE23_21;FBE24_21;FBE31_21;FBE32_21;FBE33_21;FBE34_21;FBE35_21;FBE41_21;FBE42_21;FBE43_21;FBE44_21;FBE45_21;OP11_21;OP12_21;OP13_21;OP14_21;OP21_21;OP22_21;OP23_21;OP24_21;OP31_21;OP31B_21;OP32_21;OP33A_21;OP33B_21;OP41_21;OP42_21
2112407;50,3;55,73;52,86;42,31;93,26;14,44;56,14;59,09;63,62;7,96;85,27;54,6;16,64;48,01;100;4,59;9,82;0;14,04;0;6,05;5,19;11,7;28,01;20,36;69,11;58,63;66,17;22,7;5;19,66;4;14,98;2;21,4;40,6;4,35;5,2;5,26;0,6;33,71;10,12;36,51;28,09;160,09;22,47;2,81;0;74,07;0,61;22,54;3,05;38,46;0,42;2;4;2;23,84;35,92;91,44;0;1;0;0;1;5,5;5
2112456;50,39;57,75;50,58;42,84;89,87;24,84;65,29;51,02;52,28;6,51;90,07;53,45;19,47;45,5;100;6,39;27,27;0;11,71;0;6,89;9,79;11,91;18,01;52,42;88,24;64,65;56,24;42,05;6;24,72;5;1,3;3,2;33,9;45,9;3,95;7,1;1,56;0,15;34,97;8,14;11,71;31,23;101,49;19,52;3,94;0;79,22;0,98;23,04;1,86;45,45;0,35;3;0;0;33,03;2,41;39,7;0;1;0;0;1;8,47;6,48
2112704;51,03;57,4;59,38;36,31;89,55;30,24;60;49,83;75,44;7,92;84,73;69,44;14,59;43,84;80,38;6,42;22,64;2,68;7,08;227,02;8,26;28,78;75,1;11,94;41,29;78,18;59,94;57,72;45,27;6;24,18;5;7,08;0,3;16,9;31,9;4,75;1,1;5,71;2,04;31,46;7,17;31,85;28,31;148,65;28,31;8,85;0;3,61;1,84;4,61;0,05;33,33;0,49;15;7;2;28,18;105,02;68,05;0;1;12,98;47,41;3;8,58;6,46
2112803;51,48;59,58;54,59;40,27;88,6;35,21;71,61;42,91;64,85;16,4;75,47;61,62;20,07;47,26;86,13;7,61;20,04;3,81;19,07;96,63;7,46;28,47;15,97;40,68;48,51;82,73;76,22;73,32;71,34;6;45,77;6;12,71;1,7;20,9;32,6;4,3;7;6,51;3;58,04;32,68;61,02;53,39;183,06;72,46;3,81;0;43,19;0,11;8,26;0,7;46,67;0,42;11;10;3;27,53;78,84;76,27;0;1;45,31;30,09;2;10,26;7,61
2112852;54,4;65,71;52,7;44,8;92,09;37;85,02;48,72;65,32;5,87;86,61;52,99;25,05;42,92;99,44;11,79;17,54;7,47;7,47;0;4,34;78,51;76,7;76,34;84,58;91,27;77,15;87,47;67,61;6;32,36;5;12,45;2;19,8;29,8;4,65;9,7;6,65;0,49;27,45;0,51;27,46;22,4;112,01;37,34;7,47;0;81,4;0,18;35,83;1,91;55,56;1,32;2;3;1;28,65;47,96;79,53;0;1;5,38;0;1;16,5;11,42
2112902;56,67;68,6;55,25;46,15;90,61;55,17;78,07;50,54;68,1;10,13;79,06;63,7;23,34;60,46;88,56;12,26;7,84;3,05;18,31;196,08;8,1;78,78;21,26;56,28;49,99;91,85;84,65;79,1;25,92;5;20,35;5;28,49;2,2;14,8;34,9;4,55;5,3;5,3;2,54;43,6;10,27;33,57;61,04;192,28;48,83;6,1;0;32,41;0,64;6,56;1,55;53,85;0,61;4;5;3;24,71;7,14;27,06;0;1;22,12;7,32;2;15,63;12,79
2113009;51,19;61,81;49,41;42,34;91,87;32,61;74,54;48,23;61,87;10,75;74,45;50,57;11,56;47,66;89,78;20,36;11,65;0;15,86;194,17;6,24;53,06;85,07;11,24;53,19;91;74,95;74,78;51,39;6;32,78;5;14,8;2,1;20,5;36,5;4,25;8,6;11,02;2,43;44,37;3,63;76,13;63,45;231,58;19,03;9,52;0;96,1;0;9,31;1,11;23,08;1,4;4;0;2;28,16;105,41;40,19;0;1;10,38;20,92;2;27,22;20,49
2114007;50,58;61,18;56,57;33,99;89,36;32,28;82,35;40,74;66,07;21,94;78,64;59,64;13,31;43,82;64,98;13,83;28,73;1,93;13,54;136,8;4,94;65,99;20,43;32,48;66,8;92,42;83,4;83,35;91,37;6;40,61;6;23,2;3,3;18,5;30,5;4,65;6;7,41;4,04;53,97;64,21;50,28;54,14;212,71;36,74;1,93;22,14;83,33;0,14;10,81;1,46;26,67;1,58;4;9;1;29,96;18,69;79,07;0;1;160,16;67,89;3;18,47;13,94
5100102;57,79;63,53;61,61;48,22;75,5;41,06;90,11;47,46;80;18,57;78,81;69,07;21,17;62,14;100;9,58;20,63;18,52;55,57;1298,7;6,86;79,02;94,24;64,86;60,93;97,56;96,78;96,56;59,29;6;24,7;5;18,52;0,5;8,2;19,5;4,9;4,2;13,11;9,63;68,1;9,54;18,52;55,57;185,22;55,57;18,52;0;0;0;42,84;18,94;44,44;1,87;2;4;4;21,92;6,55;47,95;0;1;0;0;1;15;8,33
5100201;62,2;69,65;65,5;51,46;91,31;41,34;96,76;49,2;82,45;26,62;83,65;69,3;24,29;69,95;86,77;24,82;16,87;3,89;14,04;213,68;4,09;85,12;68,09;81,91;89,07;99,58;98,13;98,16;31,53;5;29,81;5;34,99;0,4;5,6;21,8;5,35;4,7;21,9;21,68;68,93;10,67;11,66;62,21;104,97;42,77;15,55;0,15;0,54;0,51;49,38;6,79;45,45;3,82;4;0;3;14,46;3,07;14,22;0;1;39,17;34,6;2;37,6;22,36
5100250;54,19;66,95;65,93;29,68;90,08;37,9;94,36;45,44;86,24;42,56;76,85;58,07;31,63;68,97;0;18,14;13,6;7,72;19,31;193,71;4,51;71,11;43,83;85,59;90,46;98,73;88,82;98,35;86,67;6;32,83;5;28,32;0,3;4,4;15,6;5,3;2,2;50,4;28,11;102,91;12,6;21,24;90,77;196,98;54,07;9,66;1,57;55,9;0,81;52,46;5,18;61,54;4,25;6;5;6;16,42;7,66;63,08;28,99;5;630,54;500;5;26,48;16,94
5100300;60,37;67,97;63,86;49,29;91,19;42,11;93,08;45,5;80,58;23,95;81,27;69,63;27,66;61,49;90,48;17,53;13,24;5,3;15,75;0;6;93,73;25,04;94,41;94,39;98,64;98,64;83,09;106,4;6;36,76;5;28,01;0,2;7,3;37,7;5,7;3,6;15,51;21,64;64,76;9,36;15,75;47,26;147,03;68,26;12,35;0;0;0;35,85;10,52;54,55;3,51;4;4;2;15,79;30,52;38,42;0;1;3,7;7,87;2;24,57;16,96
5100359;63,06;75,98;65,68;47,53;84,69;33,75;92,26;93,23;80,97;16,36;93,88;71,51;24,82;58,25;96,47;10,56;36,35;14,66;14,66;0;6,4;64,02;0,09;58,2;84,44;93,81;95,23;93,31;0;1;4,89;2;4,89;0,3;6,6;25,6;4,9;1,9;12,85;10,1;52,43;7,92;14,66;14,84;24,67;29,44;0;51,56;53,15;1,86;70,4;27,39;55,56;1,15;2;3;2;27,16;6,39;12,35;0;1;0;0;1;15,24;9,97
5100409;60,89;69,26;63,22;50,19;92,76;39,56;98,58;46,14;77,31;26,48;79,2;69,88;24,66;62,62;90,23;23,24;6,71;0;11,16;684,93;4,69;96,1;2,42;96,76;98,45;98,76;98,98;98,18;96,66;6;30,48;5;24,94;0,1;6,5;29,4;5;6,8;17,82;20,06;78,97;13,23;33,25;74,81;166,25;41,56;8,31;0;0;0;41,46;3,05;33,33;7,74;9;5;2;17,45;0,16;34,9;0;1;6,1;25,84;2;36,99;19,87
5100508;57,66;67,56;56,9;48,52;91,62;41,12;90,46;47,05;78,78;13,81;70,76;64,27;30,17;56,61;100;7,32;12,05;9,04;8,81;0;6,34;75,42;12,44;63,41;72,58;96,13;93,1;94,86;81,27;6;20,55;5;20,55;1;4,8;19,1;4,5;3,7;10,16;8,24;43,72;9,02;35,22;114,48;158,51;70,45;26,42;0,02;22,3;0,08;29,75;26,93;66,67;1,66;2;3;2;22,89;1,01;49,4;0;1;0;0;1;10,04;7,22
5100607;60,09;69,91;64,62;45,75;92,19;40,22;99,11;48,12;81,18;24,21;83,61;69,49;30,7;57,7;74,85;19,77;10,75;9,22;14,21;0;3,73;98;55,25;90,73;97,78;99,48;99,48;99,33;55,61;6;21,51;5;15,37;0,9;8,9;32,7;6,1;5;17,31;19,71;62,82;14,15;18,44;46,1;101,41;64,53;9,47;0;0;0;47,44;8,44;55,56;5,39;7;5;2;20,97;0;52,15;0;1;65,89;49,19;3;32,91;16,04
5100805;54,71;62,68;63,87;37,57;85,31;23,03;93,74;48,63;79,8;14,33;84,88;76,48;31,38;52,7;56,37;9,84;52,63;0;9,87;0;6,83;52,76;0,6;52,36;76,47;97,91;99,41;96,23;38,05;5;42,76;6;9,87;0,6;7,3;24,2;5,2;5,1;7,72;9,88;47,97;8,91;9,87;19,74;177,64;49,34;9,87;71,53;11,57;7,05;329,52;78,97;66,67;2,53;2;5;2;24,21;13,65;65,26;0;1;242,5;66,06;3;13,72;9,57
5101001;56,16;72,36;57,3;38,82;74,42;28,66;97,48;88,89;81,48;16,41;68,97;62,34;17,93;67,51;49,87;19,97;34,48;0;32,26;3280,65;6,49;89,54;1,64;67,26;92,48;95,75;100;99,67;0;1;0;1;53,76;0,2;8,4;14,5;4,55;2,1;7,93;11,31;58,18;9,27;32,26;64,52;96,77;96,77;64,52;0,16;12,48;0;263,5;10,94;33,33;2,89;2;5;3;12,5;0;43,75;0;1;217,33;164,66;4;27,42;19,68
5101209;57,03;66,74;55,2;49,16;75,23;47,95;98,24;45,53;70,57;24,14;59,12;66,96;13,66;51,53;100;31,45;0;106,95;0;0;4,35;97,71;7,66;100;95,8;99,24;99,24;98,09;183,15;6;71,3;6;0;2,5;11,2;40;5;4,3;23,72;14,2;72,22;9,24;101,66;106,95;106,95;211,55;0;0;0;0;107,08;34,88;22,22;3,17;2;4;2;20;94,97;60;0;1;0;0;1;44,92;29,95
5101258;60,17;70,64;61,44;48,45;90,67;42,05;97,7;52,14;86,45;27,19;77,87;54,25;22,82;57,73;89,64;23,59;7,78;5,94;29,72;0;4,1;91,69;2,71;92,13;90,58;99,45;98,62;99,94;50,48;6;19,82;4;23,78;0,4;2,5;22,1;5,35;0,6;21,17;22,69;73,09;9,54;41,61;95,11;118,89;41,61;11,89;0;75,61;0,5;29,41;1,53;44,44;3,07;2;0;1;14,79;23,97;56,03;0;1;11,78;26,45;2;36,8;20,63
5101308;57,72;65,42;58,17;49,56;83,83;43,74;97,88;36,21;82,47;36,62;61,76;51,82;40,73;59,61;88,01;9,88;14,49;0;41,64;719,42;9,13;80,91;12,43;99,93;95,44;98,84;97,11;99,35;79,29;6;65,92;6;45,11;0,4;5,3;18,9;5,2;4,8;31,91;29,92;91,19;14,19;72,86;176,95;218,59;72,86;10,41;0;88,64;0,39;17,26;1,37;66,67;9,26;3;0;2;18,12;0,99;52,9;0;1;27,29;15,28;2;14,36;9,26
5101407;53,51;62,88;60,71;36,94;94,29;28,8;85,68;42,76;71,35;22,5;86,2;62,79;24,43;60,98;43,55;18,79;5,51;4,47;4,47;339,86;4,68;61,08;5,04;60,08;65,05;94,51;85,27;92,05;56,73;6;56,66;6;13,42;2,1;11,4;35,9;4,95;5,2;34,08;10,5;46,61;10,82;26,84;35,79;85;49,21;4,47;28,02;18,77;8,91;336,48;51,82;45,45;3,92;15;12;4;24,52;10,06;41,05;6,68;3;211,66;94,91;3;27,74;17,36
5101605;57,12;73,11;52,74;45,51;84,38;34,36;86,83;86,87;74,16;11,73;83,53;41,52;25,26;50,62;100;6,17;29,29;0;11,68;1639,34;6,3;55,57;62,41;49,18;55,2;97,66;92;93,54;0;1;7,78;3;7,78;1,7;6,7;23,4;4,2;3,8;14,41;3,16;36,46;7,84;23,35;46,71;93,41;81,74;0;6,71;3,39;1,83;121,69;560,75;55,56;1,47;5;9;1;26,09;33,64;43,48;0;1;0;0;1;10,28;5
5101704;59,69;72,41;59,74;46,91;95,68;49,57;93,85;50,52;74,91;25,96;78,3;59,78;34,41;56,27;87,53;9,43;3,8;2,87;8,58;0;4,08;80,74;35,95;100;82,3;98,56;94,51;96,8;37,18;5;28,6;5;28,6;0,7;8,1;26,9;4,7;6,7;21,2;18,18;76,04;11,34;25,74;102,96;148,72;42,9;8,58;5,32;54,74;0,28;36,37;7,96;61,54;6,26;6;7;2;18,79;2,36;73,06;0;1;31,92;7,56;2;14,81;8,18
5101803;63,76;74,6;70,96;45,73;85,85;69,22;96,4;46,95;78;58,59;73,12;74,12;32,12;75,68;43,27;31,84;26,04;4,92;34,42;86,81;5,01;95,01;59,03;90,08;95,19;98,79;96,36;95,37;21,1;5;23,49;5;45,89;0,7;10,2;24,9;5,05;4,6;50,2;32,47;206,92;15,71;29,5;109,81;178,65;81,95;8,2;24,95;14,65;0,15;21,01;11,04;60;5,07;4;11;7;15,97;1,26;37,5;0,31;2;291,04;73,06;3;46,56;29,68
5101852;56,59;60,29;59,52;49,96;83,51;5,81;80,61;71,21;74,69;20,19;89,81;53,38;30,67;57,65;98,81;12,72;40,4;0;30,4;0;8,26;72,89;24,79;63,71;49,61;91,36;83,62;88,9;0;1;15,2;4;55,72;0,7;14,1;31;5,2;6,1;7,77;9,28;93,33;9,67;30,5;15,2;15,2;30,8;15,2;2,25;64,93;0,31;166,78;21,47;55,56;5,37;2;7;3;28,28;0,91;31,31;0;1;11,37;0;1;18,84;11,7
5101902;57,72;65,88;60,93;46,35;91,52;31,96;84,78;55,27;74,1;16;84,27;69,34;33,94;62,75;76,92;11,78;17,91;5,08;5,08;0;7,26;60,06;1,46;69,81;60,39;93,7;92,84;85,9;19,85;4;27,08;5;30,46;1,3;15,8;33,9;5,1;2,9;10,95;12,62;43,11;9,96;30,46;50,77;76,16;45,7;10,15;32,97;28,19;2,14;168,53;23,49;66,67;4,37;2;8;2;17,31;2,26;33,73;1,05;2;56,61;38,72;2;17,52;10,81
5102504;63,11;75,31;64,16;49,87;92,69;66,88;95,95;45,7;77,34;34,11;77,46;67,73;40,32;75,42;55,34;28,4;11,43;1,06;15,89;60,13;5,06;74,62;76,89;81,52;89,42;98,88;96,93;96,88;22,56;5;30,37;5;51,92;0,4;8;22,2;4,6;5,1;35,1;24,41;82,56;14,46;42,38;82,65;140,93;63,58;4,24;5,03;8,05;0,51;41;39,45;80;4,94;11;0;10;19,84;0,73;73,24;2,71;3;98,98;118,38;3;43,4;25,37
5102603;47,76;46,21;55,04;42,03;51,56;16,82;52,17;64,3;54,25;9,83;77,56;78,53;22,02;56,13;79,25;10,72;85,9;12,52;156,45;270,62;4,83;37,85;17,2;55,23;37,18;86,24;40,34;45,84;18,82;4;14,6;4;14,6;2,2;19,9;66,5;4,1;7,2;7,06;5,01;33,9;6,72;56,32;37,55;106,38;100,13;6,46;37,3;0;0;53,65;44,62;45,45;2,19;3;1;2;31,28;2,83;7,49;0,04;2;34,33;25,95;2;15,96;9,82
5102637;64,6;70,5;69,8;53,51;93,73;52,86;98,82;36,57;77,37;35,28;89,23;77,32;39,67;72,49;73,78;28,09;16,09;0;8,48;134,05;3,63;97,1;18,5;99,41;97,81;98,59;99,33;99,19;57,26;6;42,42;6;43,36;0,4;11,5;28,4;5,45;7,1;28,39;30,67;79,38;19,65;11,31;45,25;82,01;28,28;2,83;29,35;2,93;1,1;47,15;4,84;66,67;8,49;4;5;5;16,22;3,2;22,39;0;1;76,08;64,98;3;43,58;24,69
5102678;59,84;69,84;65,59;44,08;92,48;40,22;95,37;51,27;82,68;26,13;84,59;68,98;37,11;66,21;48,94;24,08;10,53;2,27;18,16;254,78;3,21;75,71;36,91;80,64;80,15;99,87;97,93;99,08;37,36;5;20,44;5;24,98;0,3;10,1;22,7;5,65;4,2;23,24;17,04;75,13;12,37;27,25;54,49;84,01;40,87;9,08;0,15;6,38;0,18;24,3;1,25;69,23;5,88;7;7;4;16,71;1,72;48,16;7,94;3;160,1;46,45;3;36,44;21,71
5102686;60,68;67,86;67,46;46,73;85,8;37,69;96,65;51,29;86,02;30,97;87,39;65,48;42,41;57,01;44,83;42,66;15,87;14,51;29,02;699,3;2,63;93,93;7,03;77,88;94,27;98,46;98,46;95,12;69,18;6;33,86;5;0;0,2;6,3;18,1;5,4;1,6;20,03;25,83;87,42;14,73;29,02;58,05;29,02;14,51;14,71;3,18;1,66;4,25;177,32;19,24;66,67;10,47;2;3;4;15,08;144,56;60,32;0;1;265,52;211,84;4;64,58;38,46
5102694;55,79;67,95;56,79;42,62;90,78;14,38;88,27;78,37;68,55;16,03;86,69;55,91;22,38;60,43;83,25;4,43;24,9;0;21,08;0;2,72;21,1;4,45;26,67;65,25;97,52;89,56;94,31;0;1;14,06;4;21,08;2,5;5,1;28,8;4,3;9,2;4,02;5,71;85,49;6,73;21,08;21,08;105,42;21,08;21,08;1,56;48,36;0,49;158,33;38,71;44,44;2,75;2;5;3;26,98;1,93;17,46;0;1;72,87;25,82;2;5;5
5102702;54,77;64,36;62,94;37;85,8;33,34;89,22;49,09;73,17;28,45;79,34;70,82;24,39;69,32;33,2;21,08;33,33;5,87;23,17;274,32;4,42;78,87;0,99;78,94;84,61;93,48;88,58;89,4;25,94;5;35,53;5;35,53;1,3;9;28,8;4,65;6,2;27,29;20,57;73,96;11,01;23,17;78,78;101,95;78,78;9,27;21,3;17,74;1,21;59,77;19,96;45,45;3,89;2;5;5;20,95;12,04;16,43;0,46;2;340,92;151,23;4;31,93;19
5102793;54,25;65,43;56,2;41,12;93,57;17,6;91,08;59,47;82,61;15,44;72,59;54,16;18,41;55,9;78,23;11,94;14,61;0;9,65;0;5,03;55,73;2,74;41,63;58,95;98,45;99,13;98,2;71,69;6;9,7;3;16,17;0,2;6,6;23,9;5;1,2;10,69;9,25;57,89;4,22;38,82;97,04;174,67;87,34;9,65;0;72,03;0,35;71,08;1,96;33,33;3,24;2;4;2;20,9;6,52;62,69;0;1;33,53;63;3;15,62;12,23
5102850;50,87;60,75;55,79;36,07;88,64;23,54;91,61;39,22;81,95;14,61;74,12;52,48;25,23;57,72;54,59;6,75;29,7;11,59;11,46;0;3,4;61,89;0,83;46,97;62,44;98,35;99,08;97,89;48,55;6;53,46;6;30,55;0,7;2,8;24,8;5,2;3,9;8,92;9,06;51,36;7,92;11,46;103,1;160,38;103,1;11,46;0;69,36;0,74;160,66;7,2;44,44;4,8;2;0;3;19,8;46,7;55,45;111,11;5;40,03;32,87;2;9,85;6,3
5103007;56,26;70,75;64,71;33,33;88,84;47,4;90,87;55,91;73,74;33,31;83,45;68,33;30,65;63,93;25,18;13,57;22,64;15,19;10,13;0;4,66;70,22;17,52;99,17;72,34;96,78;92,33;96,52;23,58;5;18,56;4;30,38;1;11,7;31,1;4,7;4,3;40,67;15,54;70,69;31,62;15,19;60,75;167,07;30,38;6,76;2,5;7,39;0,03;39,79;18,56;54,55;5,65;2;3;3;14,72;21,89;48,3;3,17;3;336,69;159,33;4;20,35;12,35
5103056;57,44;68,56;59,45;44,32;91,57;43,85;90,34;48,49;86,69;21,84;80,56;48,7;27,64;67,34;72,8;9,48;7,3;8,45;8,23;704,23;4,02;64,16;28,25;81,01;66,72;97,73;95,76;94,51;32,67;5;27,44;5;38,41;0,5;7;19,6;5,7;1,2;11,39;15,94;70,46;14,01;24,69;74,08;107;65,85;8,23;0;48,3;10,14;323,16;43,12;55,56;3,18;8;0;2;11,68;27,55;18,98;0;1;85,44;46,02;3;14,73;8,31
5103106;55,88;65,28;56,03;46,34;92,5;20,8;95,29;52,52;63,44;14,01;81,33;65,36;26,64;53,07;89,56;16,07;16,81;0;17,54;0;3,63;74,97;10,06;35,65;82,39;98,74;100;96,48;25,6;5;17,54;4;46,78;2,3;5,7;40,2;3,5;6,6;10,62;7,54;46,24;9,22;35,09;17,54;157,89;17,54;35,13;25,74;1,63;1,26;362,82;98,4;55,56;2,46;2;7;4;31,75;116,92;12,7;0;1;12,49;25,29;2;24,21;14,56
5103205;57,67;68,27;61,58;43,15;90,3;41,46;96,22;45,11;83,97;33,9;75,91;52,56;26,79;60,94;67,73;17,13;22,54;11,96;5,98;0;4,56;81,29;67,53;79,83;87,5;99,04;97,65;98,18;79,5;6;26,92;5;29,91;0,3;6,8;14,1;5,4;5,4;46,19;15,73;95,73;5,65;20,93;80,75;134,58;107,66;8,97;0;82,53;0,69;39,23;1,16;46,15;5,41;9;5;1;14,75;0,51;43,24;0;1;133,93;52,15;3;25,96;15,43
5103254;56,24;60,82;60,19;47,72;92,97;13,43;82,39;54,46;76,35;8,97;91,21;64,23;28,1;63,82;88,33;10,64;19,61;0;2,59;0;6,71;17,62;6,31;27,99;48,71;81,16;97,03;91,25;37,37;5;38,01;5;9,5;1,5;7,2;23,3;4,8;5,3;7,27;5,68;27,91;4,28;5,18;23,33;77,76;33,69;3,89;40,04;19,26;12,42;370,06;54,79;63,64;1,08;2;0;3;20,34;20,95;19,61;0;1;24,29;16,01;2;15,32;10,06
5103304;59,61;62,26;66,19;50,39;87,57;41,1;80,68;39,68;76,63;22,74;85,25;80,13;38,8;60,24;86,69;15,85;30,05;9,63;9,63;350,45;4,59;64,39;6,17;67,91;65,58;86,36;90,1;77,33;46,55;6;22,48;5;56,19;1,8;9,6;28,4;5,1;3,3;15,86;17,69;69,26;8,1;4,82;48,16;105,96;62,61;7,56;63,62;14,25;3,07;165,06;41,46;72,73;6,05;5;4;4;20,77;2,69;69,67;0;1;40;12,06;2;23,17;14,79
5103353;53,32;63,99;59,52;36,47;93,04;28,48;88,47;45,96;78,96;17,15;86,79;55,18;23,09;55,32;55,71;11,76;10;3,23;9,7;208,66;5,09;61,52;26,64;56,64;71,47;97,22;93,38;87,94;38,99;5;37,72;5;50,65;0,7;8,4;21;4,7;3,1;13,62;9,23;50,18;15,2;16,16;64,66;58,19;16,16;16,16;3,85;68,15;1,37;76,95;11,58;45,45;2,95;10;6;1;19,29;101,31;15,29;0,63;2;172,12;98,97;3;18,17;10,38
5103361;62,22;73,94;63,98;48,75;90,91;34,27;85,91;84,65;80,96;17,68;80,59;76,69;26,01;52,31;100;16,67;15,38;0;24,76;0;4,96;76,65;1,03;77,19;72,17;83,49;91,04;91,75;0;1;0;1;74,29;0,8;10,7;20,8;5,2;2,6;15,45;14,01;44,41;7,59;24,76;74,29;123,82;74,29;0;46,54;21,71;0,17;79,36;33,16;44,44;5,36;2;3;1;18,46;84,16;49,23;0;1;0;0;1;24,27;15,6
5103379;56,01;62,17;61,78;44,09;95,88;9,14;83,21;60,44;82,69;7,8;86,92;69,72;27,33;58,66;85,73;4,63;10,8;0;5,06;0;3,38;8,11;2,15;3,04;44,78;82,44;97,46;94,99;37,85;5;16,88;4;8,44;1,5;9,3;18,9;5,7;3,5;3,37;5,85;22,92;7,59;15,19;55,7;70,89;10,13;20,25;32,43;24,24;4,5;148,3;22,24;55,56;2,96;2;3;1;23,49;6,21;10,84;0;1;49,17;35,64;2;5,62;5
5103403;74,85;80,24;76,97;67,34;90,29;86,6;98,79;45,26;80,31;79,89;75,89;71,79;39,77;76,72;60,06;92,8;12,54;6,04;20,9;78,97;5,48;96,75;74,58;98,13;98,13;98,33;99,25;99,14;41,36;6;23,18;5;29,17;0,6;7;22,5;4,95;3,4;77,59;72,39;163,06;27,04;38,04;111,34;149,38;54,36;5,22;6,23;4,02;0;2,89;0,51;72;6,96;4;12;7;13,05;1,83;45,22;0,95;2;130,58;113,7;3;146,72;79,95
5103437;59,22;73,13;52,12;52,41;84,41;18,48;92,26;97,36;80,65;16,84;58,14;52,84;40,74;55,76;100;13,16;23,69;0;29,89;1449,28;3,45;37,36;8,48;38,41;73,71;98,49;91,82;99,37;0;1;0;1;12,77;0,2;5,4;17,1;4,75;5,2;10,71;10,51;57,59;9,47;19,16;153,29;191,61;210,77;19,16;0;81,63;0,15;34,57;4,77;77,78;5,91;9;0;2;20,29;7,18;66,67;0;1;0;0;1;17,63;13,22
5103452;59,04;71,41;58,11;47,61;88,6;39,77;98,1;59,17;77,6;16,57;86,78;51,48;25,11;57,8;100;7,52;11,76;10,66;21,14;0;7,65;90,43;91,85;96,62;91,75;99,75;99,34;99,67;53,4;6;7,05;3;17,61;1,3;6,9;12,9;4,65;6,9;10,6;10,67;59,73;6;31,71;31,71;73,98;31,71;10,6;0,01;86,52;0,03;57,39;2,93;44,44;4,72;2;1;0;14,12;2,31;50,59;0;1;0;0;1;10,36;7,4
5103502;61,26;65,64;67,77;50,36;91,77;46,35;96,09;28,35;85,64;37,7;80,79;66,94;41,48;71,78;61,7;26,5;12,14;13,61;9,08;0;3,87;84,36;84,68;100;85,51;98,92;99,14;97,78;150,95;6;58,98;6;83,18;0,1;2,8;15,2;5;2,3;30,1;31,89;84,44;23,93;36,3;104,35;90,74;22,68;9,07;0,44;7,79;1,65;62,47;12,72;77,78;6,45;4;4;6;16,75;2,4;43,2;3,66;3;125,46;25,25;2;41,24;23,23
5103601;59,38;69,66;60,56;47,93;91,01;39,16;97,1;51,37;85,04;25,58;70,37;61,24;26,57;53,92;89,99;21,25;12,05;12,23;12,23;0;4,98;92,68;98,29;97,54;91,8;99,39;98,46;97,41;38,19;5;20,38;5;24,46;0,1;4;23,2;5,25;1,4;22,73;16,75;68,88;15,58;61,14;73,37;158,96;110,05;12,23;0;36,54;0,04;55,56;17,28;44,44;5,76;2;3;2;25,3;0;56,63;0;1;8,44;19,22;2;29,22;20,91
5103700;54,89;63,41;60,77;40,49;88,92;32,37;79,82;52,54;72,53;10,45;91,04;69,07;27,23;58,45;63,34;12,95;28,71;0;14,35;0;7,35;72,86;24,8;74,3;74,61;87,46;73,74;82,6;36,37;5;35,23;5;18,79;1,4;11,8;29,9;4,95;7,2;3,37;5,4;42,85;8,87;7,05;35,23;35,23;35,23;7,05;44,86;22,22;6,69;267,02;53,85;55,56;2,89;5;5;1;21,53;1,66;24,88;0;1;175,86;86,26;3;17,9;12,68
5103809;55,87;68,11;59,29;40,2;91,54;25,15;94,91;60,84;85,47;33,85;66,04;51,78;14,89;61,11;66,65;18,15;32,26;0;0;0;5,54;74,19;0,77;99,12;75,14;99,81;99,62;99,24;40,9;6;9,54;3;9,54;0;3,9;16,9;5;1,6;30,16;28,21;85,46;9,68;28,62;85,86;200,34;143,1;28,27;0;80,89;0,17;94,52;4,06;22,22;4,06;2;3;2;19,23;0;36,54;0;1;56,95;135,14;4;28,05;16,03
5103858;55,12;66,52;58,4;40,45;90,39;25,53;58,61;91,54;67,98;14,7;83,7;67,23;31,25;66,23;42,44;21,88;31,25;0;13,08;0;3,78;48,46;5,87;34,9;48,63;61,32;61,06;60,55;0;1;4,36;2;13,08;2,7;20,4;40,6;5,05;3;19,52;8,15;30,86;8,23;13,08;39,23;91,53;52,3;23,82;49,02;22,31;2,03;205,59;172,58;55,56;5,78;3;4;2;16,25;1,51;14,38;3,21;3;222,23;44,59;3;32,43;20,14
5103908;50,58;58,9;55,53;37,32;85,61;31,88;84,51;33,6;67,04;11,61;68,71;74,73;23,03;47,74;63,98;14,52;8,47;36,1;18,05;0;4,87;71,39;25,9;96,66;68,2;94,07;90,08;82,37;26,18;5;12,03;4;138,39;2;20,3;39,9;5,2;7,3;5,59;6,91;46,73;5,05;54,15;108,3;90,25;126,35;18,05;24,17;0;0;64,61;38,98;44,44;3,22;2;6;2;31,36;1,79;68,64;3,11;3;190,9;0;1;22,74;12,64
