IBGE;IPSAMZ21;NHB_21;FBE_21;OP_21;NHB1_21;NHB2_21;NHB3_21;NHB4_21;FBE1_21;FBE2_21;FBE3_21;FBE4_21;OP1_21;OP2_21;OP3_21;OP4_21;NHB11_21;NHB12_21;NHB13_21;NHB14_21;NHB15_21;NHB21_21;NHB22_21;NHB23_21;NHB31_21;NHB32_21;NHB33_21;NHB34_21;NHB41A_21;NHB41B_21;NHB42A_21;NHB42B_21;NHB43_21;FBE11_21;FBE12_21;FBE13_21;FBE14_21;FBE15_21;FBE21_21;FBE22_21;FBE23_21;FBE24_21;FBE31_21;FBE32_21;FBE33_21;FBE34_21;FBE35_21;FBE41_21;FBE42_21;FBE43_21;FBE44_21;FBE45_21;OP11_21;OP12_21;OP13_21;OP14_21;OP21_21;OP22_21;OP23_21;OP24_21;OP31_21;OP31B_21;OP32_21;OP33A_21;OP33B_21;OP41_21;OP42_21
1703867;52,1;60,68;57,18;38,44;75,37;41,28;92,06;34,01;70,59;17,81;71,46;68,86;24,23;69,26;32,09;28,15;62,5;29,49;23,14;0;5,63;87,99;9,95;54,95;67,7;99,07;98,96;95,65;59,58;6;22,82;5;83,68;0,5;19,9;39,5;5,05;5,2;14,09;13,31;54,15;4,92;45,64;68,46;159,74;91,28;27,09;0;0;0;81,75;6,76;33,33;7,43;2;0;2;12,5;0,9;12,5;0;1;475,85;500;5;40,39;26,7
1703883;55,99;76,53;41,19;50,26;85,73;54,51;93,81;72,05;52,83;14,24;46,42;51,29;76,74;50,78;50,5;23,01;18,52;38,76;0;0;5,7;63,21;97,66;78,02;90,47;96,49;92,14;95,32;0;1;12,92;4;51,68;1,7;26,3;36;3,95;17,2;3,25;4,02;84,28;2,74;77,52;193,8;155,04;116,28;84,64;0;90,24;0,04;34,77;0,38;44,44;41,87;6;0;1;22,22;8,43;74,07;0;1;211,33;201,41;4;32,56;22,09
1703891;52,83;70,7;53,17;34,61;85,56;66,72;82,59;47,93;64,43;5,38;73,27;69,62;17,27;50,71;65,65;4,79;39,22;0;24,42;0;6,61;89,02;91,7;92,99;83,68;89,96;73,54;84,31;59,74;6;24,42;5;16,28;0,5;19,6;24,4;4;11,9;1,61;2,81;27,19;0,71;48,84;73,26;244,2;24,42;24,42;47,39;69,42;0;30,25;0,97;33,33;2,42;5;0;1;19,61;22,11;82,35;0;1;153,78;79,43;3;6,11;5
1703909;55,95;64,99;57,25;45,61;84,02;27,24;89,06;59,62;73,64;11,92;78,78;64,66;26,53;50,74;97,27;7,9;32,97;18,63;18,63;0;5,98;65,49;70,65;58,67;58,14;97,93;96,93;94,46;25,6;5;12,42;4;12,42;0,5;13,5;26,4;4,4;4,3;9,47;4,01;47,74;6,67;37,25;55,88;130,38;55,88;18,63;0,03;18,45;0,28;66,28;18,74;55,56;2,39;4;0;0;28,57;7,16;23,08;0;1;26,05;0;1;11,73;7,26
1704105;53,49;70,17;53,18;37,11;79,27;39,53;71,36;90,52;63,49;9,44;76,32;63,47;19,98;51,78;66,35;10,31;71,43;0;34,79;0;3,16;70,16;0,27;58;64,3;79,75;71,4;69,27;0;1;0;1;45,9;1,4;21,3;42,1;3,9;3,1;3,62;4,33;47,38;1,69;34,55;34,42;206,54;34,42;38,07;0;0;0;100,18;108,99;44,44;1,02;6;6;2;26,92;4,58;61,54;0;1;147,07;49,16;3;14,46;9,98
1704600;51,98;73,5;44,51;37,93;73,84;29,37;90,78;100;72,35;11,1;29,61;65;13,2;49,45;84,18;4,89;0;0;142,25;0;5,45;77,35;13,23;55,97;68,82;96,47;96,47;95;0;1;0;1;0;0,8;14;30,02;4,2;2,4;6,4;8,01;39,77;3,22;142,25;142,25;355,62;71,12;142,25;0;0,31;11,18;81,83;9,93;22,22;2,84;2;0;0;23,81;104,99;14,29;0;1;151,21;0;1;6,4;5
1705102;55,07;70,15;53,68;41,37;93,19;47,5;75,33;64,57;60,91;12,16;73,4;68,27;15,1;56,23;88,6;5,54;23,26;0;0;0;5,73;74,61;43,37;50,53;55,73;93,37;71,46;77,08;0;1;20;5;60,01;0,7;28,6;26,5;4,2;12,5;7,76;6,03;49,85;4,31;35;90,01;210,02;30;29,99;0;0;0;70,31;23,72;22,22;4,2;1;0;2;16,28;92,77;46,51;0;1;21,67;40,11;2;7,2;5,7
1705508;56,47;74,71;59,65;35,04;93,02;57,99;98,95;48,88;75,45;30,66;78,17;54,32;26,22;62,42;32,84;18,69;14,6;2,82;8,47;0;5,33;97,59;97,94;97,46;98;99,23;99,06;99,24;49,88;6;17,88;4;39,52;0,8;17;23,4;5,25;6,5;37,65;17,28;85,56;5,34;33,88;76,22;143,97;50,81;14,11;0;78,09;0;12,08;0,25;53,85;2,68;9;0;4;20,26;9,38;53,47;14,49;4;237,28;90,13;3;26,34;18,01
1705557;58,33;66,55;61,03;47,41;71,36;45,77;96,26;52,79;83,36;18;72,21;70,55;22,56;62,03;92,65;12,42;28,7;61,83;41,22;0;6,67;91,69;7;88,99;85,03;98,14;99,5;98,93;85,25;6;13,74;4;20,61;0,4;10,6;11;5,35;4,9;6,64;11,88;80,25;2,33;41,22;82,44;123,66;61,83;41,22;0;0;0;14,13;0,82;44,44;2,88;2;7;3;14,55;77,86;38,18;0;1;70,28;0;1;16,49;12,57
1705607;48,57;59,9;52,04;33,76;79,43;37,87;78,45;43,85;55,39;17,29;67,6;67,87;29,23;58,85;42,02;4,95;16,67;24,25;24,36;1666,67;6,14;79,05;46,21;94,13;61,76;87,45;85,57;75,59;93,12;6;40,6;6;8,12;3,8;29,9;55,2;5,6;11,7;11,97;10,56;63,31;5,34;73,08;48,72;170,52;121,8;24,36;0;0;0;46,62;41,84;66,67;0,98;3;0;2;16,67;41,05;48,33;0;1;292,4;243,38;4;6,58;5
1706001;57,91;73,12;53,15;47,46;83,93;38,6;84,31;85,62;65,25;12,06;69,2;66,08;28,14;55,13;97,34;9,24;49,18;0;0;1250;6,01;73,7;75,49;37,26;55,05;92,26;93,24;88,44;0;1;5,97;2;41,76;0,9;23,9;29,4;4,65;10,5;9,86;7,89;39,46;3,45;53,69;71,58;232,64;89,48;17,9;0;15;0,47;49,57;10,11;55,56;3,55;8;0;2;27,87;6,85;31,15;0;1;25,43;0;1;14,14;8,23
1706100;54,26;68,49;57,16;37,11;92,99;42,53;94,73;43,73;67,64;19,12;72,94;68,94;25,5;54,47;59,12;9,36;9,71;0;13,72;0;6,75;85,3;12,26;86,25;84,71;99,28;99,48;93,23;60,72;6;27,44;5;36,58;1,6;22,8;31;5;8;8,92;12,85;75,86;5,93;27,44;82,32;164,63;109,75;13,72;0;0;0;61,64;13,74;55,56;1,65;2;0;0;23,53;0;25,88;0;1;216,22;88,48;3;12,21;9,6
1706258;59,9;74,69;56,1;48,92;74,82;41,71;90,2;92;63,88;14,95;77,53;68,04;13,26;62,54;95,73;24,15;50;0;0;4347,83;3,48;65,12;0,51;55,28;70,24;96,83;99,76;89,02;0;1;0;1;38,71;3,5;23,4;23,5;4,75;9,4;10,1;11,1;48,47;4,98;58,07;58,07;174,22;58,39;0;0;0;0;118,26;8,07;22,22;2,88;3;0;2;17,65;11,41;29,41;0;1;40,85;0;1;30,2;25,55
1706506;50,92;66,47;55,83;30,45;81,68;57,17;87,06;40;68,27;12,88;75;67,2;19,99;44,58;45,91;11,31;10,1;0;37,06;2020,2;8,11;77,27;26,94;66,83;66,61;95,17;89,51;91,34;64,47;6;38,27;5;54,67;1,2;24,5;29;4,85;6,9;8,12;6,63;55,71;1,83;32,8;49,2;278,83;49,2;16,4;0;6,52;0,95;67,88;12,47;33,33;4,37;1;0;1;30,3;0,5;79,8;0;1;255,21;142,96;4;16,07;10,82
1707009;54,25;67,01;58,77;36,97;84,91;46,44;94,28;42,42;58,96;20,23;85,66;70,23;29,42;63,73;41,22;13,5;33,21;4,52;31,62;0;5,83;87,15;28,99;90,1;84,04;96,71;97,08;96,27;90,92;6;43,66;6;15,06;1,6;24,9;35,4;4,5;13,8;12,53;13,54;70,79;8,38;22,58;58,72;108,41;18,07;9,03;0;0;0;18,65;5,53;54,55;4,77;8;5;4;22,88;10,52;29,52;0;1;632;228,15;4;17,8;13,73
1707108;53,48;63,25;60,87;36,34;88,28;34,24;93,91;36,55;81,1;17,57;75,94;68,85;24,81;58,82;50,35;11,38;19,23;0;28,99;0;7,37;79,79;4,78;70,19;74,21;98,3;98,95;98,3;61,05;6;48,31;6;43,48;0,4;11,9;23,7;5,3;2,4;20,84;7,96;57,45;2,71;14,49;72,46;188,41;86,96;14,49;0;0,78;0;61,36;12,39;55,56;1,15;2;0;0;16,35;5,74;29,81;0;1;314,77;131,21;3;15,22;11,45
1707207;51,2;62,77;55,38;35,46;82,46;29,24;86,15;53,22;67,37;10,92;76,11;67,13;19,13;58,71;58,93;5,07;13,16;0;27,77;2777,78;3,39;67,04;37,93;38,84;56,82;97;90,95;91,77;43,07;6;18,52;4;18,52;1,9;18,5;33,2;5,1;9,7;8,59;4,79;46,13;1,57;13,89;83,36;180,61;55,57;25,47;0;1,91;0,62;112,2;17,12;33,33;3,76;3;0;0;15,79;22,03;26,32;0;1;217,98;44;3;6,95;5
1707306;56,32;68,95;58,56;41,45;82,16;44,91;94,73;53,99;76,4;15,96;78,32;63,57;26,18;56,34;69,02;14,26;17,24;0;64,02;0;8,59;87,45;1,91;66,5;80,79;97,2;99,23;97,49;61,56;6;7,11;3;42,68;0,6;15,9;27;4,8;1,7;13,02;7,6;62,62;3,7;64,02;85,36;64,02;21,34;21,34;0;1,36;4,26;181,92;38,41;55,56;2,13;4;0;1;24,59;0,25;24,59;0;1;121,56;63,18;3;17,71;15,15
1707405;52,04;63,52;49,41;43,2;84,55;39,1;75,78;54,67;49,98;6,47;79,94;61,25;26,08;46,97;90,22;9,51;18,18;36,74;13,64;0;4,45;68,93;17,41;48,05;54,61;91,7;70,72;81,19;43,25;6;9,09;3;39,41;2,5;29;39,4;3,95;16,7;1,73;2,48;36,44;0,57;72,75;36,38;100,04;27,28;18,19;0;43,87;0,69;8,77;1,35;55,56;2,06;8;0;1;26,67;5,61;79,39;0;1;6,23;10,44;2;12,91;9,46
1707553;63,53;86,21;58,03;46,35;93,51;61,03;93,91;96,41;80,03;19,67;62,06;70,35;18,99;65,94;92,77;7,7;14,49;0;0;0;8,54;73,7;98,57;82,53;80,51;95,16;97,81;97,81;0;1;0;1;17,38;2,3;19,9;14,4;5,7;1,7;10,08;12,26;79,87;5,53;78,23;156,45;104,3;104,3;26,1;0;0;0;20,88;2,09;33,33;3,66;2;0;3;15,22;8,55;36,96;0;1;69,12;0;1;10,17;7,82
1707652;60,36;74,99;54,54;51,56;89,47;59,43;95,43;55,64;65,61;21,88;61,42;69,25;36,49;61,28;98,68;9,79;14,71;0;19;0;10,16;93,48;91,91;81,78;82,08;99,19;99,82;96,92;27,78;5;19;4;31,67;0,3;18,5;31,7;4,8;14,3;11,77;15,18;83,17;5,69;76;133;266,01;76;18,96;0;0;0;64,65;6,1;77,78;2,86;3;0;1;14,71;29,99;27,94;0;1;12,64;0;1;13,68;9,5
1707702;56,53;68,53;58,27;42,79;91,93;34,16;83,81;64,21;59,98;13,59;85,24;74,25;26,81;48,68;90,87;4,79;15,87;0;15,06;0;6,01;77,01;58,81;73,05;68,45;95,34;82,65;85,51;14,37;4;15,06;4;15,06;1,3;27,3;40,4;4,15;7,6;10,52;10,78;42,19;1,91;11,29;67,75;90,33;33,88;11,29;16,37;0;0;43,29;11,04;55,56;2,59;1;0;1;23,81;15,39;77,78;0;1;0;14,34;2;6,1;5
1708205;53,72;66,54;61,79;32,83;92,3;36,26;90,06;47,56;70,97;19,78;71,45;84,98;26,94;61,36;29,19;13,83;13,2;5,41;10,85;0;5,37;85,95;8,6;78,94;76,1;94,88;93,47;91,99;130,94;6;30,73;5;18,08;1,7;17,3;28,9;4,95;6,3;12,38;13,25;73,43;4,67;70,5;65,08;173,54;65,08;21,69;64,59;1,55;2,94;71,99;42,61;54,55;2,99;3;0;3;23,76;2,92;27,39;13,78;4;272,19;119,05;3;19,2;13,5
1708254;53,18;61,54;58,12;39,87;79,99;37,49;96,44;32,23;80,96;24,7;72,41;54,42;21,92;56,17;50,35;31,05;12,99;38,62;38,72;0;6,34;88,3;48,3;81,11;90,25;98,05;98,33;97,35;95,45;6;64,37;6;64,37;0,5;12,5;16,8;4,95;2,1;17,8;14,33;94,45;5,22;38,62;38,62;193,12;77,25;39,34;0;63,05;0;134,71;10,38;33,33;5,76;4;3;2;27,27;11,39;24,68;0;1;535,67;104,49;3;40,17;32,06
1708304;52,92;62,1;56,13;40,54;90,47;30,14;50,44;77,35;73,88;11,54;71,51;67,6;19,33;53;83,66;6,17;14,71;0;19,52;0;7,94;53,65;28,09;55,67;46,71;29,89;67,88;53,02;0;1;13,01;4;26,03;0,3;13,7;20,8;4,6;7,8;8,45;4,21;52,75;1,81;39,04;97,6;136,64;97,6;19,52;0;6,01;0,09;65,24;13,26;33,33;3,9;4;0;1;23,33;42,87;36,67;0;1;68,87;29,19;2;8,2;6,25
1709005;47,57;58,93;57,2;26,57;87,04;28,97;60,18;59,54;56,63;9,25;85,89;77,01;15,71;49,64;36,51;4,43;37,19;0;23,1;0;4,82;63,27;70,28;61,95;47,16;73,87;68,4;50,47;29,52;5;15,36;4;12,8;1,8;25;49,2;4,25;9,7;2,3;3,66;50,55;2,11;23,04;23,04;122,9;46,09;7,68;32,47;0;0;52,99;46,96;33,33;1,3;2;4;1;26,03;10,48;61,16;1,94;2;268,39;136,82;4;5;5
1709302;53,97;71,72;61,74;28,44;93,13;51,99;97,38;44,38;72,44;33,41;80,69;60,42;18,74;62,22;16,05;16,76;13,33;3,86;7,72;0;5,4;91,63;50,18;93,83;92,35;99,53;98,65;97,73;74,3;6;25,72;5;33,43;0,5;15,9;25,5;4,85;8,3;33,94;22,27;99,95;4,26;19,29;84,87;138,87;38,58;11,57;0;45;0,07;37,03;5,77;36,36;2,56;8;5;2;19,47;1,19;26,67;8,77;3;562,95;402,58;5;24,19;15,82
1709500;59,2;73,63;64,87;39,09;93,37;66,64;98,83;35,68;83,2;32,14;73,4;70,73;38,3;81,08;16,05;20,93;9,77;1,15;6,92;124,4;6,94;95,11;49,51;98,7;98,01;99,62;99,63;98,01;105,48;6;60,01;6;47,7;0,2;12,3;24,2;5,85;3,5;15,21;30,17;103,16;6,88;73,86;103,87;125,8;43,86;10,39;0;0;0;6,44;0,4;80;3,5;5;4;8;14,27;5,05;23,59;2,86;3;632;500;5;30,64;19,48
1709807;55,85;73,71;57,19;36,66;83,1;79,94;90,75;41,04;75,57;11,7;73,26;68,25;20,59;57,35;50,35;18,33;32,26;0;52,85;0;4,58;77,18;71,39;57,37;78,75;95,53;94,41;91,28;136,91;6;33,09;5;49,63;0,6;15,3;15,6;4,35;4,1;7,01;5,72;45,14;7,32;99,26;99,26;99,26;49,63;0;0;0;0;63,99;26,8;44,44;1,46;6;0;1;22,73;0;27,27;0;1;356,64;130,72;3;23,82;18,86
1710508;55,08;66,28;60,51;38,44;84,07;58;72,7;50,36;76,25;16,4;72,71;76,67;15,21;44,18;87,05;7,3;45,8;0;13,45;763,36;5,69;63,89;41,7;78,03;64,26;76,88;77,13;70,79;72,25;6;26,91;5;4,48;0,7;14;35,3;5,45;4,2;12,26;9,49;62,12;3,25;26,91;121,08;161,44;67,27;17,95;32,05;0;0;68,12;45,22;33,33;0,94;3;0;3;37,4;23,23;70,99;1,68;2;47,1;0;1;9,69;7,4
1710706;55,12;69,79;52,65;42,91;83,17;48,28;79,86;67,83;63,27;11,1;76,82;59,41;22,85;48,33;95,22;5,25;25,43;16,89;31,16;0;7,14;70,73;88,7;56,28;58,08;94,13;78,35;83,77;22,77;5;5,68;2;28,42;0,5;22,5;35,7;3,95;7,6;5,9;7,24;46,04;1,19;51,16;51,1;238,74;17,05;17,05;0,12;50,15;0,36;37,69;2,74;44,44;3,09;2;0;0;20;35,19;73,75;0;1;45,67;0;1;7,5;5
1710904;50,15;58,17;55,22;37,05;80,49;16,64;76,37;59,16;68,84;12,11;71,35;68,59;15,48;42,14;82,86;7,73;17,54;26,48;53,09;0;3,94;67,14;40,89;54,2;64,96;88,36;75,08;75,41;69,59;6;8,83;3;17,65;1,8;14;31,9;4,55;6,7;6,01;4,73;59,36;2,98;79,43;52,95;185,33;105,9;0;0;0;0;98,69;5,27;22,22;4,48;7;0;1;33,33;61,34;54,39;0;1;76,52;39,45;2;10,06;7,94
1711100;53,48;76,67;48,6;35,18;86,15;31,88;88,64;100;64,58;19,13;62,65;48,04;19,02;58,99;48,84;13,85;27,03;0;41,2;0;4,43;86,75;1,34;64,15;76,68;98,76;80,04;95,94;0;1;0;1;0;0,3;18,8;24,5;4,45;15,7;13,34;11,77;72,29;3,78;41,07;123,61;329,63;41,2;41,2;0;95,72;0,04;97,33;16,94;22,22;7,02;2;0;3;21,62;62,05;29,73;0;1;227,19;349;4;17,72;14,42
1711506;52,46;68,43;55,88;33,06;79,73;25,73;85,16;83,12;68,02;11,28;75,58;68,63;27,15;55,83;32,09;17,15;60,61;0;39,18;0;4,99;77,74;3,57;37,33;51,38;92,01;94,39;92,67;0;1;8,66;3;25,98;2,3;22,3;19,1;4,8;9;5,13;7,6;46,12;2,6;25,98;155,88;51,96;25,98;29,69;0;0;0;94,92;5,93;55,56;2,84;2;3;2;26,32;1,02;36,84;0;1;604,83;500;5;23,12;17,15
1711803;53,79;65,65;48,23;47,51;92,07;30,45;88,79;51,29;53,82;16,99;61,52;60,58;26,2;49,61;100;14,22;27,78;0;0;0;6,23;51,36;12,5;46,51;53,96;97,67;96,5;96,76;60,28;6;30,4;5;0;2;22,4;31,5;3,4;14,8;5,78;5,68;94,34;2,56;45,6;136,8;228;75,88;45,41;0;43,68;0;44,22;5,49;44,44;5,49;2;3;1;21,88;50,62;65,63;0;1;0;0;1;20,06;13,68
1711902;53,57;58,88;58,05;43,78;82,61;30,06;77,24;45,62;55,21;12,5;80;84,48;36,48;57,83;68,79;12,03;33,9;14,97;17,59;780,72;5,21;61,48;7,02;70,17;62,82;92,61;77,55;74,13;66,91;6;34,94;5;27,45;6,6;20,4;36,1;3,95;5,3;5,74;4,83;57,89;6,62;14,97;52,41;112,3;59,89;29,95;68,85;2,69;0,55;138,54;61,13;77,78;2,85;7;0;3;29,66;5,19;20,76;0,52;2;134,33;17,72;2;16,92;11,6
1711951;49,51;58,09;52,25;38,19;85,07;26,85;76,49;43,94;54,13;10,73;74,46;69,67;21,72;42,74;82,25;6,02;23,09;0;46,34;0;6,42;72,69;4,74;70,69;69,83;90,12;73,21;73,08;60,88;6;46,34;6;7,72;1,9;28,1;40;3,95;12,6;8,38;3,93;46,97;2,32;46,34;46,34;139,02;92,68;23,39;0;0;0;39,96;7,97;44,44;2,28;2;0;2;37,29;83,3;37,29;0;1;82,36;23,69;2;8,11;6,02
1712009;59,13;70,54;56,82;50,03;92,03;53,76;92,5;43,87;77,99;22,53;56,29;70,45;20,05;59,14;100;20,92;28,93;0;0;0;5,86;76,15;5,73;77,28;88,16;96,11;96,11;89,22;129,39;6;10,64;4;63,82;0,8;15,6;21,7;5,25;4,3;16,87;13,06;79,62;8,8;31,91;95,72;95,72;159,54;95,72;0;0;0;14,33;2,84;33,33;4,42;8;3;5;19,57;183,38;21,74;0;1;0;0;1;27,44;21,38
1712157;59,41;80,66;56,76;40,81;90,03;40,94;91,67;100;80,62;15,19;61,64;69,58;16,75;56,57;77,89;12,02;41,67;0;0;0;4,91;73,76;0,61;71,66;70,17;96,69;98,9;94,75;0;1;0;1;0;1;11,5;20,3;5,3;3,1;11,5;12,22;45,66;3,32;122,25;104;104;156,01;0;0;0;0;33,82;12,28;33,33;2,05;2;4;2;20,83;24,85;50;0;1;36,83;65,23;3;14,56;13
1712405;50,85;64,59;51,14;36,83;83,42;62,47;57,87;54,58;58,86;8,86;73,47;63,36;14,65;55,14;70,53;7;21,53;26,74;35,63;0;2,27;69,58;13,36;69,33;42,13;76,72;49,39;60,7;34,44;5;26,74;5;8,91;1;21,1;44,6;3,8;8,9;3,27;4,19;45,78;0,46;26,74;80,19;106,95;106,72;26,74;4,24;0;0;41,03;161,53;33,33;0,54;2;0;0;18,37;7,96;44,9;0;1;194,39;33,23;2;10,43;6,42
1712454;55,13;71,23;54,59;39,56;87,29;37,35;87,76;72,54;75,08;10,26;74,94;58,08;12,34;58,03;72,54;15,33;24,91;0;32,18;0;6,05;88,79;7;62,9;78,49;98,46;84,18;88,48;0;1;21,45;5;21,45;0,1;16;28,8;4,9;4,7;3,09;3,81;54,33;3,33;64,35;160,88;64,35;32,18;0;0;55,53;1,15;23,09;7,29;22,22;2,22;5;4;2;17,02;5,81;68,09;0;1;87,97;78,99;3;21,56;14,8
1712504;54,66;63,54;57,84;42,6;92,17;35,14;84,89;41,98;63,4;17,67;84,14;66,17;17,08;59,32;78,86;15,15;14,29;0;19,43;0;4,66;75,61;11,31;53,89;50,2;97,26;91,97;90,65;103,41;6;32,21;5;45,09;1,5;19;37,7;4,25;8,2;24,78;9,16;42,69;4,89;19,32;57,97;77,29;35,79;19,32;0,01;8,06;1,03;92,97;15,8;33,33;2,28;4;0;2;21,43;43,37;18,57;0;1;27,56;51,42;3;20,87;14,88
1712702;52,58;62,1;57,52;38,13;86,01;35,37;72,54;54,48;61,46;10,45;79,84;78,33;17,47;49,44;73,95;11,65;20,41;0;37,26;0;8,7;63,26;1,79;63,67;65,22;94,35;62,17;69,57;126,82;6;12,42;4;12,42;0,4;28;44,8;4,4;7,5;4,57;5,69;49,23;1,13;49,89;37,26;186,29;55,89;0;63,64;0;0;78,8;195,68;33,33;2,57;1;0;2;26,53;71,37;51,02;0;1;249,03;0;1;19;9,69
1712801;50,71;64,14;58,99;29,02;93,25;35,73;72,53;55,04;67,04;11,52;71,2;86,2;19,95;52,13;25,18;18,81;23,26;0;0;0;5,6;52,39;33,78;63,51;52,5;90,8;68,92;74,16;79,37;6;19,46;4;9,73;0,3;22,5;31,3;4,25;6,6;5,06;5,89;55,5;1,17;145,94;29,19;145,94;58,38;0;70,5;19,52;0,12;39,57;8,99;33,33;4,35;4;0;2;20;27,31;85,71;3,81;3;412,54;318,48;4;26,56;18,1
1713205;52,18;66,99;61,5;28,05;84,69;44,81;93,97;44,5;66,02;31,1;79,03;69,86;27,9;64,22;9,13;10,93;16,95;5,48;43,84;333,19;5,82;90,83;84,93;91,31;89;97,46;96,31;92,3;59;6;27,4;5;32,88;1;18,9;28,5;4,65;12;27,65;24,35;86,73;6,61;16,44;82,2;131,52;82,2;5,48;0;0;0;31,81;7,47;54,55;3,68;4;4;3;20,34;1,43;25,42;84,91;5;632;184,84;4;16,17;10,08
1713304;57,53;67,43;59,36;45,8;83,86;39,23;95,21;51,41;70,88;30,25;72,62;63,67;23,09;67,52;82,98;9,62;14,47;7,44;40,94;673,95;6,34;89,06;14;90,2;88,22;98,79;95,54;96,52;60,98;6;14,89;4;27,29;2,1;17,7;26,9;4,75;4,6;30,77;17,39;98,18;4,86;52,11;111,66;171,21;44,66;14,89;0;30,85;0,12;30,51;2,08;44,44;3,26;14;5;3;14,92;12,13;25,41;0;1;75,39;33,9;2;12,88;9,68
1713601;53,89;67,29;55,97;38,39;86,85;38,04;84,69;59,58;63,95;9,5;82,17;68,26;22,18;59,37;62,63;9,39;12,2;22,36;25,17;0;4,49;58,59;98,67;42,9;58,36;94,35;95,84;83,72;36,21;5;16,78;4;12,58;0,8;24,9;42,9;4,45;5,7;5,52;5,28;37,47;4;12,58;37,75;188,75;50,33;12,58;0;0;0;73,06;22,69;44,44;2,6;2;0;2;19,51;14;41,46;0;1;182,69;65,79;3;12,58;9,44
1713700;49,71;60,82;48,86;39,44;71,48;26,79;91,92;53,08;77,72;8,45;61,92;47,36;27,45;55,79;63,08;11,45;80;0;65,82;0;5,01;84,31;2,32;49,28;67,3;99,71;96,77;96,92;0;1;73,13;6;87,76;0,6;9,4;32,47;4,8;1,1;4,3;5,02;35,63;2,02;87,76;87,76;87,76;131,64;44,19;0;0,2;60,77;130,01;20,48;55,56;3,05;4;1;1;24;35,64;16;0;1;91,11;214,47;4;14,04;12,29
1713809;53,54;62,13;55,7;42,78;91,29;25,59;87,6;44,05;66,55;9,9;77,99;68,37;22,27;56,91;86,42;5,53;18,94;0;15,22;0;6,06;72,05;28,6;62,5;69,03;96,7;88,69;91,15;56,23;6;20,03;5;35,05;0,3;21,1;41,3;4,5;6,1;4,94;6,04;42,76;1,35;30,04;30,04;195,25;15,02;45,06;0;7,91;0,44;29,88;2,08;44,44;2,67;3;0;2;19,4;4,46;64,18;0;1;42,55;38,52;2;7,66;5,41
1713957;49,71;66;50,13;32,99;89,45;36,64;86,7;51,23;66,18;9,76;71,77;52,8;23,21;47,01;51,55;10,18;18,18;0;28,46;0;5,57;74,8;11,08;56,52;73,65;91,6;87,23;90,56;112,87;6;18,77;4;28,16;0,5;20,3;36,6;4,1;5,4;4,17;2,84;53,8;1,38;28,16;75,39;197,13;84,48;28,16;0;80,19;0,09;49,86;5,58;44,44;3,35;6;0;2;27,27;4,36;94,55;0;1;201,28;135,23;4;15,21;9,29
1714203;54,59;67,92;60,87;34,97;86,97;54,1;87,52;43,1;76,81;24,43;73,29;68,94;25,62;53,64;54,87;5,75;7,46;21,64;10,82;805,06;5,97;85,81;7,25;84,68;78,94;95,34;90,42;84,27;43,02;6;21,64;5;39,67;0,7;16;25,5;5,35;5,3;19,03;18,98;73,86;5,78;64,91;54,09;140,63;54,09;32,45;0;0;0;51,6;17,84;55,56;1,73;3;0;1;23,88;5,89;45,52;0;1;169,58;163,94;4;8,33;5,41
1714302;54,33;72,79;50,51;39,69;93,38;51,02;82,34;64,41;62,46;12,24;71,9;55,46;16,81;52,67;81,95;7,34;20,83;0;0;0;6,29;84,95;7,22;95,13;52,92;96,52;83,42;88,74;35,31;5;8,55;3;17,1;1,2;22;33,5;4,75;13,8;3,9;6,06;61,38;2,48;51,31;128,27;102,62;51,31;24,38;0;71,4;0,15;18,18;1,83;33,33;2,09;4;0;1;20;1,84;75;0;1;85,3;33,13;2;11,03;6,67
1714880;53,36;62,88;53,62;43,56;84,96;35,64;88,39;42,55;61,43;16,84;77,09;59,11;22,76;53,94;88,38;9,18;16,67;8,57;33,84;555,56;5,96;72,12;3,91;76,69;71,12;94,58;91,89;91,24;89,64;6;33,84;5;42,3;0,9;26,2;28,7;4,2;11,7;16,4;6,49;67,54;2,03;42,3;67,69;152,3;50,77;17,12;0;50,4;0;42,15;7,72;44,44;3,02;2;0;2;23,33;1,86;66,11;0;1;23,77;21,07;2;12,86;8,88
1715002;55,62;71,44;57,39;38,03;84,65;30,36;94,47;76,26;80,13;12,97;66,33;70,14;11,19;68,38;64,14;8,41;23,82;23,47;23,47;0;4,48;62,93;18,03;64,77;75,8;99,48;99,07;98,13;0;1;15,65;4;31,3;0,7;11,4;19,3;4,95;2,4;5,61;8,56;53,6;3,52;46,95;117,37;234,74;70,42;26,21;0;0;0;30,71;2,32;22,22;1,39;2;0;1;8,77;0;21,05;0;1;168,22;71,73;3;11,27;8,45
1715101;55,08;68,23;54,22;42,8;79,12;58,1;80,23;55,46;68,97;13,32;67,88;66,71;27,32;58,54;73,33;12,02;32,26;23,03;46,06;0;4,87;74,25;68,74;80,91;72,11;91,21;74,37;82,04;61,59;6;15,35;4;7,68;0,3;19,9;33;4,25;4,6;4,69;5,96;66,9;3,43;115,15;92,12;115,15;46,06;23,03;0;0;0;68,12;56,4;55,56;2,96;4;0;3;25,81;28,18;25,81;0;1;80,36;60,75;3;17,04;11,52
