IBGE;MUNIC;UF;ARRECADA;VABAGRO;VABIND;VABSER;VABSER;VABTOT;IMPLIQ;POP21;PIB;PIBPC;VAB1;VAB2;VAB3;RPC;PATLIQP;RMDEC;PATLIQD;POBE23;POB23;CADU
1713809;Palmeiras do Tocantins;TO;8350961,51;27400,921;5988,571;10082,945;48891,212;92363,649;2993,815;6830,00;95357,464;13961,56;ADM;PEC;DMS;154,42;2684,61;4376,36;76082,61;2691;453;4286
1713957;Muricilândia;TO;1445051,45;28174,735;1324,142;6554,805;32013,49;68067,173;1397,787;3623,00;69464,96;19173,33;ADM;PEC;DMS;160,05;4485,72;3905,53;109457,70;1281;296;2840
1714203;Natividade;TO;9771045,92;50942,515;57012,305;53498,22;67661,469;229114,509;18225,683;9256,00;247340,192;26722,15;ADM;IEXT;DMS;780,14;15094,90;6570,21;127127,61;2451;935;5945
1714302;Nazaré;TO;3617462,01;12437,348;2916,887;9372,571;30855,44;55582,246;2557,133;3772,00;58139,378;15413,41;ADM;PEC;DMS;331,79;4800,62;5142,07;74400,46;1812;243;3419
1714880;Nova Olinda;TO;8395896,56;33226,05;28270,094;112779,476;87617,236;261892,856;58418,267;12014,00;320311,123;26661,49;ADM;COM;DMS;139,40;1164,07;3828,94;31974,22;3267;1139;7530
1715002;Nova Rosalândia;TO;4456073,33;49602,068;2733,92;12704,536;32803,037;97843,56;3071,353;4348,00;100914,913;23209,5;AGR;ADM;DMS;280,99;6845,05;4799,16;116909,05;1075;268;2458
1715101;Novo Acordo;TO;5786235,76;27013,972;2520,941;15340,272;35316,69;80191,876;4531,531;4450,00;84723,407;19038,97;ADM;AGR;DMS;325,49;6117,43;5421,19;101887,62;1662;286;2826
1715150;Novo Alegre;TO;1555576,66;9297,162;1257,246;4638,856;19225,885;34419,148;1101,924;2332,00;35521,072;15232,02;ADM;PEC;DMS;403,10;4090,03;6351,61;64445,69;630;100;1325
1715259;Novo Jardim;TO;4176619,25;9616,731;2723,034;5483,019;23061,05;40883,833;1787,896;2768,00;42671,729;15416,09;ADM;PEC;DMS;196,12;2204,72;4173,18;46914,29;976;231;2072
1715507;Oliveira de Fátima;TO;109718875,4;10865,931;755,092;3944,108;13086,307;28651,438;817,172;1124,00;29468,609;26217,62;ADM;AGR;PEC;352,13;5524,47;3713,94;58267,57;390;161;1040
1715705;Palmeirante;TO;5887257,02;85087,56;5024,525;35341,709;51723,762;177177,557;8171,467;6234,00;185349,023;29731,96;AGR;ADM;PEC;105,79;1327,05;4079,08;51170,88;1800;483;3449
1715754;Palmeirópolis;TO;11373086,89;54230,329;9342,006;38999,764;57856,682;160428,781;9689,203;7694,00;170117,984;22110,47;ADM;AGR;DMS;451,50;8997,00;5104,18;101709,83;1877;372;4794
1716109;Paraíso do Tocantins;TO;94359289,86;66861,066;202138,518;647924,915;368210,924;1285135,422;228558,07;52521,00;1513693,492;28820,73;ADM;DMS;COM;842,69;26370,89;6533,44;204454,20;3429;4325;19031
1716208;Paranã;TO;8711670,83;57931,715;139680,027;29269,938;79494,405;306376,085;9020,681;10426,00;315396,766;30250,98;ELET;ADM;PEC;245,57;3405,90;6344,18;87988,62;6069;423;8072
1716307;Pau D'Arco;TO;6352349,41;36195,995;1969,833;11712,549;37685,788;87564,166;3605,15;4885,00;91169,316;18663,11;ADM;PEC;DMS;219,42;3602,75;4600,99;75545,94;1654;420;3144
1716505;Pedro Afonso;TO;54136929,54;420746,457;135393,369;130679,65;106587,059;793406,535;55264,415;13964,00;848670,949;60775,63;AGR;ITF;ADM;841,53;17583,51;6585,43;137600,95;1466;1627;7142
1716604;Peixe;TO;4576666,28;295280,415;287006,404;45271,278;95257,075;722815,171;11114,215;11996,00;733929,386;61181,18;ELET;AGR;ADM;279,64;8692,67;5398,57;167817,98;3278;464;6408
1716653;Pequizeiro;TO;5969968,94;41251,518;3260,44;14166,528;44519,109;103197,595;4408,589;5546,00;107606,183;19402,49;ADM;PEC;DMS;223,99;15856,96;4242,78;300355,87;1357;804;3820
1716703;Colméia;TO;11891903,45;41566,907;8275,432;60683,538;60267,306;170793,183;12002,459;8078,00;182795,642;22628,82;ADM;DMS;PEC;553,92;27434,85;4917,58;243562,86;1969;747;5452
1717008;Pindorama do Tocantins;TO;4612765,37;33420,666;2672,103;10966,907;35020,66;82080,336;2925,323;4414,00;85005,659;19258,19;ADM;PEC;AGR;174,93;3806,28;3707,79;80678,51;1539;376;3472
1717206;Piraquê;TO;5269153,66;54669,227;1430,37;6323,043;26219,444;88642,084;1298,343;3038,00;89940,427;29605,14;PEC;ADM;AGR;149,02;1432,41;3674,56;35321,08;1185;209;2126
1717503;Pium;TO;16439862,71;253143,481;10437,901;28827,015;61852,159;354260,556;7653,97;7830,00;361914,527;46221,52;AGR;ADM;PEC;309,08;20861,87;5476,36;369641,82;1218;831;4697
1717800;Ponte Alta do Bom Jesus;TO;6051926,28;16378,649;2742,01;9907,438;33880,381;62908,478;3249,776;4586,00;66158,254;14426,13;ADM;PEC;DMS;211,13;2005,58;4751,51;45135,44;1743;321;3512
1717909;Ponte Alta do Tocantins;TO;9824535,04;30046,236;4451,859;19757,534;60805,378;115061,008;6109,423;8192,00;121170,43;14791,31;ADM;PEC;DMS;199,15;5118,17;4380,29;112572,07;2148;639;4944
1718006;Porto Alegre do Tocantins;TO;30522385306;11067,176;1993,34;6965,531;25251,41;45277,459;1765,204;3200,00;47042,663;14700,83;ADM;AGR;DMS;180,25;2379,26;4499,19;59387,72;973;190;2091
1718204;Porto Nacional;TO;242336138,5;504037,197;594707,877;1268066,928;455229,796;2822041,798;827379,486;53618,00;3649421,284;68063,36;COM;DMS;ITF;958,51;17652,37;6467,18;119103,23;8029;7864;37051
1718303;Praia Norte;TO;1152010,33;13436,201;3669,674;10981,598;63120,128;91207,6;1930,997;8563,00;93138,597;10876,87;ADM;DMS;PEC;130,49;813,73;3733,63;23283,01;2521;995;5269
1718402;Presidente Kennedy;TO;4352390,48;18096,429;2447,039;11577,921;29451,368;61572,758;3592,517;3668,00;65165,275;17765,89;ADM;PEC;DMS;501,49;15844,56;5594,65;176761,61;964;67;2034
1718451;Pugmil;TO;8736925,7;25068,895;7808,071;18569,246;24447,133;75893,345;6769,948;2746,00;82663,293;30103,17;ADM;AGR;DMS;493,23;15242,42;8121,80;250991,86;976;164;1814
1718501;Recursolândia;TO;3739822,57;45604,127;1700,476;8461,571;34102,002;89868,175;1611,616;4389,00;91479,791;20842,97;ADM;AGR;PEC;144,32;1313,01;4676,55;42545,46;2194;164;3226
1718550;Riachinho;TO;3640385,81;19680,817;1684,633;7722,955;38097,88;67186,284;1350,141;4723,00;68536,425;14511,21;ADM;PEC;AGR;194,01;3077,44;4276,72;67837,02;1748;332;3466
1718659;Rio da Conceição;TO;3275141,71;1582,16;1302,956;4383,27;21266,122;28534,509;607,955;2211,00;29142,464;13180,67;ADM;DMS;AGR;151,86;845,85;4020,47;22394,29;756;211;1522
1718709;Rio dos Bois;TO;3604930,4;49060,335;1876,378;8525,059;24478,63;83940,403;1987,845;2879,00;85928,248;29846,56;AGR;ADM;DMS;269,63;8444,33;5969,38;186953,62;848;378;2387
1718758;Rio Sono;TO;5951037,96;44815,696;3728,719;12207,273;47724,776;108476,464;2966,951;6498,00;111443,415;17150,42;ADM;AGR;PEC;216,88;2908,39;5230,97;70147,40;2812;232;4192
1718808;Sampaio;TO;3623149,61;89574,589;3454,845;12570,449;38255,719;143855,602;2007,582;4876,00;145863,184;29914,52;AGR;ADM;DMS;175,25;1416,41;3701,17;29913,07;3072;152;4164
1718840;Sandolândia;TO;5386634,83;69974,205;2224,345;12801,715;27967,935;112968,2;3767,893;3371,00;116736,092;34629,51;PEC;ADM;DMS;331,72;9639,02;4190,64;121769,37;1372;545;3183
1718865;Santa Fé do Araguaia;TO;7925058,07;78913,368;4573,946;27045,796;56952,791;167485,901;8441,002;7678,00;175926,902;22913,12;ADM;AGR;PEC;239,22;4697,04;3924,14;77049,71;1020;1052;4492
1718881;Santa Maria do Tocantins;TO;2187506974;94479,439;3383,724;11794,701;27605,699;137263,562;2366,685;3537,00;139630,247;39477,03;AGR;ADM;PEC;354,25;14452,17;7221,67;294621,52;734;124;1811
1718899;Santa Rita do Tocantins;TO;233892590,7;114173,948;3708,306;30223,059;21673,075;169778,388;10494,193;2407,00;180272,582;74895,13;AGR;PEC;ADM;319,98;14110,69;5301,87;233806,35;314;271;1417
1718907;Santa Rosa do Tocantins;TO;648864899,6;177193,151;7929,517;65327,364;41786,015;292236,047;15448,97;4864,00;307685,016;63257,61;AGR;ADM;COM;272,02;10543,11;4545,54;176179,02;1889;451;3870
1719004;Santa Tereza do Tocantins;TO;3566641,56;12488,706;2016,913;6807,329;25103,999;46416,946;1681,491;2928,00;48098,437;16427,06;ADM;PEC;DMS;191,03;3181,94;4192,46;69833,97;805;207;2024
1720002;Santa Terezinha do Tocantins;TO;13342450,1;13774,261;1014,95;4757,276;21266,248;40812,734;1118,242;2530,00;41930,976;16573,51;ADM;PEC;DMS;176,70;6453,72;3821,02;139554,69;589;303;1858
1720101;São Bento do Tocantins;TO;7524318,31;16583,676;1700,455;11641,153;40518,937;70444,221;3145,325;5457,00;73589,547;13485,35;ADM;PEC;DMS;145,92;3015,40;3676,02;75962,63;2403;360;4214
1720150;São Félix do Tocantins;TO;25935699,19;11872,463;1042,354;6035,47;16616,581;35566,867;973,866;1610,00;36540,734;22696,11;ADM;AGR;DMS;185,11;560,21;3841,62;11626,28;483;225;1367
1720200;São Miguel do Tocantins;TO;8869906,82;127108,471;5606,159;27537,827;90078,104;250330,56;5483,531;12445,00;255814,091;20555,57;FLR;ADM;DMS;141,50;580,61;4886,53;20050,74;5892;753;8633
1720259;São Salvador do Tocantins;TO;3247876,77;13227,061;1305,908;7023,158;26404,051;47960,178;1507,312;3106,00;49467,49;15926,43;ADM;PEC;DMS;180,38;697,27;4260,29;16468,25;1161;124;2110
1720309;São Sebastião do Tocantins;TO;584196853,4;12539,792;3516,976;7888,712;36475,386;60420,866;1383,509;4898,00;61804,374;12618,29;ADM;PEC;DMS;203,72;1146,86;4373,68;24621,93;2395;306;3906
1720499;São Valério da Natividade;TO;6961910,37;87585,308;4579,702;24105,473;32884,565;149155,048;7579,069;3848,00;156734,117;40731,32;AGR;ADM;PEC;302,60;21110,56;3848,00;268454,81;1388;327;3366
1720655;Silvanópolis;TO;9085000,34;116882,979;11767,591;56857,817;41041,67;226550,056;13778,524;5452,00;240328,58;44080,81;AGR;ADM;DMS;392,41;10697,93;5489,73;149660,66;2641;306;4010
1720804;Sítio Novo do Tocantins;TO;2494426,31;28314,238;5546,166;21916,862;72119,298;127896,564;4965,434;8965,00;132861,998;14820,08;ADM;DMS;PEC;288,12;3328,04;5236,79;60489,60;4258;410;7488
1720853;Sucupira;TO;21944963,35;494498,052;2556,276;12619,99;19211,505;528885,822;3488,151;2007,00;532373,973;265258,58;FLR;AGR;PEC;215,05;8839,76;4853,40;199497,26;290;157;1334
1720903;Taguatinga;TO;24191967,31;81241,266;32126,393;68222,277;121001,864;302591,8;15660,881;16966,00;318252,681;18758,26;ADM;DMS;PEC;303,94;7502,64;6641,18;163937,50;7306;387;10708
1720937;Taipas do Tocantins;TO;2750485,67;9908,961;872,128;4182,711;19373,147;34336,946;909,323;2183,00;35246,269;16145,79;ADM;PEC;DMS;134,20;1265,95;3588,48;33852,51;662;139;1497
1720978;Talismã;TO;4466415,03;93129,519;3816,485;17592,299;27479,367;142017,67;4690,303;2831,00;146707,973;51821,96;AGR;PEC;ADM;341,42;12847,92;5000,33;188168,56;500;271;1960
1721000;Palmas;TO;2374557583;262385,454;1102005,295;5101296,908;2518200,618;8983888,275;1349530,249;313348,97;10333418,52;32977,35;DMS;ADM;COM;1897,68;48328,78;18430,16;469366,87;49194;24433;142908
1721109;Tocantínia;TO;6987179,62;104743,26;5178,777;17663,127;60039,749;187624,913;3747,937;7688,00;191372,85;24892,41;AGR;ADM;DMS;286,63;1014,98;5932,68;21008,34;4557;465;6323
1721208;Tocantinópolis;TO;38676458,78;21116,871;38015,079;111187,72;161191,03;331510,7;41131,171;22820,00;372641,872;16329,62;ADM;DMS;COM;568,01;9623,80;6382,81;108143,54;8420;1591;16352
1721257;Tupirama;TO;3425421,92;62584,687;2490,286;28899,747;18662,659;112637,379;6201,204;1952,00;118838,583;60880,42;AGR;ADM;COM;381,22;-40,72;4637,32;-495,34;494;113;1205
1721307;Tupiratins;TO;3118988,26;8507,314;930,939;4544,777;23684,792;37667,821;950,744;2785,00;38618,565;13866,63;ADM;PEC;DMS;189,99;3140,56;4713,54;77914,33;792;65;1631
1722081;Wanderlândia;TO;5562695,46;45033,841;20029,902;28649,418;78203,447;171916,609;11507,775;11783,00;183424,384;15566,87;ADM;AGR;DMS;186,27;2373,46;4640,44;59130,02;4148;439;6660
1722107;Xambioá;TO;32392013,18;39626,338;230239,166;68700,592;85680,032;424246,128;46773,703;11500,00;471019,831;40958,25;ITF;ADM;DMS;471,59;7542,84;6016,36;96227,55;4211;591;7089
2100055;Açailândia;MA;295956350,2;492701,154;1393405,566;971178,934;515417,373;3372703,027;456077,026;113783,01;3828780,053;33649,84;ITF;DMS;ADM;447,60;5949,22;5537,26;73598,16;21430;14346;60931
2100204;Alcântara;MA;6875822,07;16394,547;6573,494;34499,069;84740,906;142208,015;6589,422;22126,01;148797,437;6725;ADM;DMS;FLR;146,56;235,83;4123,04;6634,33;15820;742;19132
2100402;Altamira do Maranhão;MA;211101560,8;21461,29;1829,055;12872,707;32753,152;68916,204;2609,352;8250,00;71525,556;8669,76;ADM;PEC;DMS;139,83;541,24;5000,21;19354,64;4149;159;5062
2100436;Alto Alegre do Maranhão;MA;9080016,49;12130,813;11963,199;142262,171;100746,898;267103,081;36053,229;28066,00;303156,31;10801,55;ADM;DMS;COM;58,17;340,20;3593,38;21013,68;12725;1146;17739
2100477;Alto Alegre do Pindaré;MA;14814252,95;32375,604;8298,573;56454,305;141160,428;238288,911;13496,591;31967,00;251785,502;7876,42;ADM;DMS;PEC;97,40;500,74;3748,63;19271,11;16874;627;21944
2100501;Alto Parnaíba;MA;15646312;362237,776;34198,51;105145,7;57483,34;559065,326;19926,06;11233,00;578991,387;51543,79;AGR;DMS;ADM;357,01;9373,22;5092,56;133705,55;5113;649;8126
2100550;Amapá do Maranhão;MA;3351963,66;13419,768;2679,925;17852,966;32304,538;66257,197;3956,102;7047,00;70213,299;9963,57;ADM;DMS;PEC;108,66;491,69;4205,49;19029,14;5320;159;6471
2100600;Amarante do Maranhão;MA;13286438,85;126799,59;9024,62;85808,294;150375,822;372008,327;16684,865;42016,98;388693,192;9250,86;ADM;PEC;DMS;94,99;1113,28;4185,69;49056,18;18683;3088;29044
2100709;Anajatuba;MA;6937522,95;47951,165;5317,116;46535,091;97736,742;197540,114;10102,756;27169,99;207642,87;7642,36;ADM;DMS;PEC;111,96;244,44;4564,38;9965,36;17036;263;19037
2100832;Apicum-Açu;MA;5081270,32;17379,193;4425,275;31614,897;74051,537;127470,902;6507,965;17582,00;133978,868;7620,23;ADM;DMS;FLR;73,93;230,04;4614,42;14357,47;14485;333;16711
2100873;Araguanã (Maranhão);MA;4494489,93;13738,081;2436,848;19664,037;61691,122;97530,087;4223,851;15675,00;101753,938;6491,48;ADM;DMS;PEC;59,52;664,54;3955,28;44163,65;6173;393;8187
2100956;Arame;MA;15948087,3;80029,706;7960,853;65944,316;121108,777;275043,652;15318,611;32824,98;290362,263;8845,77;ADM;PEC;DMS;88,27;1426,72;4203,44;67943,50;17605;1591;22543
2101004;Arari;MA;15962003,31;66123,611;9555,841;94406,647;121579,715;291665,814;21637,52;30014,01;313303,333;10438,57;ADM;DMS;AGR;206,50;614,84;4196,24;12493,91;12726;2621;21061
2101103;Axixá;MA;5201993,59;12953,266;4087,646;25534,574;49686,303;92261,789;5181,614;12233,99;97443,403;7964,97;ADM;DMS;FLR;145,35;638,38;4552,28;19993,18;8022;208;9306
2101202;Bacabal;MA;121860638,3;80707,973;98685,276;765049,714;386282,456;1330725,42;183985,329;105094,03;1514710,749;14412,91;DMS;ADM;COM;367,54;5112,25;6088,35;84684,20;55967;2924;75305
2101251;Bacabeira;MA;21220938,28;15905,677;349714,885;115238,512;78080,705;558939,779;40382,273;17446,00;599322,052;34352,98;IEXT;ITF;DMS;122,91;796,50;4101,59;26578,90;9068;1675;12920
2101301;Bacuri;MA;6329428,06;10523,924;3717,36;27420,093;76789,935;118451,311;4454,323;18726,00;122905,635;6563,37;ADM;DMS;FLR;130,19;301,19;4706,47;10888,48;9008;187;11410
2101350;Bacurituba;MA;4316333,89;5229,79;1106,968;7821,439;24116,204;38274,401;1326,011;5696,00;39600,412;6952,32;ADM;DMS;PEC;62,72;169,49;3995,63;10798,13;3658;123;4734
2101400;Balsas;MA;402796804,6;1893662,454;251291,233;2906431,136;409136,824;5460521,648;847087,908;96951,00;6307609,556;65059,77;AGR;COM;DMS;804,32;24752,37;7014,29;215860,92;33985;7330;60750
2101608;Barra do Corda;MA;34204623,24;72029,116;38108,456;363493,049;337106,457;810737,078;78589,673;88894,98;889326,752;10004,24;ADM;DMS;COM;215,87;1581,24;4694,94;69818,97;43508;3848;59465
2101772;Bela Vista do Maranhão;MA;3033199;9902,201;5433,538;27411,579;59979,064;102726,382;4848,942;11347,00;107575,324;9480,51;ADM;DMS;PEC;109,56;500,77;4499,31;2633,60;6732;1136;9548
2101806;Benedito Leite;MA;4731006,2;31273,909;2948,603;12271,845;24899,469;71393,826;1768,286;5643,00;73162,112;12965,11;ADM;AGR;DMS;127,28;578,26;3973,23;18161,47;3466;90;4115
2101905;Bequimão;MA;4268170,83;14503,024;4145,395;38048,259;73054,592;129751,27;8388,517;21317,01;138139,787;6480,26;ADM;DMS;COM;105,02;209,46;4296,95;19522,32;11615;265;15075
2101939;Bernardo do Mearim;MA;3916285,64;13947,268;41813,097;16380,54;26686,691;98827,596;6298,731;6102,00;105126,327;17228,18;CST;ADM;DMS;117,82;1772,83;4841,81;9656,67;2856;136;4045
2101970;Boa Vista do Gurupi;MA;1831789496;6232,419;1877,128;21193,069;33229,906;62532,522;5021,092;8494,00;67553,614;7953,1;ADM;DMS;COM;104,70;502,05;3846,97;57883,99;5034;424;6519
2102002;Bom Jardim;MA;94384563,91;119422,117;12711,354;87892,294;174432,063;394457,827;16972,075;42009,99;411429,902;9793,62;ADM;DMS;PEC;98,49;682,16;4025,56;19303,60;19485;1711;26555
2102036;Bom Jesus das Selvas;MA;9363788,44;97616,941;13000,902;88884,846;152836,275;352338,964;23396,811;35094,99;375735,775;10706,25;ADM;DMS;PEC;111,46;1724,03;4834,58;33485,30;16221;1582;22097
2102077;Bom Lugar;MA;8128184,31;27724,105;2822,045;23563,81;59514,968;113624,928;4357,998;16577,99;117982,927;7116,84;ADM;PEC;DMS;80,51;1108,86;3853,00;59594,44;7634;336;10034
2102150;Brejo de Areia;MA;1200705,1;14414,592;1824,696;14913,031;36975,591;68127,91;2953,837;8841,00;71081,746;8040,01;ADM;DMS;PEC;60,31;295,84;5059,87;37751,51;6083;591;8083
2102309;Buriti Bravo;MA;15991100,53;65192,048;13038,158;58066,194;91163,395;227459,795;11249,952;23993,00;238709,747;9949,14;ADM;AGR;DMS;120,30;805,34;3770,53;34996,80;14772;372;17088
2102325;Buriticupu;MA;18373666,82;168366,695;26164,427;233221,877;269142,356;696895,355;51236,755;73594,99;748132,109;10165,53;ADM;DMS;AGR;140,20;2195,72;4744,55;31761,29;24479;4819;39013
2102358;Buritirana;MA;4250870,97;34610,159;2956,007;22253,823;58268,325;118088,314;4408,927;15503,00;122497,242;7901,52;ADM;PEC;DMS;79,68;584,09;4826,42;75589,86;8419;575;10936
2102374;Cachoeira Grande;MA;36014752,16;7273,634;1578,797;10894,439;39885,594;59632,465;1359,51;9524,00;60991,975;6404,03;ADM;DMS;AGR;77,85;227,22;4135,61;30315,83;9351;125;10734
2102408;Cajapió;MA;4138410,29;8163,825;2094,227;12655,863;45663,088;68577,003;2095,709;11255,00;70672,712;6279,23;ADM;DMS;AGR;58,75;357,76;4192,63;12236,23;6227;242;8157
2102507;Cajari;MA;1781046,58;24325,925;2789,783;20718,259;77166,564;125000,53;3110,205;19521,01;128110,735;6562,71;ADM;DMS;FLR;59,14;105,22;4278,89;26055,83;15531;419;17954
2102556;Campestre do Maranhão;MA;34488242,02;74811,731;6280,973;53304,993;61598,535;195996,232;18042,264;14530,00;214038,495;14730,8;ADM;AGR;DMS;179,54;1658,21;5001,48;8898,22;4605;994;8593
2102606;Cândido Mendes;MA;11683640,9;16027,425;7212,715;37009,677;79284,577;139534,394;7286,416;20375,99;146820,81;7205,58;ADM;DMS;FLR;104,52;459,18;3804,80;35140,88;12446;1278;16842
2102705;Cantanhede;MA;8933937,71;8271,836;6846,796;41940,831;88944,642;146004,105;7431,805;22235,99;153435,91;6900,34;ADM;DMS;COM;122,46;274,22;4299,16;18886,76;11618;348;13890
2102754;Capinzal do Norte;MA;3119551,76;16155,333;143555,689;54427,934;63078,263;277217,218;6793,848;10937,00;284011,066;25967,91;IEXT;ADM;DMS;148,01;740,59;4987,80;11169,35;6889;361;9080
2102804;Carolina;MA;32631874,26;244755,651;16537,776;135366,563;103194,448;499854,438;26085,193;24151,00;525939,631;21777,14;AGR;DMS;ADM;358,08;2723,19;3549,31;17759,45;12295;626;17323
2102903;Carutapera;MA;13999222,81;25671,732;7578,121;60293,434;96159,73;189703,017;12337,286;24095,01;202040,303;8385,15;ADM;DMS;FLR;136,53;520,84;4619,85;35133,90;19104;319;21584
2103109;Cedral;MA;108302177,2;14621,203;2245,833;15515,32;43655,003;76037,359;2564,571;10711,00;78601,93;7338,43;ADM;DMS;FLR;90,04;142,30;5498,99;49366,19;6628;114;7975
2103125;Central do Maranhão;MA;9066585,04;4534,328;1737,565;12236,161;36906,479;55414,533;2948,707;8806,00;58363,24;6627,67;ADM;DMS;AGR;59,53;24,76;4336,80;6854,18;6174;80;7240
2103158;Centro do Guilherme;MA;5318908,04;16946,525;2425,14;23145,987;56097,218;98614,87;5145,982;13876,00;103760,851;7477,72;ADM;DMS;PEC;43,16;474,67;4563,59;1897,95;8195;254;9343
2103174;Centro Novo do Maranhão;MA;10137432,09;43305,734;4557,627;44134,874;99467,993;191466,228;9338,646;22056,00;200804,874;9104,32;ADM;PEC;DMS;80,71;586,68;3806,40;41862,56;12402;440;14287
2103257;Cidelândia;MA;6312089,83;67041,055;6531,927;38380,993;61645,517;173599,492;9988,282;14855,00;183587,774;12358,65;ADM;PEC;DMS;147,91;1183,82;5181,95;57301,74;7028;1267;10632
2103307;Codó;MA;106801643,5;78366,258;499450,104;459502,868;481095,306;1518414,537;130371,313;123367,98;1648785,85;13364,78;ADM;ITF;DMS;163,77;2277,53;3988,33;31922,17;49351;8407;75273
2103505;Colinas;MA;95784686,77;74295,308;36698,62;222289,757;178840,991;512124,676;41128,171;41443,00;553252,847;13349,73;ADM;DMS;COM;167,31;2004,12;4593,70;21954,60;23431;422;27835
2103554;Conceição do Lago-Açu;MA;3094058,54;30247,081;3817,349;26251,807;82959,393;143275,63;3956,377;16559,00;147232,007;8891,36;ADM;DMS;FLR;89,62;196,05;4601,94;55122,55;10719;494;13738
2103604;Coroatá;MA;19896095,3;39684,92;30130,636;187481,774;237244,675;494542,005;39127,765;65788,02;533669,77;8111,96;ADM;DMS;COM;128,59;533,30;4211,26;9212,52;28634;2288;41975
2103703;Cururupu;MA;7183975,97;37781,572;7185,875;81221,002;125598,375;251786,823;12800,753;32559,01;264587,576;8126,4;ADM;DMS;FLR;154,80;506,12;4280,43;17752,57;21666;475;27022
2103752;Davinópolis;MA;20814579,75;14111,729;27286,362;62210,137;69869,491;173477,718;16752,773;12923,00;190230,491;14720,3;ADM;DMS;ITF;393,56;8156,35;4453,77;14561,38;1959;2999;9718
2103802;Dom Pedro;MA;9978823,49;18836,169;22402,122;112863,58;82915,945;237017,816;25568,449;23393,01;262586,265;11224,99;ADM;DMS;COM;219,02;2091,87;5282,74;109483,26;12020;680;15159
2104008;Esperantinópolis;MA;8454760,24;16414,762;8142,948;54299,067;69336,697;148193,474;10815,229;16970,99;159008,703;9369,44;ADM;DMS;COM;175,09;1886,54;4438,60;20036,52;11988;514;14003
2104057;Estreito;MA;41958388,35;78194,603;618797,169;226655,241;161796,445;1085443,458;53350,112;43097,01;1138793,57;26423,96;ELET;ADM;DMS;258,85;6063,63;4410,45;47521,97;11969;2664;20773
2104073;Feira Nova do Maranhão;MA;5324962,38;52147,483;2546,342;22596,298;35195,529;112485,652;5533,807;8506,00;118019,459;13874,85;ADM;PEC;AGR;89,13;1698,30;4947,53;115895,77;4754;436;6947
2104081;Fernando Falcão;MA;3801132,96;40675,324;2897,667;15107,47;39098,294;97778,755;2654,699;10559,00;100433,454;9511,64;ADM;AGR;DMS;50,00;277,62;3670,92;69943,61;8100;742;10375
2104099;Formosa da Serra Negra;MA;7001975,09;62397,409;4326,543;47942,515;76788,316;191454,782;10726,338;19425,01;202181,12;10408,29;ADM;PEC;DMS;103,92;1553,12;3268,69;18149,50;10657;790;13662
2104107;Fortaleza dos Nogueiras;MA;20832748829;186548,841;12341,66;79209,639;54281,228;332381,368;14338,438;12662,00;346719,806;27382,7;AGR;DMS;ADM;298,85;11242,77;3665,24;54780,13;8077;322;11319
2104206;Fortuna;MA;23529492,55;29988,359;5755,875;36559,703;63542,956;135846,893;7473,793;17812,00;143320,686;8046,3;ADM;DMS;PEC;160,07;2993,46;4399,95;165526,62;9676;627;12722
2104305;Godofredo Viana;MA;3508248,72;10338,847;2171527,605;377208,479;54364,788;2613439,719;45274,485;12104,00;2658714,204;219655,83;IEXT;DMS;ADM;174,41;597,57;4333,54;81041,99;5338;549;6992
2104404;Gonçalves Dias;MA;10523928,25;21606,652;13370,77;39731,349;67220,065;141928,835;8158,977;17953,00;150087,812;8360,04;ADM;DMS;PEC;127,95;419,77;4420,37;15145,49;10229;377;12240
2104503;Governador Archer;MA;3286442,74;16152,382;3256,226;22226,228;46155,494;87790,331;4134,379;10931,00;91924,71;8409,54;ADM;DMS;PEC;154,45;378,80;4937,30;16198,65;5009;653;7133
2104552;Governador Edison Lobão;MA;18952952,71;19779,408;121493,552;98750,474;87094,831;327118,264;47912,097;18740,00;375030,362;20012,29;ITF;ADM;DMS;163,01;1252,24;5567,22;13654,34;5710;2889;13511
2104602;Governador Eugênio Barros;MA;11047050,07;27073,409;3296,264;26972,573;55487,954;112830,2;5617,733;14703,00;118447,933;8056,04;ADM;DMS;AGR;134,16;929,23;4009,11;30798,74;8313;404;10965
2104628;Governador Luiz Rocha;MA;1483850,23;16163,457;2456,367;16660,6;32735,607;68016,032;3078,372;7878,00;71094,403;9024,42;ADM;DMS;AGR;101,66;449,47;4557,23;31564,03;3817;181;5334
2104651;Governador Newton Bello;MA;5490846,76;23343,215;2317,161;13822,712;42366,393;81849,48;2341,842;10121,00;84191,322;8318,48;ADM;PEC;DMS;67,12;817,20;4173,42;18451,75;6145;476;8020
2104677;Governador Nunes Freire;MA;10667338,38;28836,311;20641,154;86533,105;102749,477;238760,047;19256,196;25502,00;258016,243;10117,49;ADM;DMS;COM;136,21;1465,75;3938,28;47950,30;14392;1614;19312
2104701;Graça Aranha;MA;12715643,96;8968,018;2262,254;13330,332;26853,828;51414,432;2751,218;6261,00;54165,651;8651,28;ADM;DMS;PEC;141,13;646,18;4257,90;45818,67;3347;491;5495
2104800;Grajaú;MA;67764080,47;187242,716;214465,696;393253,211;263341,146;1058302,77;91534,514;70692,01;1149837,283;16265,45;DMS;ADM;IEXT;224,97;935,46;4725,25;21635,01;37685;4722;53549
