AGE;GENDER;EDU;MARRY;JOB;INCOME;HOUSE;OWN;CHILD;TEEN;ADULT;PET;STATE;POP;LIST;SHOP;STORE1;LABEL;STORE2;LUNCH;COOK;CHECK;MAID;LEFT1;LEFT2;FREEZE1;FREEZE2;OUT;READY;WASTE1;WASTE2;HARD;AVOID;FOOD1;FOOD2;DISC1;EXPIRED;SPOILED;DISLK;BADCK;NKEEP1;NKEEP2;DISC2;CERE;ROOTS;BEANS;MILK;PROTE;FRUIT;SWEET;DRINK;DISH;BREAD
24;1;16;1;1;4500;0;0;0;1;3;0;PE;1653461;5;4;5;4;1;5;3;4;0;5;5;1;3;1;2;4;4;4;1;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
28;1;16;0;1;4500;1;1;2;0;2;0;SP;12325232;5;3;30;3;3;5;5;3;0;3;1;3;3;3;3;4;4;3;3;3;2;2;1;1;0;0;0;0;5;0;1;1;0;1;1;1;0;0;0
28;0;16;1;1;13500;0;0;0;0;2;0;PE;706867;4;3;7;2;2;3;2;3;1;2;1;5;4;2;2;4;5;4;3;3;2;2;0;1;1;0;0;0;2;0;1;0;1;0;0;0;0;0;0
28;0;16;1;1;13500;0;0;0;0;2;0;PE;706867;4;3;7;2;2;3;2;3;1;2;1;5;4;2;2;4;5;4;3;3;2;2;0;1;1;0;0;0;2;0;1;0;1;0;0;0;0;0;0
53;1;17;0;1;6500;0;1;0;0;3;1;PE;354317;3;4;7;4;4;5;5;4;0;4;3;3;3;2;2;4;4;3;3;2;2;2;1;1;0;0;0;0;3;0;1;0;1;0;0;0;1;0;0
32;0;16;1;1;4500;0;0;0;0;2;1;PE;354317;5;3;30;4;2;4;4;4;0;3;3;4;4;3;1;4;3;2;3;3;3;3;0;1;0;1;0;1;2;0;0;0;0;1;0;0;0;1;0
53;1;17;0;1;8000;0;1;0;0;3;1;PE;354317;3;4;7;5;4;5;5;5;0;3;3;3;2;2;2;4;5;5;3;2;2;2;1;1;0;0;0;0;3;0;1;0;1;0;0;0;0;1;0
49;1;16;0;1;19000;1;1;0;1;3;0;PE;354317;5;3;30;4;4;5;3;5;1;4;4;3;3;3;4;4;4;4;3;2;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;0;16;0;1;27500;1;0;1;0;2;1;BA;36116;4;4;1;3;2;4;4;3;0;2;4;3;4;3;3;4;4;2;2;3;2;4;1;1;0;0;1;1;7;1;1;1;0;1;1;0;0;1;1
37;0;16;1;1;8000;1;1;0;0;3;1;PE;354317;1;2;1;5;5;5;5;3;0;5;5;2;1;3;2;4;5;4;4;2;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
41;0;17;0;1;6500;0;1;0;0;2;1;BA;218162;5;4;1;3;1;4;5;1;0;3;3;5;5;3;3;4;4;3;3;2;2;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1
55;1;22;0;1;41250;0;1;4;0;4;0;PE;354317;5;3;1;5;2;5;3;4;1;3;4;3;3;2;4;4;4;3;3;4;2;3;1;1;0;1;0;0;3;0;0;0;1;0;1;0;0;1;0
29;0;16;0;1;19000;0;1;0;0;2;0;PE;354317;1;2;5;5;4;1;2;1;0;2;3;3;3;4;4;2;2;3;4;3;3;2;0;1;1;0;0;0;2;0;0;0;0;1;0;0;0;1;0
50;1;17;1;1;4500;1;0;0;0;4;1;PE;354317;4;4;30;4;3;4;4;4;0;4;4;3;4;3;3;4;5;5;3;3;2;2;1;1;0;0;0;0;5;1;1;0;1;0;1;0;0;0;1
39;0;17;0;1;6500;0;1;3;0;2;0;PE;354317;5;4;1;4;1;4;4;4;0;4;5;4;3;2;3;3;4;3;3;2;2;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
46;1;22;0;1;13500;1;1;1;2;2;1;PE;354317;4;4;7;5;5;4;3;5;0;5;4;2;4;3;3;4;5;5;5;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;1;14;0;1;13500;0;1;0;0;2;1;PE;1653461;4;3;45;5;3;4;4;2;0;3;4;2;4;4;4;4;3;4;3;3;2;2;1;1;0;0;0;0;6;0;1;1;1;1;1;0;0;0;1
28;0;16;1;1;13500;0;0;0;0;2;0;PE;706867;4;3;7;2;2;3;2;3;1;2;1;5;4;2;2;4;5;4;3;3;2;2;0;1;1;0;0;0;2;0;1;0;1;0;0;0;0;0;0
26;1;18;1;1;10000;0;0;0;0;2;0;PE;706867;5;4;1;3;1;4;3;5;1;2;5;5;4;2;2;4;5;5;3;2;2;2;1;1;0;0;0;0;3;0;0;1;1;0;0;0;0;1;0
74;0;16;0;0;1500;1;1;1;0;5;1;CE;73188;3;4;7;5;5;5;5;5;0;4;3;3;2;2;2;4;4;4;3;3;2;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
58;0;18;0;1;19000;1;1;1;1;2;1;BA;218162;3;4;7;3;1;2;3;5;0;5;4;4;4;2;3;4;4;5;2;3;3;2;1;1;0;0;0;0;3;0;1;0;0;0;1;0;0;0;1
43;1;17;1;1;6500;1;0;0;0;3;0;PE;84395;4;4;1;2;1;2;3;1;1;2;5;3;2;4;4;4;4;5;1;3;3;2;1;1;0;0;0;0;5;0;1;1;0;0;1;0;0;1;1
59;0;22;1;1;19000;0;1;0;0;1;0;PE;1653461;1;4;30;1;1;5;5;5;0;5;5;2;4;2;1;5;5;5;1;2;2;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
