IBGE;MUNIC;OP3114;OP3115;OP3116;OP3117;OP3118;OP3119;OP3120;OP3121;OP3122;OP3123;OP3214;OP3215;OP3216;OP3217;OP3218;OP3219;OP3220;OP3221;OP3222;OP3223;OP33A14;OP33A15;OP33A16;OP33A17;OP33A18;OP33A19;OP33A20;OP33A21;OP33A22;OP33A23
1717503;Pium;0;0;0;0;0;0;0;0;0;0;57,97;86,96;57,97;260,87;376,81;231,88;260,87;260,87;173,91;231,88;0;0;55,13;220,51;110,25;55,13;0;55,13;55,13;0
1717800;Ponte Alta do Bom Jesus;0;0;0;0;0;0;0;0;0;0;0;0;0;49,53;49,53;99,06;297,18;148,59;99,06;297,18;0;0;0;114,16;0;0;0;0;0;0
1717909;Ponte Alta do Tocantins;0;0;0;0;0;0;0;0;0;0;28,18;112,71;84,53;0;140,88;84,53;281,77;450,83;422,65;338,12;0;106,95;106,95;0;0;160,43;160,43;374,33;267,38;160,43
1718006;Porto Alegre do Tocantins;0;0;0;0;0;0;0;0;0;0;143,88;143,88;287,77;431,65;791,37;935,25;575,54;647,48;287,77;215,83;134,23;134,23;268,46;402,68;402,68;402,68;134,23;134,23;0;268,46
1718204;Porto Nacional;0;0;0;0;0;0;0;0;116,96;0;397,41;409,74;465,19;545,29;505,24;643,87;619,22;486,75;609,98;856,44;231,3;301,98;366,23;424,06;424,06;475,46;353,38;276,28;597,53;552,56
1718303;Praia Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;22,71;68,12;0;0;0;0;0;0;0;0;0;38,85;0;0;0;0;0
1718402;Presidente Kennedy;0;0;0;0;0;0;0;3333,33;0;0;130,72;0;130,72;326,8;457,52;784,31;392,16;261,44;392,16;196,08;320;0;160;480;160;320;480;160;480;160
1718451;Pugmil;0;0;0;0;0;0;0;0;0;0;189,57;94,79;94,79;568,72;284,36;473,93;94,79;0;473,93;189,57;0;0;0;0;0;200,8;0;0;0;0
1718501;Recursolândia;0;0;0;0;0;0;0;0;0;0;0;135,41;338,52;541,64;677,05;338,52;270,82;203,11;473,93;203,11;0;331,49;110,5;552,49;331,49;0;331,49;110,5;0;0
1718550;Riachinho;0;0;0;0;0;0;0;0;0;0;105,04;0;52,52;105,04;105,04;315,13;157,56;157,56;52,52;210,08;105,93;0;0;0;317,8;211,86;105,93;105,93;0;211,86
1718659;Rio da Conceição;0;0;0;0;0;0;0;0;0;0;0;0;0;341,3;113,77;455,06;227,53;113,77;113,77;227,53;0;0;0;0;0;0;0;0;209,64;419,29
1718709;Rio dos Bois;0;0;0;0;0;0;0;0;0;0;74,18;0;0;0;0;0;0;0;0;148,37;156,25;0;0;0;0;0;0;0;0;0
1718758;Rio Sono;0;0;0;0;0;1428,57;0;1428,57;0;0;132,57;88,38;0;0;88,38;353,51;44,19;88,38;0;44,19;268,34;89,45;0;89,45;0;89,45;0;0;0;0
1718808;Sampaio;0;0;0;0;0;0;0;0;0;0;192,68;0;0;0;0;48,17;0;0;0;0;355,56;0;0;88,89;0;0;0;0;0;0
1718840;Sandolândia;0;0;0;0;0;0;0;0;40,98;0;0;0;114,09;114,09;57,05;0;0;114,09;0;57,05;0;0;0;0;119,05;0;0;0;0;0
1718865;Santa Fé do Araguaia;0;0;0;0;0;26,11;26,11;52,22;0;130,55;0;0;28,17;56,34;28,17;0;28,17;84,51;56,34;225,35;0;0;0;0;0;54,82;0;54,82;0;54,82
1718881;Santa Maria do Tocantins;0;0;0;0;0;0;0;0;0;0;77,52;77,52;77,52;77,52;0;155,04;0;77,52;155,04;310,08;150,38;150,38;150,38;150,38;0;0;0;0;0;0
1718899;Santa Rita do Tocantins;0;0;0;0;0;0;0;0;0;0;0;188,68;94,34;188,68;566,04;188,68;0;283,02;188,68;188,68;0;210,08;0;210,08;210,08;210,08;0;0;0;0
1718907;Santa Rosa do Tocantins;0;0;0;0;0;0;0;0;0;0;133,93;89,29;0;267,86;44,64;89,29;89,29;89,29;312,5;312,5;262,7;175,13;0;87,57;0;87,57;87,57;87,57;87,57;175,13
1719004;Santa Tereza do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148,26;74,13;74,13;222,39;0;0;0;0;0;0;0;0;0;0
1720002;Santa Terezinha do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84,53;84,53;253,59;84,53;84,53;0;0;0;0;0;0;0;171,23;171,23;0
1720101;São Bento do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147,55;295,09;36,89;73,77;0;36,89;0;0;0;0;206,75;275,67;68,92;137,84;0;68,92
1720150;São Félix do Tocantins;0;0;0;0;0;2000;0;0;0;4000;0;0;0;0;464,04;580,05;232,02;232,02;232,02;1392,11;0;0;0;0;400,8;801,6;0;0;0;1202,4
1720200;São Miguel do Tocantins;0;0;0;0;0;0;0;0;0;0;30,28;75,71;30,28;0;30,28;90,85;45,43;15,14;211,99;60,57;29,74;29,74;0;0;0;118,94;0;0;0;29,74
1720259;São Salvador do Tocantins;0;0;10000;0;0;0;0;0;10000;0;86,21;172,41;344,83;344,83;258,62;0;0;172,41;344,83;689,66;0;182,82;731,26;0;0;0;0;0;182,82;0
1720309;São Sebastião do Tocantins;0;0;0;0;0;0;10000;0;0;0;0;0;0;0;0;0;50,18;0;0;50,18;0;0;0;0;0;0;93,63;0;0;0
1720499;São Valério;0;0;0;0;0;0;0;0;0;0;0;0;139,79;46,6;139,79;93,2;232,99;93,2;326,19;465,98;0;0;104,17;104,17;0;0;0;0;104,17;0
1720655;Silvanópolis;0;0;0;0;0;0;0;0;0;0;39,71;317,71;198,57;198,57;714,85;397,14;714,85;516,28;516,28;953,14;0;80,13;160,26;240,38;160,26;160,26;160,26;400,64;320,51;480,77
1720804;Sítio Novo do Tocantins;0;0;0;0;0;0;0;0;0;0;18,65;18,65;0;37,3;37,3;167,85;37,3;74,6;0;149,2;0;0;0;38,2;0;152,79;0;0;0;38,2
1720853;Sucupira;0;0;0;0;0;0;0;0;0;0;0;0;0;132,63;530,5;265,25;0;265,25;0;0;0;0;0;0;289,02;578,03;0;289,02;0;0
1720903;Taguatinga;0;0;0;0;0;0;0;0;0;0;219,65;14,64;0;29,29;29,29;29,29;117,15;234,29;219,65;234,29;68,28;34,14;0;0;0;0;34,14;0;102,42;136,57
1720937;Taipas do Tocantins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208,77;208,77;0;0;0;0;0;0;0;0;0;0;0
1720978;Talismã;0;0;0;0;0;0;0;0;0;0;0;0;0;84,6;253,81;253,81;507,61;169,2;169,2;338,41;0;0;0;196,46;196,46;0;196,46;0;0;392,93
1721000;Palmas;155,04;139,53;186,05;186,05;139,53;170,54;155,04;139,53;139,53;232,56;576,78;587,75;747,75;794,85;805,82;741,95;657,43;509,04;714,2;901,3;541,95;569,7;799,04;902,76;1034,23;857,47;807,81;752,3;1024;1380,43
1721109;Tocantínia;0;2,54;0;0;0;0;2,54;0;5,09;0;0;27,4;0;0;0;0;0;0;164,38;27,4;0;0;0;0;0;0;0;0;38,83;0
1721208;Tocantinópolis;36,2;13,57;27,15;67,87;113,12;108,6;67,87;58,82;31,67;63,35;288,13;288,13;419,1;646,12;707,24;663,58;445,3;340,52;454,03;689,78;141,22;229,48;141,22;494,26;529,57;353,05;370,7;282,44;194,17;406
1721257;Tupirama;0;0;0;0;0;0;0;0;0;0;0;0;221,48;0;110,74;0;0;110,74;0;110,74;220,26;0;0;0;220,26;0;0;0;0;220,26
1721307;Tupiratins;0;0;0;0;0;0;0;0;0;0;0;0;0;110,86;332,59;221,73;110,86;0;0;0;0;0;0;0;0;0;0;0;0;0
1722081;Wanderlândia;0;0;0;0;0;0;0;0;0;0;133,89;0;0;0;0;0;0;19,13;0;76,51;387,45;0;0;0;38,74;0;0;0;0;0
1722107;Xambioá;0;0;0;0;0;0;0;0;0;0;76,29;38,15;57,22;95,37;38,15;57,22;57,22;19,07;38,15;209,8;204,25;40,85;81,7;122,55;122,55;81,7;40,85;40,85;0;0
2100055;Açailândia;0;0;0;0;0;0;0;0;0;0;1,85;7,41;5,56;5,56;1,85;3,71;3,71;27,81;55,61;85,27;0;3,91;3,91;0;3,91;0;0;3,91;11,72;19,54
2100204;Alcântara;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44,12;0;0;0;55,15;22,06;0;0;0;0;0;0;0;0;73,03;0
2100402;Altamira do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,42;62,83;31,42;62,83;0;31,42;0;0;0;0;0;0;133,69;0;66,84;0
2100436;Alto Alegre do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,4;32,79;16,4;0;0;0;0;0;0;0;15,96;47,89;47,89
2100477;Alto Alegre do Pindaré;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39,25;23,55;15,7;54,95;47,1;70,65;0;0;0;0;27,84;0;13,92;27,84;13,92;27,84
2100501;Alto Parnaíba;0;0;0;0;0;0;0;0;0;0;0;0;18,66;18,66;111,96;18,66;0;0;0;167,94;0;0;0;0;35,3;35,3;0;0;0;35,3
2100550;Amapá do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28,45;0;28,45;0;0;0;0;0;0;0;48,66;0;0
2100600;Amarante do Maranhão;3,76;3,76;0;10,02;3,76;5,01;1,25;8,77;15,04;23,81;522,43;166,73;16,67;244,54;100,04;44,46;27,79;222,31;344,58;377,92;78,27;17,39;0;52,18;17,39;0;0;43,48;34,79;60,87
2100709;Anajatuba;0;0;0;0;0;0;0;0;0;0;0;40,18;40,18;16,07;8,04;8,04;8,04;16,07;16,07;96,42;0;0;51,23;0;0;0;0;34,15;17,08;17,08
2100832;Apicum-Açu;0;0;0;0;0;0;0;0;0;0;11,83;23,66;35,49;0;23,66;11,83;0;272,06;331,2;189,26;22,55;0;22,55;0;0;45,11;0;0;45,11;22,55
2100873;Araguanã;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18,01;0;90,03;0;0;0;0;0;0;0;0;0;0;0
2100956;Arame;0;0;0;5,96;0;0;0;2,98;0;17,87;0;8,09;0;24,26;32,35;8,09;16,17;80,87;32,35;97,04;0;0;0;13,14;26,28;13,14;26,28;52,56;0;26,28
2101004;Arari;0;0;0;0;0;0;0;0;0;0;6,73;20,18;13,45;26,9;87,43;80,7;20,18;134,51;107,61;215,21;14,86;14,86;0;0;59,44;133,73;29,72;118,87;29,72;74,29
2101103;Axixá;0;0;0;0;0;0;0;0;0;0;0;0;16,89;16,89;50,67;16,89;16,89;33,78;33,78;50,67;0;0;0;35,63;0;35,63;0;35,63;35,63;35,63
2101202;Bacabal;0;0;0;0;0;0;0;0;0;58,48;1,85;1,85;0;33,34;64,82;83,35;46,3;288,93;266,71;340,79;4,13;0;0;8,26;12,4;12,4;33,05;66,11;61,98;140,48
2101251;Bacabeira;0;0;0;0;0;0;0;0;0;0;23,4;11,7;0;23,4;11,7;11,7;0;46,79;35,1;0;0;23,04;0;0;0;0;0;46,07;0;0
2101301;Bacuri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;12,5;25;49,99;25;0;0;0;0;0;25,04;25,04;0;50,08;0;0
2101350;Bacurituba;0;0;0;0;0;0;0;0;0;0;0;0;0;39,31;39,31;39,31;39,31;39,31;0;39,31;0;0;0;0;0;0;87,11;0;0;0
2101400;Balsas;0;0;0;0;46,3;0;0;0;46,3;46,3;15,53;0;0;60,19;99,03;314,56;141,74;124,27;287,37;254,36;19,28;0;0;30,85;100,27;161,98;119,56;100,27;134,98;65,56
2101608;Barra do Corda;3,75;3,75;3,75;5,62;5,62;1,87;15;13,12;22,49;91,85;175,6;196,67;224,77;168,57;208,38;395,68;442,51;407,39;522,11;852,24;69,36;32,37;41,62;50,87;83,24;97,11;110,98;55,49;235,84;397,69
2101772;Bela Vista do Maranhão;0;0;0;0;0;0;0;0;0;0;50,87;0;16,96;16,96;50,87;16,96;0;0;16,96;0;0;0;32,27;0;32,27;0;0;0;0;0
2101806;Benedito Leite;0;0;0;0;0;0;0;0;0;0;0;0;0;37,61;0;0;0;0;0;0;0;0;0;82,24;0;0;0;0;0;0
2101905;Bequimão;0;0;0;0;0;0;0;0;0;0;0;0;0;10,32;10,32;0;0;30,96;30,96;10,32;0;0;0;0;24,66;0;0;0;24,66;24,66
2101939;Bernardo do Mearim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,21;0;34,21;0;0;0;0;0;0;0;0;0;0
2101970;Boa Vista do Gurupi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,81;187,67;0;0;0;0;0;0;0;0;44,35;0
2102002;Bom Jardim;0;0;0;0;0;0;0;0;5,03;5,03;6,09;0;0;12,18;0;0;6,09;0;6,09;24,35;0;0;0;21,61;0;0;0;0;0;21,61
2102036;Bom Jesus das Selvas;0;0;0;0;0;0;0;0;19,96;0;0;0;0;7,22;21,65;7,22;0;7,22;36,09;129,91;0;0;0;0;0;0;0;0;35,14;58,57
2102077;Bom Lugar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,66;0;16,66;33,32;16,66;0;0;0;0;0;0;0;0;0;0
2102150;Brejo de Areia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,49;0;44,98;0;89,97;0;0;0;0;0;0;0;0;0;164,2;0
2102309;Buriti Bravo;0;0;0;0;0;0;0;0;0;0;0;0;0;17,77;8,89;8,89;0;0;44,44;62,21;0;0;0;0;0;0;0;0;0;51,68
2102325;Buriticupu;0;0;0;0;0;0;0;0;0;43,29;72,07;10,81;3,6;3,6;10,81;10,81;82,89;93,7;284,69;284,69;50,97;6,37;12,74;0;6,37;12,74;108,3;114,67;127,41;140,15
2102358;Buritirana;0;0;0;0;0;0;0;0;0;0;172,74;15,7;0;15,7;15,7;31,41;0;62,81;47,11;31,41;360,9;0;0;0;0;0;0;60,15;60,15;0
2102374;Cachoeira Grande;0;0;0;0;0;0;0;0;0;0;21,42;21,42;0;0;42,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2102408;Cajapió;0;0;0;0;0;0;0;0;2500;0;0;0;0;0;0;39,9;0;19,95;19,95;19,95;0;0;0;0;0;0;0;84,35;0;0
2102507;Cajari;0;0;0;0;0;0;0;0;0;0;0;0;0;12,38;37,14;0;0;12,38;24,76;0;0;0;0;0;44,08;0;0;0;44,08;0
2102556;Campestre do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;16,44;0;0;213,71;65,76;32,88;147,95;164,39;0;0;0;0;0;129,58;32,39;0;64,79;64,79
2102606;Cândido Mendes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,31;0;0;10,33;20,66;30,99;0;0;0;0;0;0;0;0;36,89;55,33
2102705;Cantanhede;0;0;0;0;0;0;0;0;0;0;8,23;16,46;0;24,7;0;8,23;8,23;90,55;98,78;57,62;0;16,62;0;0;0;0;0;66,47;83,08;16,62
2102754;Capinzal do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;34,72;17,36;34,72;34,72;17,36;17,36;34,72;0;0;0;35,88;0;35,88;35,88;0;0;35,88
2102804;Carolina;0;0;0;0;0;0;0;0;0;0;0;0;0;8,46;8,46;8,46;25,39;42,32;76,17;76,17;0;0;0;0;17,49;17,49;34,98;34,98;34,98;34,98
2102903;Carutapera;0;0;0;0;0;0;0;0;0;0;75,74;0;0;0;0;0;0;25,25;471,3;403,97;154,46;0;0;0;0;0;0;15,45;216,25;185,36
2103109;Cedral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,13;40,13;40,13;0;0;0;0;0;0;0;0;0;0
2103125;Central do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,24;29,24;29,24;0;0;0;0;0;0;0;0;0;0;0
2103158;Centro do Guilherme;0;0;0;0;0;0;0;0;0;0;49,88;16,63;0;0;0;16,63;16,63;16,63;0;16,63;51,1;0;0;0;0;0;0;0;0;0
2103174;Centro Novo do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,85;38,55;77,1;38,55;0;0;0;20,08;0;0;0;0;60,25;20,08
2103257;Cidelândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,64;0;0;0;126,56;63,28;0;0;0;0;31,32;0;0;0;0;31,32
2103307;Codó;0;0;0;0;0;0;0;0;0;0;67,81;25,43;16,95;55,94;69,5;123,75;50,86;98,32;108,49;49,16;38,26;0;6,96;41,74;17,39;62,61;20,87;45,22;31,3;6,96
2103505;Colinas;0;0;0;0;0;0;0;0;0;0;72,67;33,91;24,22;9,69;24,22;9,69;9,69;4,84;9,69;67,82;0;29,47;0;0;9,82;0;0;19,65;29,47;78,59
2103554;Conceição do Lago-Açu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,84;0;13,84;27,69;13,84;27,69;0;0;0;0;23,69;0;0;0;0;23,69
2103604;Coroatá;0;0;0;0;0;0;0;0;0;0;46,36;19,87;39,74;49,67;69,54;66,23;66,23;39,74;26,49;59,61;74,34;20,27;27,03;27,03;6,76;20,27;13,52;6,76;6,76;40,55
2103703;Cururupu;0;0;370,37;0;0;0;0;0;0;0;0;76,92;44,87;89,74;51,28;25,64;19,23;25,64;19,23;12,82;0;13,95;13,95;13,95;0;41,85;13,95;13,95;0;13,95
2103752;Davinópolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14,01;0;336,23;70,05;28,02;14,01;0;0;0;28,05;28,05;28,05;140,25;0;56,1;28,05
2103802;Dom Pedro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,2;0;75,96;118,15;84,4;0;0;0;0;0;0;0;0;18,57;37,13
2104008;Esperantinópolis;0;0;0;0;0;0;0;0;0;0;0;43,25;10,81;0;54,07;0;21,63;21,63;43,25;21,63;0;23,49;0;0;0;0;0;0;0;23,49
2104057;Estreito;0;0;0;0;0;0;0;0;0;0;24,12;18,09;6,03;42,2;6,03;90,43;30,14;54,26;42,2;90,43;23,85;11,92;0;11,92;0;0;11,92;11,92;35,77;23,85
2104073;Feira Nova do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;51,98;77,96;129,94;25,99;0;25,99;25,99;0;0;0;50,89;50,89;0;0;0;50,89;50,89
2104081;Fernando Falcão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,18;0;0;0;19,18;57,53;0;0;0;0;0;0;0;0;0;28,41
2104099;Formosa da Serra Negra;0;0;0;0;0;0;0;0;0;0;0;0;23,72;23,72;23,72;35,58;23,72;0;47,44;23,72;0;0;0;0;0;0;0;0;0;0
2104107;Fortaleza dos Nogueiras;0;0;0;0;0;0;0;0;1428,57;0;0;0;0;128,18;80,12;64,09;64,09;64,09;96,14;0;0;0;0;32,46;0;32,46;32,46;32,46;32,46;0
2104206;Fortuna;0;0;0;0;0;0;0;0;0;0;0;0;11,96;0;11,96;23,93;11,96;71,79;83,75;107,68;0;0;0;0;21,92;0;21,92;87,68;87,68;43,84
2104305;Godofredo Viana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20,34;20,34;101,69;20,34;20,34;0;0;0;0;0;0;0;0;0;0
2104404;Gonçalves Dias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,56;0;0;11,56;23,12;23,12;0;0;0;0;0;0;0;0;0;0
2104503;Governador Archer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,93;38,93;97,31;0;0;0;0;0;0;0;0;0;0
2104552;Governador Edison Lobão;0;0;0;0;0;0;0;0;0;0;11;22,01;0;0;11;33,01;11;55,02;44,02;33,01;0;0;0;0;21,27;0;0;21,27;0;21,27
2104602;Governador Eugênio Barros;0;0;0;0;0;0;0;0;0;0;14,4;0;0;0;57,59;28,79;0;14,4;28,79;0;0;0;0;0;0;0;0;0;0;0
2104628;Governador Luiz Rocha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,02;58,04;29,02;29,02;87,06;0;0;0;0;0;0;0;0;58,04;174,11;0
2104651;Governador Newton Bello;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19,39;0;0;0;0;0;0;0;0;0;0;0
2104677;Governador Nunes Freire;0;0;0;0;0;0;0;0;0;0;104,57;52,28;0;156,85;8,71;8,71;17,43;17,43;156,85;95,85;47,43;0;0;79,05;0;0;15,81;0;63,24;31,62
2104701;Graça Aranha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2104800;Grajaú;0;0;0;0;0;6,54;0;2,62;1,31;1,31;0;0;0;0;13,64;16,37;8,19;2,73;21,83;32,75;0;0;0;0;4,71;4,71;9,42;0;0;9,42
2104909;Guimarães;0;0;0;0;0;0;0;0;0;0;0;38,78;0;0;0;19,39;19,39;19,39;0;58,17;0;92,85;0;0;0;0;46,43;0;0;0
2105104;Icatu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49,47;8,24;32,98;0;0;0;0;0;0;0;46,88;15,63;0;0;0
2105153;Igarapé do Meio;0;0;0;0;0;0;0;0;0;0;99,64;56,94;14,23;14,23;85,41;56,94;42,7;0;0;28,47;0;0;25,18;0;25,18;0;0;0;0;25,18
2105203;Igarapé Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;77,53;58,15;38,77;38,77;135,69;174,45;193,84;0;0;0;0;0;44,42;44,42;44,42;88,85;355,4
2105302;Imperatriz;76,63;38,31;57,47;38,31;19,16;57,47;38,31;38,31;153,26;114,94;242,82;171,52;176,47;91,76;69,88;183,52;191,29;184,23;247,05;191,29;246,11;174,61;123,06;54,88;44,9;81,48;121,39;84,81;286,02;271,06
2105351;Itaipava do Grajaú;0;0;0;0;0;0;0;7,86;0;0;0;0;0;14,92;29,83;29,83;0;29,83;14,92;14,92;0;0;0;0;0;0;0;0;0;0
2105401;Itapecuru Mirim;0;0;0;0;0;0;0;0;0;0;0;0;3,24;19,43;6,48;19,43;9,72;16,19;19,43;12,95;0;0;6,28;6,28;0;12,55;18,83;18,83;12,55;12,55
2105427;Itinga do Maranhão;0;0;0;0;0;0;0;0;0;0;8,86;0;0;97,48;26,59;17,72;26,59;35,45;17,72;62,03;0;0;0;0;0;0;0;18,59;18,59;55,76
2105450;Jatobá;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,07;0;27,07;0;0;0;0;0;0;0;0;0;0;0;0;0
2105476;Jenipapo dos Vieiras;0;0;0;0;0;1,28;5,11;1,28;3,83;11,5;0;0;0;0;0;48,2;0;36,15;36,15;24,1;0;0;0;0;0;50,73;0;0;0;0
2105500;João Lisboa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;64,01;24;24;24;8;0;0;0;16,65;0;0;0;16,65;0;16,65
2105609;Joselândia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,6;0;0;0;0;0;0;0;0;0;0;0
2105658;Junco do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;38,87;38,87;0;38,87;0;0;0;0;0;0;0;0;0;0;0;0;0
2105708;Lago da Pedra;0;0;0;0;0;0;0;0;0;0;8,91;8,91;13,37;4,46;0;4,46;8,91;0;4,46;13,37;0;0;9,1;0;0;0;9,1;0;9,1;0
2105807;Lago do Junco;0;0;0;0;0;0;0;0;0;0;42,2;147,71;0;21,1;21,1;21,1;0;0;21,1;168,81;44,76;358,1;0;44,76;89,53;44,76;0;0;44,76;134,29
2105906;Lago Verde;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26,86;13,43;0;40,28;53,71;13,43;0;0;0;0;0;0;0;0;0;0
2105948;Lago dos Rodrigues;0;0;0;0;0;0;0;0;0;0;22,82;0;0;0;22,82;0;0;22,82;91,28;91,28;51,28;0;0;0;0;0;0;0;0;51,28
2105963;Lagoa Grande do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;18,15;54,46;18,15;18,15;18,15;36,3;18,15;0;0;0;92,11;30,7;0;30,7;30,7;61,41;0
2105989;Lajeado Novo;0;0;0;0;0;0;0;0;0;0;0;29,53;0;29,53;59,07;29,53;88,6;147,67;177,2;88,6;0;0;0;0;0;0;290,02;58;0;58
2106003;Lima Campos;0;0;0;0;0;0;0;0;0;0;0;17,3;51,89;17,3;69,19;69,19;17,3;103,79;86,49;190,28;0;0;38,62;0;38,62;0;0;38,62;0;77,25
2106102;Loreto;0;0;0;0;0;0;0;0;0;0;0;0;17,7;0;17,7;70,81;0;88,51;53,11;194,72;0;0;0;0;0;0;0;36,05;36,05;36,05
2106201;Luís Domingues;0;0;0;0;0;0;0;0;0;0;1548,17;745,41;344,04;286,7;458,72;544,72;315,37;0;0;258,03;277,01;55,4;0;55,4;110,8;1163,43;1052,63;0;0;997,23
2106326;Maracaçumé;0;0;0;0;0;5000;0;0;0;0;9,28;0;0;0;46,38;27,83;18,55;9,28;9,28;0;31,3;0;0;0;46,95;0;0;15,65;0;0
2106359;Marajá do Sena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31,64;0;0;0;63,27;0;0;0;0;48,38;0;0;0;0;0
2106375;Maranhãozinho;0;0;0;0;0;0;0;0;0;0;102,87;0;0;0;14,7;0;14,7;14,7;14,7;0;23,53;0;0;0;0;0;0;0;0;0
2106508;Matinha;0;0;0;0;0;0;0;0;0;0;0;0;0;9,05;18,1;9,05;9,05;63,37;9,05;0;0;0;0;0;36,16;18,08;0;54,24;18,08;0
2106631;Matões do Norte;0;0;0;0;0;0;0;0;0;0;0;0;58,17;0;0;11,63;0;11,63;46,53;11,63;0;0;23,21;0;0;0;0;23,21;69,62;46,41
2106706;Mirador;0;0;0;0;0;0;0;0;0;0;0;0;0;9,73;9,73;9,73;0;0;0;0;0;0;0;18,95;0;18,95;0;0;0;0
2106755;Miranda do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;8,34;0;16,68;8,34;33,36;175,15;66,72;0;0;0;0;0;0;18,75;18,75;112,51;0
2106805;Mirinzal;0;0;0;0;0;0;0;0;0;0;0;158,43;0;0;0;43,21;0;14,4;28,81;14,4;0;0;0;0;0;0;0;0;0;30,04
2106904;Monção;0;0;0;0;0;0;0;0;0;0;21,71;0;7,24;21,71;21,71;36,18;7,24;14,47;21,71;28,95;12,56;0;0;12,56;12,56;12,56;0;0;25,13;0
2107001;Montes Altos;0;0;0;9,28;9,28;0;9,28;9,28;0;0;0;0;0;45,57;91,14;113,92;159,49;159,49;227,84;22,78;0;0;0;43,38;86,77;0;43,38;43,38;43,38;0
2107100;Morros;0;0;0;0;0;0;0;0;0;0;11,05;0;0;22,11;0;22,11;22,11;22,11;110,55;121,6;19,8;0;0;0;0;19,8;19,8;0;39,6;39,6
2107258;Nova Colinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41,88;41,88;41,88;41,88;125,63;376,88;0;0;0;79,11;0;0;0;0;0;237,34
2107308;Nova Iorque;0;0;0;0;0;0;0;0;0;0;46,62;0;0;0;46,62;0;0;139,86;0;46,62;0;0;0;0;0;0;0;103,09;0;0
2107357;Nova Olinda do Maranhão;0;27,62;0;0;0;0;0;0;0;0;55,37;13,84;0;0;13,84;0;0;0;0;13,84;0;0;0;0;27,5;0;0;0;0;27,5
2107407;Olho d'Água das Cunhãs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,4;44,23;33,17;11,06;22,11;0;0;0;0;0;25,83;0;0;0;0
2107456;Olinda Nova do Maranhão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,89;29,89;14,94;74,72;104,6;59,77;0;0;0;0;0;29,82;0;59,63;119,26;59,63
2107506;Paço do Lumiar;0;0;0;0;0;0;0;0;0;0;1,31;0;0;11,8;22,29;24,91;31,47;18,36;27,54;45,89;3,03;0;0;9,08;6,06;6,06;24,22;0;15,14;54,51
